unit_id,qid,exam_id_canonical,num,type,subq,grain,归属_X2,admission,evidence,downgrade_notes,script_tier,rule_version
BJ-2023-CY-ERMO-Q18,BJ-2023-CY-ERMO-Q18,BJ-2023-CY-ERMO,18,主观题,,整题,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-CY-ERMO-Q19#1,BJ-2023-CY-ERMO-Q19,BJ-2023-CY-ERMO,19,主观题,1,小问,MAYBE,不收-无E1,缺细则,,倾向,2026-09-24-attribution-v1
BJ-2023-CY-ERMO-Q19#2,BJ-2023-CY-ERMO-Q19,BJ-2023-CY-ERMO,19,主观题,2,小问,MAYBE,不收-无E1,缺细则,,倾向,2026-09-24-attribution-v1
BJ-2023-CY-ERMO-Q20#1,BJ-2023-CY-ERMO-Q20,BJ-2023-CY-ERMO,20,主观题,1,小问,MAYBE,不收-无E1,缺细则,,倾向,2026-09-24-attribution-v1
BJ-2023-CY-ERMO-Q20#2,BJ-2023-CY-ERMO-Q20,BJ-2023-CY-ERMO,20,主观题,2,小问,MAYBE,不收-无E1,缺细则,,倾向,2026-09-24-attribution-v1
BJ-2023-CY-ERMO-Q21,BJ-2023-CY-ERMO-Q21,BJ-2023-CY-ERMO,21,主观题,,整题,MAYBE,不收-无E1,缺细则,B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,不明,2026-09-24-attribution-v1
BJ-2021-BJ-GAOKAO-Q9,BJ-2021-BJ-GAOKAO-Q9,BJ-2021-BJ-GAOKAO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2021-BJ-GAOKAO-Q10,BJ-2021-BJ-GAOKAO-Q10,BJ-2021-BJ-GAOKAO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2021-BJ-GAOKAO-Q11,BJ-2021-BJ-GAOKAO-Q11,BJ-2021-BJ-GAOKAO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2021-BJ-GAOKAO-Q12,BJ-2021-BJ-GAOKAO-Q12,BJ-2021-BJ-GAOKAO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2021-BJ-GAOKAO-Q13,BJ-2021-BJ-GAOKAO-Q13,BJ-2021-BJ-GAOKAO,13,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2021-BJ-GAOKAO-Q17,BJ-2021-BJ-GAOKAO-Q17,BJ-2021-BJ-GAOKAO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2021-BJ-GAOKAO-Q19,BJ-2021-BJ-GAOKAO-Q19,BJ-2021-BJ-GAOKAO,19,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2021-BJ-GAOKAO-Q21#1,BJ-2021-BJ-GAOKAO-Q21,BJ-2021-BJ-GAOKAO,21,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2021-BJ-GAOKAO-Q21#2,BJ-2021-BJ-GAOKAO-Q21,BJ-2021-BJ-GAOKAO,21,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q1,BJ-2024-HD-QIZHONG-Q1,BJ-2024-HD-QIZHONG,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q3,BJ-2024-HD-QIZHONG-Q3,BJ-2024-HD-QIZHONG,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q6,BJ-2024-HD-QIZHONG-Q6,BJ-2024-HD-QIZHONG,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q7,BJ-2024-HD-QIZHONG-Q7,BJ-2024-HD-QIZHONG,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q9,BJ-2024-HD-QIZHONG-Q9,BJ-2024-HD-QIZHONG,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q10,BJ-2024-HD-QIZHONG-Q10,BJ-2024-HD-QIZHONG,10,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q11,BJ-2024-HD-QIZHONG-Q11,BJ-2024-HD-QIZHONG,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q12,BJ-2024-HD-QIZHONG-Q12,BJ-2024-HD-QIZHONG,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q13,BJ-2024-HD-QIZHONG-Q13,BJ-2024-HD-QIZHONG,13,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q16#1,BJ-2024-HD-QIZHONG-Q16,BJ-2024-HD-QIZHONG,16,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q16#2,BJ-2024-HD-QIZHONG-Q16,BJ-2024-HD-QIZHONG,16,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q17,BJ-2024-HD-QIZHONG-Q17,BJ-2024-HD-QIZHONG,17,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q18,BJ-2024-HD-QIZHONG-Q18,BJ-2024-HD-QIZHONG,18,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q19,BJ-2024-HD-QIZHONG-Q19,BJ-2024-HD-QIZHONG,19,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-QIZHONG-Q20,BJ-2024-HD-QIZHONG-Q20,BJ-2024-HD-QIZHONG,20,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2026-CY-QIMO-Q6,BJ-2026-CY-QIMO-Q6,BJ-2026-CY-QIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-CY-QIMO-Q7,BJ-2026-CY-QIMO-Q7,BJ-2026-CY-QIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-CY-QIMO-Q9,BJ-2026-CY-QIMO-Q9,BJ-2026-CY-QIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-CY-QIMO-Q12,BJ-2026-CY-QIMO-Q12,BJ-2026-CY-QIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-CY-QIMO-Q13,BJ-2026-CY-QIMO-Q13,BJ-2026-CY-QIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2026-CY-QIMO-Q17,BJ-2026-CY-QIMO-Q17,BJ-2026-CY-QIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2026-CY-QIMO-Q19,BJ-2026-CY-QIMO-Q19,BJ-2026-CY-QIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2026-CY-QIMO-Q21,BJ-2026-CY-QIMO-Q21,BJ-2026-CY-QIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q10,BJ-2023-HD-ERMO-Q10,BJ-2023-HD-ERMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q11,BJ-2023-HD-ERMO-Q11,BJ-2023-HD-ERMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q12,BJ-2023-HD-ERMO-Q12,BJ-2023-HD-ERMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q14,BJ-2023-HD-ERMO-Q14,BJ-2023-HD-ERMO,14,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q15,BJ-2023-HD-ERMO-Q15,BJ-2023-HD-ERMO,15,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q16,BJ-2023-HD-ERMO-Q16,BJ-2023-HD-ERMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q17,BJ-2023-HD-ERMO-Q17,BJ-2023-HD-ERMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q18,BJ-2023-HD-ERMO-Q18,BJ-2023-HD-ERMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q19,BJ-2023-HD-ERMO-Q19,BJ-2023-HD-ERMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q20#1,BJ-2023-HD-ERMO-Q20,BJ-2023-HD-ERMO,20,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q20#2,BJ-2023-HD-ERMO-Q20,BJ-2023-HD-ERMO,20,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q20#3,BJ-2023-HD-ERMO-Q20,BJ-2023-HD-ERMO,20,主观题,3,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q21#1,BJ-2023-HD-ERMO-Q21,BJ-2023-HD-ERMO,21,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q21#2,BJ-2023-HD-ERMO-Q21,BJ-2023-HD-ERMO,21,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-ERMO-Q9,BJ-2023-HD-ERMO-Q9,BJ-2023-HD-ERMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q17,BJ-2023-DC-YIMO-Q17,BJ-2023-DC-YIMO,17,主观题,,整题,IN,完整题-有E1,E1,,确定,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q18#1,BJ-2023-DC-YIMO-Q18,BJ-2023-DC-YIMO,18,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q18#2,BJ-2023-DC-YIMO-Q18,BJ-2023-DC-YIMO,18,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q18#3,BJ-2023-DC-YIMO-Q18,BJ-2023-DC-YIMO,18,主观题,3,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q20#1,BJ-2023-DC-YIMO-Q20,BJ-2023-DC-YIMO,20,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q20#2,BJ-2023-DC-YIMO-Q20,BJ-2023-DC-YIMO,20,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q21,BJ-2023-DC-YIMO-Q21,BJ-2023-DC-YIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q9,BJ-2023-DC-YIMO-Q9,BJ-2023-DC-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q10,BJ-2023-DC-YIMO-Q10,BJ-2023-DC-YIMO,10,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q11,BJ-2023-DC-YIMO-Q11,BJ-2023-DC-YIMO,11,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q12,BJ-2023-DC-YIMO-Q12,BJ-2023-DC-YIMO,12,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-DC-YIMO-Q13,BJ-2023-DC-YIMO-Q13,BJ-2023-DC-YIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-YIMO-Q16,BJ-2023-HD-YIMO-Q16,BJ-2023-HD-YIMO,16,主观题,,整题,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-HD-YIMO-Q17,BJ-2023-HD-YIMO-Q17,BJ-2023-HD-YIMO,17,主观题,,整题,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-HD-YIMO-Q18#1,BJ-2023-HD-YIMO-Q18,BJ-2023-HD-YIMO,18,主观题,1,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-HD-YIMO-Q18#2,BJ-2023-HD-YIMO-Q18,BJ-2023-HD-YIMO,18,主观题,2,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-HD-YIMO-Q18#3,BJ-2023-HD-YIMO-Q18,BJ-2023-HD-YIMO,18,主观题,3,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-HD-YIMO-Q18#4,BJ-2023-HD-YIMO-Q18,BJ-2023-HD-YIMO,18,主观题,4,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-HD-YIMO-Q19,BJ-2023-HD-YIMO-Q19,BJ-2023-HD-YIMO,19,主观题,,整题,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-HD-YIMO-Q20#1,BJ-2023-HD-YIMO-Q20,BJ-2023-HD-YIMO,20,主观题,1,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-HD-YIMO-Q20#2,BJ-2023-HD-YIMO-Q20,BJ-2023-HD-YIMO,20,主观题,2,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-HD-YIMO-Q21#1,BJ-2023-HD-YIMO-Q21,BJ-2023-HD-YIMO,21,主观题,1,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-HD-YIMO-Q21#2,BJ-2023-HD-YIMO-Q21,BJ-2023-HD-YIMO,21,主观题,2,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q16,BJ-2023-XC-YIMO-Q16,BJ-2023-XC-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q17,BJ-2023-XC-YIMO-Q17,BJ-2023-XC-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q18,BJ-2023-XC-YIMO-Q18,BJ-2023-XC-YIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q19#1,BJ-2023-XC-YIMO-Q19,BJ-2023-XC-YIMO,19,主观题,1,小问,IN,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q19#2,BJ-2023-XC-YIMO-Q19,BJ-2023-XC-YIMO,19,主观题,2,小问,IN,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q20,BJ-2023-XC-YIMO-Q20,BJ-2023-XC-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q21#1,BJ-2023-XC-YIMO-Q21,BJ-2023-XC-YIMO,21,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q21#2,BJ-2023-XC-YIMO-Q21,BJ-2023-XC-YIMO,21,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q21#3,BJ-2023-XC-YIMO-Q21,BJ-2023-XC-YIMO,21,主观题,3,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q9,BJ-2023-XC-YIMO-Q9,BJ-2023-XC-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q10,BJ-2023-XC-YIMO-Q10,BJ-2023-XC-YIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q11,BJ-2023-XC-YIMO-Q11,BJ-2023-XC-YIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q12,BJ-2023-XC-YIMO-Q12,BJ-2023-XC-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q14,BJ-2023-XC-YIMO-Q14,BJ-2023-XC-YIMO,14,选择题,,整题,IN,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-XC-YIMO-Q15,BJ-2023-XC-YIMO-Q15,BJ-2023-XC-YIMO,15,选择题,,整题,IN,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-XC-ERMO-Q16#1,BJ-2023-XC-ERMO-Q16,BJ-2023-XC-ERMO,16,主观题,1,小问,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-ERMO-Q16#2,BJ-2023-XC-ERMO-Q16,BJ-2023-XC-ERMO,16,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-XC-ERMO-Q17,BJ-2023-XC-ERMO-Q17,BJ-2023-XC-ERMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2023-XC-ERMO-Q20,BJ-2023-XC-ERMO-Q20,BJ-2023-XC-ERMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-ERMO-Q21#1,BJ-2023-XC-ERMO-Q21,BJ-2023-XC-ERMO,21,主观题,1,小问,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-ERMO-Q21#2,BJ-2023-XC-ERMO-Q21,BJ-2023-XC-ERMO,21,主观题,2,小问,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-ERMO-Q19,BJ-2023-XC-ERMO-Q19,BJ-2023-XC-ERMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-ERMO-Q9,BJ-2023-XC-ERMO-Q9,BJ-2023-XC-ERMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-XC-ERMO-Q10,BJ-2023-XC-ERMO-Q10,BJ-2023-XC-ERMO,10,选择题,,整题,IN,完整题-选择题照收,E1,,确定,2026-09-24-attribution-v1
BJ-2023-XC-ERMO-Q11,BJ-2023-XC-ERMO-Q11,BJ-2023-XC-ERMO,11,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2023-XC-ERMO-Q12,BJ-2023-XC-ERMO-Q12,BJ-2023-XC-ERMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2023-HD-QIZHONG-Q6,BJ-2023-HD-QIZHONG-Q6,BJ-2023-HD-QIZHONG,6,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2023-HD-QIZHONG-Q7,BJ-2023-HD-QIZHONG-Q7,BJ-2023-HD-QIZHONG,7,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2023-HD-QIZHONG-Q9,BJ-2023-HD-QIZHONG-Q9,BJ-2023-HD-QIZHONG,9,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2023-HD-QIZHONG-Q10,BJ-2023-HD-QIZHONG-Q10,BJ-2023-HD-QIZHONG,10,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2023-HD-QIZHONG-Q11,BJ-2023-HD-QIZHONG-Q11,BJ-2023-HD-QIZHONG,11,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2023-HD-QIZHONG-Q12,BJ-2023-HD-QIZHONG-Q12,BJ-2023-HD-QIZHONG,12,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2023-HD-QIZHONG-Q13,BJ-2023-HD-QIZHONG-Q13,BJ-2023-HD-QIZHONG,13,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2023-HD-QIZHONG-Q18#1,BJ-2023-HD-QIZHONG-Q18,BJ-2023-HD-QIZHONG,18,主观题,1,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2023-HD-QIZHONG-Q18#2,BJ-2023-HD-QIZHONG-Q18,BJ-2023-HD-QIZHONG,18,主观题,2,小问,MAYBE,不收-无E1,缺细则,,倾向,2026-09-24-attribution-v1
BJ-2023-HD-QIZHONG-Q21,BJ-2023-HD-QIZHONG-Q21,BJ-2023-HD-QIZHONG,21,主观题,,整题,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-DC-YIMO-Q16,BJ-2024-DC-YIMO-Q16,BJ-2024-DC-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-DC-YIMO-Q17,BJ-2024-DC-YIMO-Q17,BJ-2024-DC-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-DC-YIMO-Q18#1,BJ-2024-DC-YIMO-Q18,BJ-2024-DC-YIMO,18,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-DC-YIMO-Q18#2,BJ-2024-DC-YIMO-Q18,BJ-2024-DC-YIMO,18,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-DC-YIMO-Q18#3,BJ-2024-DC-YIMO-Q18,BJ-2024-DC-YIMO,18,主观题,3,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-DC-YIMO-Q21,BJ-2024-DC-YIMO-Q21,BJ-2024-DC-YIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-DC-YIMO-Q12,BJ-2024-DC-YIMO-Q12,BJ-2024-DC-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-DC-YIMO-Q20,BJ-2024-DC-YIMO-Q20,BJ-2024-DC-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-YIMO-Q16,BJ-2024-HD-YIMO-Q16,BJ-2024-HD-YIMO,16,主观题,,整题,MAYBE,不收-无E1,缺细则,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-YIMO-Q17#1,BJ-2024-HD-YIMO-Q17,BJ-2024-HD-YIMO,17,主观题,1,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-HD-YIMO-Q17#2,BJ-2024-HD-YIMO-Q17,BJ-2024-HD-YIMO,17,主观题,2,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-HD-YIMO-Q17#3,BJ-2024-HD-YIMO-Q17,BJ-2024-HD-YIMO,17,主观题,3,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-HD-YIMO-Q7,BJ-2024-HD-YIMO-Q7,BJ-2024-HD-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-YIMO-Q9,BJ-2024-HD-YIMO-Q9,BJ-2024-HD-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-YIMO-Q12,BJ-2024-HD-YIMO-Q12,BJ-2024-HD-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-YIMO-Q13,BJ-2024-HD-YIMO-Q13,BJ-2024-HD-YIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-DC-ERMO-Q20,BJ-2024-DC-ERMO-Q20,BJ-2024-DC-ERMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2024-DC-ERMO-Q21,BJ-2024-DC-ERMO-Q21,BJ-2024-DC-ERMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-DC-ERMO-Q6,BJ-2024-DC-ERMO-Q6,BJ-2024-DC-ERMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-DC-ERMO-Q9,BJ-2024-DC-ERMO-Q9,BJ-2024-DC-ERMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-DC-ERMO-Q10,BJ-2024-DC-ERMO-Q10,BJ-2024-DC-ERMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
