unit_id,qid,canonical_qid,exam_id_canonical,num,type,subq,grain,归属_B3,admission,evidence,evidence_detail,script_tier,rule_version
BJ-2026-DC-ERMO-Q20#2,BJ-2026-DC-ERMO-Q20,BJ-2026-DC-ERMO-Q20,BJ-2026-DC-ERMO,20,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-DC-ERMO-Q20#3,BJ-2026-DC-ERMO-Q20,BJ-2026-DC-ERMO-Q20,BJ-2026-DC-ERMO,20,主观题,3,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-FT-ERMO-Q16,BJ-2026-FT-ERMO-Q16,BJ-2026-FT-ERMO-Q16,BJ-2026-FT-ERMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2026-FT-ERMO-Q19,BJ-2026-FT-ERMO-Q19,BJ-2026-FT-ERMO-Q19,BJ-2026-FT-ERMO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,确定,2026-09-24-attribution-v3
BJ-2026-FT-ERMO-Q21,BJ-2026-FT-ERMO-Q21,BJ-2026-FT-ERMO-Q21,BJ-2026-FT-ERMO,21,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-FS-ERMO-Q18#1,BJ-2026-FS-ERMO-Q18,BJ-2026-FS-ERMO-Q18,BJ-2026-FS-ERMO,18,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-FS-ERMO-Q18#2,BJ-2026-FS-ERMO-Q18,BJ-2026-FS-ERMO-Q18,BJ-2026-FS-ERMO,18,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-CP-ERMO-Q21,BJ-2026-CP-ERMO-Q21,BJ-2026-CP-ERMO-Q21,BJ-2026-CP-ERMO,21,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2026-CY-ERMO-Q16,BJ-2026-CY-ERMO-Q16,BJ-2026-CY-ERMO-Q16,BJ-2026-CY-ERMO,16,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2026-CY-ERMO-Q20#1,BJ-2026-CY-ERMO-Q20,BJ-2026-CY-ERMO-Q20,BJ-2026-CY-ERMO,20,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2026-CY-ERMO-Q20#2,BJ-2026-CY-ERMO-Q20,BJ-2026-CY-ERMO-Q20,BJ-2026-CY-ERMO,20,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2026-HD-ERMO-Q16,BJ-2026-HD-ERMO-Q16,BJ-2026-HD-ERMO-Q16,BJ-2026-HD-ERMO,16,主观题,,整题,OUT,不收-无E1,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2026-HD-ERMO-Q20#1,BJ-2026-HD-ERMO-Q20,BJ-2026-HD-ERMO-Q20,BJ-2026-HD-ERMO,20,主观题,1,小问,OUT,不收-无E1,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2026-HD-ERMO-Q20#2,BJ-2026-HD-ERMO-Q20,BJ-2026-HD-ERMO-Q20,BJ-2026-HD-ERMO,20,主观题,2,小问,OUT,不收-无E1,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2026-HD-ERMO-Q19,BJ-2026-HD-ERMO-Q19,BJ-2026-HD-ERMO-Q19,BJ-2026-HD-ERMO,19,主观题,,整题,OUT,不收-无E1,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2026-SJS-ERMO-Q16,BJ-2026-SJS-ERMO-Q16,BJ-2026-SJS-ERMO-Q16,BJ-2026-SJS-ERMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-SJS-ERMO-Q18,BJ-2026-SJS-ERMO-Q18,BJ-2026-SJS-ERMO-Q18,BJ-2026-SJS-ERMO,18,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,确定,2026-09-24-attribution-v3
BJ-2026-XC-ERMO-Q19#1,BJ-2026-XC-ERMO-Q19,BJ-2026-XC-ERMO-Q19,BJ-2026-XC-ERMO,19,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2026-XC-ERMO-Q19#2,BJ-2026-XC-ERMO-Q19,BJ-2026-XC-ERMO-Q19,BJ-2026-XC-ERMO,19,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2026-DC-QIMO-Q16,BJ-2026-DC-QIMO-Q16,BJ-2026-DC-QIMO-Q16,BJ-2026-DC-QIMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-DC-QIMO-Q18#1,BJ-2026-DC-QIMO-Q18,BJ-2026-DC-QIMO-Q18,BJ-2026-DC-QIMO,18,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-DC-QIMO-Q18#2,BJ-2026-DC-QIMO-Q18,BJ-2026-DC-QIMO-Q18,BJ-2026-DC-QIMO,18,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-CP-QIMO-Q16,BJ-2026-CP-QIMO-Q16,BJ-2026-CP-QIMO-Q16,BJ-2026-CP-QIMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2026-CP-QIMO-Q20#1,BJ-2026-CP-QIMO-Q20,BJ-2026-CP-QIMO-Q20,BJ-2026-CP-QIMO,20,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2026-CP-QIMO-Q20#2,BJ-2026-CP-QIMO-Q20,BJ-2026-CP-QIMO-Q20,BJ-2026-CP-QIMO,20,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-CY-QIZHONG-Q16,BJ-2026-CY-QIZHONG-Q16,BJ-2026-CY-QIZHONG-Q16,BJ-2026-CY-QIZHONG,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,确定,2026-09-24-attribution-v3
BJ-2026-CY-QIZHONG-Q18,BJ-2026-CY-QIZHONG-Q18,BJ-2026-CY-QIZHONG-Q18,BJ-2026-CY-QIZHONG,18,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2026-CY-QIZHONG-Q20,BJ-2026-CY-QIZHONG-Q20,BJ-2026-CY-QIZHONG-Q20,BJ-2026-CY-QIZHONG,20,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2026-CY-QIZHONG-Q21#1,BJ-2026-CY-QIZHONG-Q21,BJ-2026-CY-QIZHONG-Q21,BJ-2026-CY-QIZHONG,21,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2026-CY-QIZHONG-Q21#2,BJ-2026-CY-QIZHONG-Q21,BJ-2026-CY-QIZHONG-Q21,BJ-2026-CY-QIZHONG,21,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2026-CY-QIZHONG-Q12,BJ-2026-CY-QIZHONG-Q12,BJ-2026-CY-QIZHONG-Q12,BJ-2026-CY-QIZHONG,12,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v3
BJ-2026-CY-QIZHONG-Q14,BJ-2026-CY-QIZHONG-Q14,BJ-2026-CY-QIZHONG-Q14,BJ-2026-CY-QIZHONG,14,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2026-HD-QIMO-Q16,BJ-2026-HD-QIMO-Q16,BJ-2026-HD-QIMO-Q16,BJ-2026-HD-QIMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-HD-QIMO-Q17,BJ-2026-HD-QIMO-Q17,BJ-2026-HD-QIMO-Q17,BJ-2026-HD-QIMO,17,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2026-HD-QIMO-Q20#1,BJ-2026-HD-QIMO-Q20,BJ-2026-HD-QIMO-Q20,BJ-2026-HD-QIMO,20,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-HD-QIMO-Q20#2,BJ-2026-HD-QIMO-Q20,BJ-2026-HD-QIMO-Q20,BJ-2026-HD-QIMO,20,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-TZ-QIMO-Q20,BJ-2026-TZ-QIMO-Q20,BJ-2026-TZ-QIMO-Q20,BJ-2026-TZ-QIMO,20,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2026-SJS-QIMO-Q18#1,BJ-2026-SJS-QIMO-Q18,BJ-2026-SJS-QIMO-Q18,BJ-2026-SJS-QIMO,18,主观题,1,小问,OUT,收-具名例外,具名例外,具名例外:whole_exam_e3only | exams.csv BJ-2026-SJS-QIMO 行 notes 原话：Q1-Q20按2026石景山期末具名无正式细则例外使用E3（题库自身登记）; project-constitution.md:50 全项目当前只有2024顺义二模、2026石景山期末和2026北京高考三份具名试卷属于整卷无正式评分细则例外; book-philosophy.md:30、book-culture.md 书末E3例外段均列2026石景山期末,倾向,2026-09-24-attribution-v3
BJ-2026-SJS-QIMO-Q18#2,BJ-2026-SJS-QIMO-Q18,BJ-2026-SJS-QIMO-Q18,BJ-2026-SJS-QIMO,18,主观题,2,小问,OUT,收-具名例外,具名例外,具名例外:whole_exam_e3only | exams.csv BJ-2026-SJS-QIMO 行 notes 原话：Q1-Q20按2026石景山期末具名无正式细则例外使用E3（题库自身登记）; project-constitution.md:50 全项目当前只有2024顺义二模、2026石景山期末和2026北京高考三份具名试卷属于整卷无正式评分细则例外; book-philosophy.md:30、book-culture.md 书末E3例外段均列2026石景山期末,倾向,2026-09-24-attribution-v3
BJ-2026-SJS-QIMO-Q19#1,BJ-2026-SJS-QIMO-Q19,BJ-2026-SJS-QIMO-Q19,BJ-2026-SJS-QIMO,19,主观题,1,小问,OUT,收-具名例外,具名例外,具名例外:whole_exam_e3only | exams.csv BJ-2026-SJS-QIMO 行 notes 原话：Q1-Q20按2026石景山期末具名无正式细则例外使用E3（题库自身登记）; project-constitution.md:50 全项目当前只有2024顺义二模、2026石景山期末和2026北京高考三份具名试卷属于整卷无正式评分细则例外; book-philosophy.md:30、book-culture.md 书末E3例外段均列2026石景山期末,倾向,2026-09-24-attribution-v3
BJ-2026-SJS-QIMO-Q19#2,BJ-2026-SJS-QIMO-Q19,BJ-2026-SJS-QIMO-Q19,BJ-2026-SJS-QIMO,19,主观题,2,小问,OUT,收-具名例外,具名例外,具名例外:whole_exam_e3only | exams.csv BJ-2026-SJS-QIMO 行 notes 原话：Q1-Q20按2026石景山期末具名无正式细则例外使用E3（题库自身登记）; project-constitution.md:50 全项目当前只有2024顺义二模、2026石景山期末和2026北京高考三份具名试卷属于整卷无正式评分细则例外; book-philosophy.md:30、book-culture.md 书末E3例外段均列2026石景山期末,倾向,2026-09-24-attribution-v3
BJ-2024-BJ-GAOKAO-Q20,BJ-2024-BJ-GAOKAO-Q20,BJ-2024-BJ-GAOKAO-Q20,BJ-2024-BJ-GAOKAO,20,主观题,,整题,OUT,完整题-有E1,E1,具名核实-题库线缺口(rubric_links未收录，用户已核实为E1) | source-inventory.md:102 用户2026-09-22确认《2024年北京市高考政治试题分析(1)》【细则】为2024高考正式细则，按E1使用，不得因标题是'试题分析'降为教研候选；题库旧索引把2024北京高考记作无细则，属题库线待修（由题库负责人处理）。,倾向,2026-09-24-attribution-v3
BJ-2025-BJ-GAOKAO-Q16,BJ-2025-BJ-GAOKAO-Q16,BJ-2025-BJ-GAOKAO-Q16,BJ-2025-BJ-GAOKAO,16,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2025-BJ-GAOKAO-Q18#1,BJ-2025-BJ-GAOKAO-Q18,BJ-2025-BJ-GAOKAO-Q18,BJ-2025-BJ-GAOKAO,18,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2025-BJ-GAOKAO-Q18#2,BJ-2025-BJ-GAOKAO-Q18,BJ-2025-BJ-GAOKAO-Q18,BJ-2025-BJ-GAOKAO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2025-BJ-GAOKAO-Q19#1,BJ-2025-BJ-GAOKAO-Q19,BJ-2025-BJ-GAOKAO-Q19,BJ-2025-BJ-GAOKAO,19,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2025-BJ-GAOKAO-Q19#2,BJ-2025-BJ-GAOKAO-Q19,BJ-2025-BJ-GAOKAO-Q19,BJ-2025-BJ-GAOKAO,19,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2025-BJ-GAOKAO-Q20,BJ-2025-BJ-GAOKAO-Q20,BJ-2025-BJ-GAOKAO-Q20,BJ-2025-BJ-GAOKAO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2026-BJ-GAOKAO-Q16,BJ-2026-BJ-GAOKAO-Q16,BJ-2026-BJ-GAOKAO-Q16,BJ-2026-BJ-GAOKAO,16,主观题,,整题,OUT,收-具名例外,具名例外,具名例外:whole_exam_no_rubric | project-constitution.md:13 special_override：2026-08-22 用户明确宣布 2026 北京高考为第三套整卷无正式细则例外; project-constitution.md:50 全项目当前只有2024顺义二模、2026石景山期末和用户于2026-08-22明确特批的2026北京高考三份具名试卷属于整卷无正式评分细则例外,不明,2026-09-24-attribution-v3
BJ-2026-BJ-GAOKAO-Q17,BJ-2026-BJ-GAOKAO-Q17,BJ-2026-BJ-GAOKAO-Q17,BJ-2026-BJ-GAOKAO,17,主观题,,整题,OUT,收-具名例外,具名例外,具名例外:whole_exam_no_rubric | project-constitution.md:13 special_override：2026-08-22 用户明确宣布 2026 北京高考为第三套整卷无正式细则例外; project-constitution.md:50 全项目当前只有2024顺义二模、2026石景山期末和用户于2026-08-22明确特批的2026北京高考三份具名试卷属于整卷无正式评分细则例外,倾向,2026-09-24-attribution-v3
BJ-2026-BJ-GAOKAO-Q20,BJ-2026-BJ-GAOKAO-Q20,BJ-2026-BJ-GAOKAO-Q20,BJ-2026-BJ-GAOKAO,20,主观题,,整题,OUT,收-具名例外,具名例外,具名例外:whole_exam_no_rubric | project-constitution.md:13 special_override：2026-08-22 用户明确宣布 2026 北京高考为第三套整卷无正式细则例外; project-constitution.md:50 全项目当前只有2024顺义二模、2026石景山期末和用户于2026-08-22明确特批的2026北京高考三份具名试卷属于整卷无正式评分细则例外,倾向,2026-09-24-attribution-v3
BJ-2024-SY-ERMO-Q16#1,BJ-2024-SY-ERMO-Q16,BJ-2024-SY-ERMO-Q16,BJ-2024-SY-ERMO,16,主观题,1,小问,OUT,收-具名例外,具名例外,具名例外:whole_exam_e3only | project-constitution.md:50 全项目当前只有2024顺义二模、2026石景山期末和2026北京高考三份具名试卷属于整卷无正式评分细则例外; exams.csv BJ-2024-SY-ERMO 行 notes 原话：独立E3参考答案，非E1; book-philosophy.md:30 书末例外严格限于2024顺义二模两题与2026石景山期末两题（该书目前只实际使用两题，不代表证据资格只有两题——证据资格按project-constitution:50为整卷）; book-culture.md 书末E3例外段：书末E3例外仍只允许2024顺义二模和2026石景山期末（同上，书用法与证据资格是两层）,不明,2026-09-24-attribution-v3
BJ-2024-SY-ERMO-Q16#2,BJ-2024-SY-ERMO-Q16,BJ-2024-SY-ERMO-Q16,BJ-2024-SY-ERMO,16,主观题,2,小问,OUT,收-具名例外,具名例外,具名例外:whole_exam_e3only | project-constitution.md:50 全项目当前只有2024顺义二模、2026石景山期末和2026北京高考三份具名试卷属于整卷无正式评分细则例外; exams.csv BJ-2024-SY-ERMO 行 notes 原话：独立E3参考答案，非E1; book-philosophy.md:30 书末例外严格限于2024顺义二模两题与2026石景山期末两题（该书目前只实际使用两题，不代表证据资格只有两题——证据资格按project-constitution:50为整卷）; book-culture.md 书末E3例外段：书末E3例外仍只允许2024顺义二模和2026石景山期末（同上，书用法与证据资格是两层）,倾向,2026-09-24-attribution-v3
