unit_id,qid,canonical_qid,exam_id_canonical,num,type,subq,grain,归属_CU,admission,evidence,evidence_detail,script_tier,rule_version
BJ-2025-DC-ERMO-Q18#1,BJ-2025-DC-ERMO-Q18,BJ-2025-DC-ERMO-Q18,BJ-2025-DC-ERMO,18,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2025-DC-ERMO-Q18#2,BJ-2025-DC-ERMO-Q18,BJ-2025-DC-ERMO-Q18,BJ-2025-DC-ERMO,18,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2025-DC-ERMO-Q19,BJ-2025-DC-ERMO-Q19,BJ-2025-DC-ERMO-Q19,BJ-2025-DC-ERMO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-CY-ERMO-Q8,BJ-2023-CY-ERMO-Q8,BJ-2023-CY-ERMO-Q8,BJ-2023-CY-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2023-CY-ERMO-Q10,BJ-2023-CY-ERMO-Q10,BJ-2023-CY-ERMO-Q10,BJ-2023-CY-ERMO,10,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2023-CY-ERMO-Q11,BJ-2023-CY-ERMO-Q11,BJ-2023-CY-ERMO-Q11,BJ-2023-CY-ERMO,11,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2023-CY-ERMO-Q12,BJ-2023-CY-ERMO-Q12,BJ-2023-CY-ERMO-Q12,BJ-2023-CY-ERMO,12,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v3
BJ-2023-CY-ERMO-Q13,BJ-2023-CY-ERMO-Q13,BJ-2023-CY-ERMO-Q13,BJ-2023-CY-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v3
BJ-2023-CY-ERMO-Q14,BJ-2023-CY-ERMO-Q14,BJ-2023-CY-ERMO-Q14,BJ-2023-CY-ERMO,14,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v3
BJ-2023-CY-ERMO-Q16#1,BJ-2023-CY-ERMO-Q16,BJ-2023-CY-ERMO-Q16,BJ-2023-CY-ERMO,16,主观题,1,小问,OUT,不收-无E1,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2023-CY-ERMO-Q16#2,BJ-2023-CY-ERMO-Q16,BJ-2023-CY-ERMO-Q16,BJ-2023-CY-ERMO,16,主观题,2,小问,OUT,不收-无E1,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v3
BJ-2023-CY-ERMO-Q17,BJ-2023-CY-ERMO-Q17,BJ-2023-CY-ERMO-Q17,BJ-2023-CY-ERMO,17,主观题,,整题,OUT,不收-无E1,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2023-CY-ERMO-Q19#1,BJ-2023-CY-ERMO-Q19,BJ-2023-CY-ERMO-Q19,BJ-2023-CY-ERMO,19,主观题,1,小问,OUT,不收-无E1,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2023-CY-ERMO-Q19#2,BJ-2023-CY-ERMO-Q19,BJ-2023-CY-ERMO-Q19,BJ-2023-CY-ERMO,19,主观题,2,小问,OUT,不收-无E1,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2021-BJ-GAOKAO-Q10,BJ-2021-BJ-GAOKAO-Q10,BJ-2021-BJ-GAOKAO-Q10,BJ-2021-BJ-GAOKAO,10,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2021-BJ-GAOKAO-Q11,BJ-2021-BJ-GAOKAO-Q11,BJ-2021-BJ-GAOKAO-Q11,BJ-2021-BJ-GAOKAO,11,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2021-BJ-GAOKAO-Q12,BJ-2021-BJ-GAOKAO-Q12,BJ-2021-BJ-GAOKAO-Q12,BJ-2021-BJ-GAOKAO,12,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2021-BJ-GAOKAO-Q13,BJ-2021-BJ-GAOKAO-Q13,BJ-2021-BJ-GAOKAO-Q13,BJ-2021-BJ-GAOKAO,13,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2021-BJ-GAOKAO-Q14,BJ-2021-BJ-GAOKAO-Q14,BJ-2021-BJ-GAOKAO-Q14,BJ-2021-BJ-GAOKAO,14,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2021-BJ-GAOKAO-Q15,BJ-2021-BJ-GAOKAO-Q15,BJ-2021-BJ-GAOKAO-Q15,BJ-2021-BJ-GAOKAO,15,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2021-BJ-GAOKAO-Q18,BJ-2021-BJ-GAOKAO-Q18,BJ-2021-BJ-GAOKAO-Q18,BJ-2021-BJ-GAOKAO,18,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2021-BJ-GAOKAO-Q19,BJ-2021-BJ-GAOKAO-Q19,BJ-2021-BJ-GAOKAO-Q19,BJ-2021-BJ-GAOKAO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2021-BJ-GAOKAO-Q20#1,BJ-2021-BJ-GAOKAO-Q20,BJ-2021-BJ-GAOKAO-Q20,BJ-2021-BJ-GAOKAO,20,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2021-BJ-GAOKAO-Q20#2,BJ-2021-BJ-GAOKAO-Q20,BJ-2021-BJ-GAOKAO-Q20,BJ-2021-BJ-GAOKAO,20,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2021-BJ-GAOKAO-Q21#1,BJ-2021-BJ-GAOKAO-Q21,BJ-2021-BJ-GAOKAO-Q21,BJ-2021-BJ-GAOKAO,21,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q11,BJ-2024-HD-QIZHONG-Q11,BJ-2024-HD-QIZHONG-Q11,BJ-2024-HD-QIZHONG,11,选择题,,整题,OUT,完整题-选择题照收,缺答案键-已核实,"题库rubric_links.csv对该题有明确负例记录(已检查,本题不适用)",倾向,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q12,BJ-2024-HD-QIZHONG-Q12,BJ-2024-HD-QIZHONG-Q12,BJ-2024-HD-QIZHONG,12,选择题,,整题,OUT,完整题-选择题照收,缺答案键-已核实,"题库rubric_links.csv对该题有明确负例记录(已检查,本题不适用)",不明,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q13,BJ-2024-HD-QIZHONG-Q13,BJ-2024-HD-QIZHONG-Q13,BJ-2024-HD-QIZHONG,13,选择题,,整题,OUT,完整题-选择题照收,缺答案键-已核实,"题库rubric_links.csv对该题有明确负例记录(已检查,本题不适用)",倾向,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q14,BJ-2024-HD-QIZHONG-Q14,BJ-2024-HD-QIZHONG-Q14,BJ-2024-HD-QIZHONG,14,选择题,,整题,OUT,完整题-选择题照收,缺答案键-已核实,"题库rubric_links.csv对该题有明确负例记录(已检查,本题不适用)",倾向,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q15,BJ-2024-HD-QIZHONG-Q15,BJ-2024-HD-QIZHONG-Q15,BJ-2024-HD-QIZHONG,15,选择题,,整题,OUT,完整题-选择题照收,缺答案键-已核实,"题库rubric_links.csv对该题有明确负例记录(已检查,本题不适用)",倾向,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q16#1,BJ-2024-HD-QIZHONG-Q16,BJ-2024-HD-QIZHONG-Q16,BJ-2024-HD-QIZHONG,16,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q16#2,BJ-2024-HD-QIZHONG-Q16,BJ-2024-HD-QIZHONG-Q16,BJ-2024-HD-QIZHONG,16,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q17,BJ-2024-HD-QIZHONG-Q17,BJ-2024-HD-QIZHONG-Q17,BJ-2024-HD-QIZHONG,17,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q18,BJ-2024-HD-QIZHONG-Q18,BJ-2024-HD-QIZHONG-Q18,BJ-2024-HD-QIZHONG,18,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q19,BJ-2024-HD-QIZHONG-Q19,BJ-2024-HD-QIZHONG-Q19,BJ-2024-HD-QIZHONG,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q20,BJ-2024-HD-QIZHONG-Q20,BJ-2024-HD-QIZHONG-Q20,BJ-2024-HD-QIZHONG,20,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q21#1,BJ-2024-HD-QIZHONG-Q21,BJ-2024-HD-QIZHONG-Q21,BJ-2024-HD-QIZHONG,21,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2024-HD-QIZHONG-Q21#2,BJ-2024-HD-QIZHONG-Q21,BJ-2024-HD-QIZHONG-Q21,BJ-2024-HD-QIZHONG,21,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-CY-QIMO-Q11,BJ-2026-CY-QIMO-Q11,BJ-2026-CY-QIMO-Q11,BJ-2026-CY-QIMO,11,选择题,,整题,OUT,完整题-选择题照收,缺答案键-已核实,"题库rubric_links.csv对该题有明确负例记录(已检查,本题不适用)",倾向,2026-09-24-attribution-v3
BJ-2026-CY-QIMO-Q12,BJ-2026-CY-QIMO-Q12,BJ-2026-CY-QIMO-Q12,BJ-2026-CY-QIMO,12,选择题,,整题,OUT,完整题-选择题照收,缺答案键-已核实,"题库rubric_links.csv对该题有明确负例记录(已检查,本题不适用)",不明,2026-09-24-attribution-v3
BJ-2026-CY-QIMO-Q13,BJ-2026-CY-QIMO-Q13,BJ-2026-CY-QIMO-Q13,BJ-2026-CY-QIMO,13,选择题,,整题,OUT,完整题-选择题照收,缺答案键-已核实,"题库rubric_links.csv对该题有明确负例记录(已检查,本题不适用)",不明,2026-09-24-attribution-v3
BJ-2026-CY-QIMO-Q14,BJ-2026-CY-QIMO-Q14,BJ-2026-CY-QIMO-Q14,BJ-2026-CY-QIMO,14,选择题,,整题,OUT,完整题-选择题照收,缺答案键-已核实,"题库rubric_links.csv对该题有明确负例记录(已检查,本题不适用)",倾向,2026-09-24-attribution-v3
BJ-2026-CY-QIMO-Q15,BJ-2026-CY-QIMO-Q15,BJ-2026-CY-QIMO-Q15,BJ-2026-CY-QIMO,15,选择题,,整题,OUT,完整题-选择题照收,缺答案键-已核实,"题库rubric_links.csv对该题有明确负例记录(已检查,本题不适用)",倾向,2026-09-24-attribution-v3
BJ-2026-CY-QIMO-Q18#1,BJ-2026-CY-QIMO-Q18,BJ-2026-CY-QIMO-Q18,BJ-2026-CY-QIMO,18,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-CY-QIMO-Q18#2,BJ-2026-CY-QIMO-Q18,BJ-2026-CY-QIMO-Q18,BJ-2026-CY-QIMO,18,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-CY-QIMO-Q18#3,BJ-2026-CY-QIMO-Q18,BJ-2026-CY-QIMO-Q18,BJ-2026-CY-QIMO,18,主观题,3,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2026-CY-QIMO-Q19,BJ-2026-CY-QIMO-Q19,BJ-2026-CY-QIMO-Q19,BJ-2026-CY-QIMO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2026-CY-QIMO-Q20,BJ-2026-CY-QIMO-Q20,BJ-2026-CY-QIMO-Q20,BJ-2026-CY-QIMO,20,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-HD-ERMO-Q10,BJ-2023-HD-ERMO-Q10,BJ-2023-HD-ERMO-Q10,BJ-2023-HD-ERMO,10,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2023-HD-ERMO-Q11,BJ-2023-HD-ERMO-Q11,BJ-2023-HD-ERMO-Q11,BJ-2023-HD-ERMO,11,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v3
BJ-2023-HD-ERMO-Q12,BJ-2023-HD-ERMO-Q12,BJ-2023-HD-ERMO-Q12,BJ-2023-HD-ERMO,12,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v3
BJ-2023-HD-ERMO-Q13,BJ-2023-HD-ERMO-Q13,BJ-2023-HD-ERMO-Q13,BJ-2023-HD-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2023-HD-ERMO-Q14,BJ-2023-HD-ERMO-Q14,BJ-2023-HD-ERMO-Q14,BJ-2023-HD-ERMO,14,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v3
BJ-2023-HD-ERMO-Q17,BJ-2023-HD-ERMO-Q17,BJ-2023-HD-ERMO-Q17,BJ-2023-HD-ERMO,17,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-HD-ERMO-Q19,BJ-2023-HD-ERMO-Q19,BJ-2023-HD-ERMO-Q19,BJ-2023-HD-ERMO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-HD-ERMO-Q20#2,BJ-2023-HD-ERMO-Q20,BJ-2023-HD-ERMO-Q20,BJ-2023-HD-ERMO,20,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2023-HD-ERMO-Q20#3,BJ-2023-HD-ERMO-Q20,BJ-2023-HD-ERMO-Q20,BJ-2023-HD-ERMO,20,主观题,3,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2023-HD-ERMO-Q8,BJ-2023-HD-ERMO-Q8,BJ-2023-HD-ERMO-Q8,BJ-2023-HD-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v3
BJ-2023-DC-YIMO-Q17,BJ-2023-DC-YIMO-Q17,BJ-2023-DC-YIMO-Q17,BJ-2023-DC-YIMO,17,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,确定,2026-09-24-attribution-v3
BJ-2023-DC-YIMO-Q19,BJ-2023-DC-YIMO-Q19,BJ-2023-DC-YIMO-Q19,BJ-2023-DC-YIMO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,确定,2026-09-24-attribution-v3
BJ-2023-DC-YIMO-Q20#1,BJ-2023-DC-YIMO-Q20,BJ-2023-DC-YIMO-Q20,BJ-2023-DC-YIMO,20,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2023-DC-YIMO-Q8,BJ-2023-DC-YIMO-Q8,BJ-2023-DC-YIMO-Q8,BJ-2023-DC-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2023-DC-YIMO-Q10,BJ-2023-DC-YIMO-Q10,BJ-2023-DC-YIMO-Q10,BJ-2023-DC-YIMO,10,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2023-DC-YIMO-Q11,BJ-2023-DC-YIMO-Q11,BJ-2023-DC-YIMO-Q11,BJ-2023-DC-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2023-DC-YIMO-Q12,BJ-2023-DC-YIMO-Q12,BJ-2023-DC-YIMO-Q12,BJ-2023-DC-YIMO,12,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2023-DC-YIMO-Q13,BJ-2023-DC-YIMO-Q13,BJ-2023-DC-YIMO-Q13,BJ-2023-DC-YIMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2023-DC-YIMO-Q14,BJ-2023-DC-YIMO-Q14,BJ-2023-DC-YIMO-Q14,BJ-2023-DC-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2023-XC-YIMO-Q16,BJ-2023-XC-YIMO-Q16,BJ-2023-XC-YIMO-Q16,BJ-2023-XC-YIMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-XC-YIMO-Q17,BJ-2023-XC-YIMO-Q17,BJ-2023-XC-YIMO-Q17,BJ-2023-XC-YIMO,17,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-XC-YIMO-Q18,BJ-2023-XC-YIMO-Q18,BJ-2023-XC-YIMO-Q18,BJ-2023-XC-YIMO,18,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2023-XC-YIMO-Q20,BJ-2023-XC-YIMO-Q20,BJ-2023-XC-YIMO-Q20,BJ-2023-XC-YIMO,20,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-XC-YIMO-Q8,BJ-2023-XC-YIMO-Q8,BJ-2023-XC-YIMO-Q8,BJ-2023-XC-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2023-XC-YIMO-Q10,BJ-2023-XC-YIMO-Q10,BJ-2023-XC-YIMO-Q10,BJ-2023-XC-YIMO,10,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2023-XC-YIMO-Q11,BJ-2023-XC-YIMO-Q11,BJ-2023-XC-YIMO-Q11,BJ-2023-XC-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2023-XC-YIMO-Q12,BJ-2023-XC-YIMO-Q12,BJ-2023-XC-YIMO-Q12,BJ-2023-XC-YIMO,12,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2023-XC-YIMO-Q13,BJ-2023-XC-YIMO-Q13,BJ-2023-XC-YIMO-Q13,BJ-2023-XC-YIMO,13,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2023-XC-YIMO-Q14,BJ-2023-XC-YIMO-Q14,BJ-2023-XC-YIMO-Q14,BJ-2023-XC-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2023-XC-ERMO-Q18,BJ-2023-XC-ERMO-Q18,BJ-2023-XC-ERMO-Q18,BJ-2023-XC-ERMO,18,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-XC-ERMO-Q20,BJ-2023-XC-ERMO-Q20,BJ-2023-XC-ERMO-Q20,BJ-2023-XC-ERMO,20,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-XC-ERMO-Q21#1,BJ-2023-XC-ERMO-Q21,BJ-2023-XC-ERMO-Q21,BJ-2023-XC-ERMO,21,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-XC-ERMO-Q21#2,BJ-2023-XC-ERMO-Q21,BJ-2023-XC-ERMO-Q21,BJ-2023-XC-ERMO,21,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-XC-ERMO-Q19,BJ-2023-XC-ERMO-Q19,BJ-2023-XC-ERMO-Q19,BJ-2023-XC-ERMO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2023-XC-ERMO-Q8,BJ-2023-XC-ERMO-Q8,BJ-2023-XC-ERMO-Q8,BJ-2023-XC-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2023-XC-ERMO-Q10,BJ-2023-XC-ERMO-Q10,BJ-2023-XC-ERMO-Q10,BJ-2023-XC-ERMO,10,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,确定,2026-09-24-attribution-v3
BJ-2023-XC-ERMO-Q11,BJ-2023-XC-ERMO-Q11,BJ-2023-XC-ERMO-Q11,BJ-2023-XC-ERMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2023-XC-ERMO-Q12,BJ-2023-XC-ERMO-Q12,BJ-2023-XC-ERMO-Q12,BJ-2023-XC-ERMO,12,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2023-XC-ERMO-Q13,BJ-2023-XC-ERMO-Q13,BJ-2023-XC-ERMO-Q13,BJ-2023-XC-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2023-HD-QIZHONG-Q11,BJ-2023-HD-QIZHONG-Q11,BJ-2023-HD-QIZHONG-Q11,BJ-2023-HD-QIZHONG,11,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2023-HD-QIZHONG-Q12,BJ-2023-HD-QIZHONG-Q12,BJ-2023-HD-QIZHONG-Q12,BJ-2023-HD-QIZHONG,12,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2023-HD-QIZHONG-Q14,BJ-2023-HD-QIZHONG-Q14,BJ-2023-HD-QIZHONG-Q14,BJ-2023-HD-QIZHONG,14,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2023-HD-QIZHONG-Q15,BJ-2023-HD-QIZHONG-Q15,BJ-2023-HD-QIZHONG-Q15,BJ-2023-HD-QIZHONG,15,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2023-HD-QIZHONG-Q16,BJ-2023-HD-QIZHONG-Q16,BJ-2023-HD-QIZHONG-Q16,BJ-2023-HD-QIZHONG,16,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2023-HD-QIZHONG-Q17,BJ-2023-HD-QIZHONG-Q17,BJ-2023-HD-QIZHONG-Q17,BJ-2023-HD-QIZHONG,17,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2023-HD-QIZHONG-Q18#2,BJ-2023-HD-QIZHONG-Q18,BJ-2023-HD-QIZHONG-Q18,BJ-2023-HD-QIZHONG,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
