assembly_id,assembly_source_id,assembly_rel_path,block_index,line_range,chars,status,matched_exam_id,matched_question_id,evidence,best_overlap,second_overlap,margin,preview
ASM-2024届各区一模试题分类汇编必修4,S3423b62eb032,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,7,39-44,279,已定位实际出处（标注定区届+比对定题）,BJ-2024-CY-YIMO,BJ-2024-CY-YIMO-Q4,标注 （2024朝阳一模） 未给题号；在该卷内比对定题，重叠 0.9554,0.9554,0.0112,0.9442,"7.（2024朝阳一模）改良利用好适宜种植粮食的5亿亩盐碱地，对维护国家粮食安全、端牢中国饭碗具有重要战略保障意义。为克服“洗土法”需要消耗大量水资源的弊端，某科研团队在盐碱地上种植盐角草等优质“吃盐”植物，3年累计降低盐碱地85％到90％的盐分,而消耗的水资源只有“洗土法”的15%。选育“吃盐”植物驱盐化碱 A.体现"
ASM-2024届各区一模试题分类汇编必修4,S3423b62eb032,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,8,44-54,700,已定位实际出处（汇编内标注）,BJ-2024-CY-YIMO,BJ-2024-CY-YIMO-Q1,汇编正文标注 （2024朝阳一模）（1,0.483,0.0418,0.4412,8.（2024朝阳一模）（16分）科技创新、科学普及是实现创新发展的两翼。 材料二科技创新是经济社会发展的重要动力。科学普及是国家和社会普及科学技术知识、弘扬科学精神、传播科学思想、倡导科学方法的活动。目前，我国国家科普能力建设势头良好，科普生态持续优化。 但与人们对科普产品和服务的需求相比，我国国家科普能力建设仍有提
ASM-2024届各区一模试题分类汇编必修4,S3423b62eb032,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,9,54-75,1159,待复核,,,标注 （2024西城一模） 未给题号，候选内最佳 0.3158 未达门槛,0.3483,0.3158,0.0325,9．（2024西城一模）（9分） 在中国，有这样一个城市公园，没有精心筛选的观赏植物，没有大片修剪整齐的绿地，也没有平整规矩的健身步道。园林设计师们从城市各个角落搜集了不同的土壤将公园填满，然后将种植权完全交给自然，让风来种，让鸟来种，让昆虫来种，让土壤里的种子自己萌发。各种植物野蛮生长，那些常被园丁斩草除根的野草、野
ASM-2024届各区一模试题分类汇编必修4,S3423b62eb032,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,11,76-270,8083,待复核,,,标注 (2024东城一模) 未给题号，候选内最佳 0.0035 未达门槛,0.0497,0.0497,0.0,"11.(2024东城一模)(7分) 中华民族是世界上伟大的民族,有着5000多年源远流长的文明历史，为人类文明进步作出了不可磨灭的贡献。 牛皮封面、飘口烫金、书口刷红 作为法国国礼的《论语导读》如今典藏于中国国家图书馆。《论语》的早期翻译和导读曾对孟德斯鸠和伏尔泰的哲学思想给予启发。17至18世纪，中国的思想、文化和技"
ASM-2024届各区一模试题分类汇编选必1,S0f4414a153ba,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,1,2-17,570,待复核,,,标注 （海淀一模14） 无年份，候选 BJ-2023-HD-YIMO/BJ-2024-HD-YIMO/BJ-2025-HD-YIMO/BJ-2026-HD-YIMO 内最佳重叠 0.3987 未达门槛,0.4581,0.3987,0.0595,1.（海淀一模14）美国总统大选，无论是民主党还是共和党都将选举和选民议题作为政策出发点，去迎合选民，追求当下利益的最大化，加剧了两党之间的激烈对抗，导致社会撕裂程度日益加深。这说明 ①政党作为选民利益的代表，力求以民主方式保障选民利益 ②两党之间根本利益的分歧，破坏了社会的凝聚力和稳定性 ③在美国政党制度下，政党争取
ASM-2024届各区一模试题分类汇编选必1,S0f4414a153ba,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,2,17-24,298,待复核,,,标注 (门头沟一模8) 无年份，候选 BJ-2025-MTG-YIMO/BJ-2026-MTG-YIMO 内最佳重叠 0.0417 未达门槛,0.0985,0.0682,0.0303,2.(门头沟一模8)《中华人民共和国保守国家秘密法》已由第十四届全国人大常委会第八次会议修订通过，此次保密法修订将党的保密工作成熟有效的措施和经验上升为法律制度，进一步明确加强党对保密工作的领导，新增支持保密科技创新的条款，为切实筑牢国家秘密安全防线提供了法治保障。对此理解正确的是 ①保密行政管理部门依法履行管理职责是
ASM-2024届各区一模试题分类汇编选必1,S0f4414a153ba,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,3,24-31,252,待复核,,,标注 (门头沟一模11) 无年份，候选 BJ-2025-MTG-YIMO/BJ-2026-MTG-YIMO 内最佳重叠 0.1000 未达门槛,0.1,0.0571,0.0429,3.(门头沟一模11).中央外事工作会议2023年12月27日至28日在北京举行。这次会议提出了“三个不会改变”，即人类发展进步的大方向不会改变，世界历史曲折前进的大逻辑不会改变，国际社会命运与共的大趋势不会改变。由此可见 ①中国是维护世界和平、促进共同发展的重要力量 ②各国应构建以合作共赢为核心的新型国际关系 ③人类
ASM-2024届各区一模试题分类汇编选必1,S0f4414a153ba,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,4,31-38,249,待复核,,,标注 (东城一模1) 无年份，候选 BJ-2023-DC-YIMO/BJ-2024-DC-YIMO/BJ-2025-DC-YIMO/BJ-2026-DC-YIMO 内最佳重叠 0.0609 未达门槛,0.0812,0.0812,0.0,"4.(东城一模1)从神舟家族“太空接力”到“奋斗者”号极限深潜，从荒漠化治理到低碳生活，从杭州 亚运会到“贵州村BA”, 从中国“神草”到雅万高铁……中国故事精彩纷呈。中国故事 ①传承了中华传统美德，是中华民族的根与魂 ②意味着中国梦与世界人民的梦相通，中国和世界相互成就 ③表明中国携手各国应对全球性威胁，维护各国核心"
ASM-2024届各区一模试题分类汇编选必1,S0f4414a153ba,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,5,38-45,271,待复核,,,标注 (东城一模14) 无年份，候选 BJ-2023-DC-YIMO/BJ-2024-DC-YIMO/BJ-2025-DC-YIMO/BJ-2026-DC-YIMO 内最佳重叠 0.0478 未达门槛,0.0609,0.0522,0.0087,5.(东城一模14)中国政府作为《生物多样性公约》第十五次缔约方大会(COP15) 主席国，持续推动 “昆明-蒙特利尔全球生物多样性框架”落实，部署了生物多样性主流化、应对生物 多样性丧失威胁等4个优先领域，每个优先领域下设6至8个优先行动。对此，下列观点正确的是 ①中国推动构建地球生命共同体，促进多极化发展 ②全球生
ASM-2024届各区一模试题分类汇编选必1,S0f4414a153ba,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,6,45-62,340,已定位实际出处（标注定区届+比对定年份）,BJ-2024-XC-YIMO,BJ-2024-XC-YIMO-Q1,标注 （西城一模1）（无年份）；在 BJ-2023-XC-YIMO/BJ-2024-XC-YIMO/BJ-2025-XC-YIMO/BJ-2026-XC-YIMO 内比对定年，重叠 0.9709,0.9709,0.0388,0.932,6.（西城一模1） 中国经济何以“磁力”不减？陕西杨凌的小麦种子怎样翻山越岭，在哈萨克斯坦落地生根？巴西铁矿石如何在中国炼出“绿色”钢铁？“中国建造”为什么能又快又好？在多语种系列短视频《在中国寻找答案》（第三季）中，来自9个国家的主持人与融入中国工作生活的国际“打工人”一起踏上“在中国寻找答案”的旅程。假如主持人带着
ASM-2024届各区一模试题分类汇编选必1,S0f4414a153ba,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,7,62-69,321,待复核,,,标注 （房山一模15） 无年份，候选 BJ-2025-FS-YIMO/BJ-2026-FS-YIMO 内最佳重叠 0.0327 未达门槛,0.0364,0.0327,0.0036,7.（房山一模15）当今世界国际秩序加速演变，南方国家群体崛起成为“全球南方”。作为“全球南方”代表的金砖国家，扩容后国内生产总值2023年全球占比高达37%。南方国家通过积极的外交行动与多边合作，在联合国和其他国际组织中不断扩大自身影响力，推动国际社会更好地应对气候变化、恐怖主义等全球性挑战。“全球南方”的崛起 ①凝
ASM-2024届各区一模试题分类汇编选必1,S0f4414a153ba,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,8,69-81,380,已定位实际出处（文本比对）,BJ-2024-HD-YIMO,BJ-2024-HD-YIMO-Q14,6-gram 重叠 0.7356，领先次佳 0.6954,0.7356,0.0402,0.6954,"8. <!-- 表格 1（1 行） --> |  发布中巴建交 50 周年纪念标识。数字“5”和“0”相融相交，构<br>成无穷符号(∞),象征两国虽相隔万里却紧密相连、前景广阔。<br> 开展第四次外长级全面战略对话。双方就务实合作、国际形势、<br>多边协作、热点问题等议题进行深入沟通，达成广泛共识。<br>"
ASM-2024届各区一模试题分类汇编选必1,S0f4414a153ba,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,9,81-92,592,待复核,,,标注 （朝阳一模15） 无年份，候选 BJ-2023-CY-YIMO/BJ-2024-CY-YIMO/BJ-2025-CY-YIMO/BJ-2026-CY-YIMO 内最佳重叠 0.3855 未达门槛,0.4714,0.3855,0.0859,9.（朝阳一模15）.在金砖国家、APEC、上合组织、G20等多边外交舞台上，中国致力于解决短期的热点问题和完善长期的全球治理，为促进世界和平与合作贡献了负责任的大国力量。新时代中国特色大国外交要更有作为，必须做到 ①坚持原则，牢牢占据国际道义制高点，获得全球各国支持 ②坚持外交大权在党中央，增强定力、把握大势、掌握主
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,1,2-9,263,已定位实际出处（汇编内标注）,BJ-2024-XC-YIMO,BJ-2024-XC-YIMO-Q6,汇编正文标注 （2024西城一模6）,0.8828,0.0669,0.8159,1.（2024西城一模6）王某向赵某借了50万元，并将自己唯一的机动车交予赵某作为质押。王某又向钱某借了20万元，承诺半年后还款。结果，半年后王某并没有还款。钱某不满，在得知王某名下有机动车后，将王某诉至人民法院，要求将王某名下的机动车折价赔偿给他。以下认识正确的是 ①本案涉及债权关系，客体是王某名下的机动车 ②本案涉
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,2,9-15,193,已定位实际出处（汇编内标注）,BJ-2024-SJS-YIMO,BJ-2024-SJS-YIMO-Q10,汇编正文标注 （2024石景山一模10）13,0.7771,0.04,0.7371,2.（2024石景山一模10）13岁的小浩被网上的一款部落游戏吸引，并偷偷用母亲的支付宝向该款游戏充值虚拟游戏币“宝石”，金额高达4万余元。依据上述事实和相关法律，可以推断出 A.小浩是限制民事行为能力人，其交易行为可能无效 B.小浩实施的行为并非真实意思表示，其交易行为无效 C.小浩的行为与其年龄、智力不相适应，其交
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,3,15-21,284,已解析出处但本库无此卷（原料缺口）,BJ-2024-MTG-YIMO,,汇编标注 （2024门头沟一模12）；该卷不在本库（已核实工作区与全部已授权原料根均无此卷）,0.0403,0.022,0.0183,3.（2024门头沟一模12）李某使用AI（人工智能）通过输入提示词生成图片，并利用AI反复修改、调整后发布于社交媒体。刘某在其内容创作平台上发布的文章配图中使用了该图片。后李某以刘某侵犯其著作权为由提起诉讼。关于AI生成图片的著作权问题，下列说法正确的是 A.AI生成图片是人工智能能动地改造世界的成果，李某享有图片的
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,4,21-29,157,已定位实际出处（汇编内标注）,BJ-2024-DC-YIMO,BJ-2024-DC-YIMO-Q9,汇编正文标注 （2024东城一模9 ）,0.0426,0.0426,0.0,4.（2024东城一模9 ）张某因房屋产权纠纷，向人民法院提起物权确认之诉，人民法院依法判决涉案房屋归张某所有 。下列说法正确的是 A.张某应尽快办理房产登记 ，以免影响物权变动 B.该案所涉的他物权对应着物的使用价值 C.涉案房产与占地 ，二者法律关系的内容 一致 D.张某对于房屋的物权自 一 审判决宣告时生效
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,5,29-36,296,已解析出处但本库无此卷（原料缺口）,BJ-2024-FS-YIMO,,汇编标注 （2024房山一模12）；该卷不在本库（已核实工作区与全部已授权原料根均无此卷）,0.0618,0.0502,0.0116,5.（2024房山一模12）小马和小刘是同班同学，即将年满十八周岁。课间休息时，他俩玩掰手腕游戏，结果造成小马右肱骨粉碎性骨折，受伤后被送往医院住院治疗。双方家长因经济损失赔偿事宜发生纠纷，小马向法院提起诉讼，要求小刘及其法定代理人赔偿其医疗费、护理费等经济损失共计3万元。根据民法典相关条文，下列对本案认识正确的是 ①
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,6,36-52,904,已解析出处但本库无此卷（原料缺口）,BJ-2024-FS-YIMO,,汇编标注 （2024房山一模13）；该卷不在本库（已核实工作区与全部已授权原料根均无此卷）,0.0354,0.0246,0.0108,6.（2024房山一模13）原告A公司在某地购买了一批原装光伏系统，后与被告毛某通过网络平台签订货物运输协议，约定由毛某从购买地将所购货物运送至A公司所在地。毛某驾驶途中发现车厢内货物着火，并停车灭火。经确认，部分光伏组件受损，涉及货物损失及维修费数万元。双方就赔偿问题协商未果，原告将毛某及该车辆挂靠的运输公司一并诉至
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,8,52-59,268,已定位实际出处（汇编内标注）,BJ-2024-CY-YIMO,BJ-2024-CY-YIMO-Q11,汇编正文标注 （2024朝阳一模11）,0.8688,0.0498,0.819,"8.（2024朝阳一模11）所有权是权利人对自己的不动产或者动产,依法享有的占有、使用、收益和处分的权利。下列案例中，涉及所有权归属争议的是 ①陈某以极低价格购得一台全新笔记本电脑，不久该电脑被警察作为赃物扣押 ②甲公司在围墙上安装了三盏照明设备,对15米外王某的住宅构成光污染侵害 ③李某承包了本村两亩土地,其去世后,"
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,9,59-65,172,已定位实际出处（汇编内标注）,BJ-2024-CY-YIMO,BJ-2024-CY-YIMO-Q12,汇编正文标注 （2024朝阳一模12）,0.9141,0.0123,0.9018,"9.（2024朝阳一模12）一名12周岁的学生,在老师的指导下设计了一款垃圾收纳装置，获得了国家知识产权局授权的“实用新型专利证书”。这一专利 A.只要保密得当，就可以一直受到专利法的保护 B.与实用技术无关，仅涉及产品设计的美观效果 C.保护期满后，则进入公共领域，任何人都可以免费使用 D.只要经该学生授权，厂家就可"
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,10,65-76,695,已定位实际出处（汇编内标注）,BJ-2024-SJS-YIMO,BJ-2024-SJS-YIMO-Q17,汇编正文标注 （2024石景山一模17）,0.6945,0.2736,0.421,10.（2024石景山一模17）（8分） 2023年12月28日，北京市第三中级人民法院终审公开宣判北京甲环保公司与四川乙发电公司合同纠纷一案，该案系北京市首例碳排放权交易纠纷案件。 【基本案情】 2021年12月，乙公司就采购碳排放配额发布比选公告，甲公司向其进行报价，内容具体明确，并承诺：如未依约履行，乙公司可另行
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,11,76-82,609,已定位实际出处（汇编内标注）,BJ-2024-HD-YIMO,BJ-2024-HD-YIMO-Q19,汇编正文标注 (2024海淀一模19）（8 ,0.6558,0.2572,0.3986,11.(2024海淀一模19）（8 分）首例涉“虚拟数字人”侵权案宣判。 甲公司系一家以计算机图形学和 AI 技术为核心的科技公司，Ada 系甲公司在发展其产品业务过程中打造的超写实虚拟数字人。甲公司自称于 2018 年 12 月创作完成了虚拟数字人 Ada 的正面形象，为进一步宣传和推广旗下虚拟数字人，又制作完成了虚
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,12,82-89,559,已定位实际出处（汇编内标注）,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO-Q17,汇编正文标注 （2024丰台一模17）,0.4881,0.0439,0.4442,12.（2024丰台一模17） 甲某搭乙某的车出行，上车后未听乙某提醒系好安全带。乙某在驾驶过程中因雨天路滑，撞到灯杆，造成甲某受伤住院。为此，乙某主动垫付了部分医疗费用。甲某认为，本次交通事故对自己造成严重人身财产损害，乙某应承担全部责任，向其赔付医疗费、误工费和护理费等损失。乙某认为自己好意让甲某免费搭乘，由于客观
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,13,89-97,485,已解析出处但本库无此卷（原料缺口）,BJ-2024-FS-YIMO,,"汇编标注 （2024房山一模17）
（1；该卷不在本库（已核实工作区与全部已授权原料根均无此卷）",0.0338,0.0338,0.0,13.（2024房山一模17） （11分)同学们在学习2024年最高人民法院工作报告时，关注了“蜜胺”发明专利及技术秘密侵权案，为了了解该案件，同学们查阅了如下资料。 “蜜胺”是一种重要的有机化工原料，A公司(中外合资企业)、B公司(高新技术民营企业)投入近亿元、历时多年研发出先进的“蜜胺”生产技术，一部分通过申请发明
ASM-2024届各区一模试题分类汇编选必2,Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,14,107-114,424,已定位实际出处（汇编内标注）,BJ-2024-CY-YIMO,BJ-2024-CY-YIMO-Q19,汇编正文标注 (2024朝阳一模19）,0.0341,0.0244,0.0098,14.(2024朝阳一模19）（7分） 诚信是法治精神的重要伦理基础。民法典第七条规定：“民事主体从事民事活动，应当遵循诚信原则，秉持诚实，恪守承诺”。 镜头一 2022年12月，A公司与B公司签订购销合同约定：A公司向B公司提供产品，货款于发货后的60日内付清。2023年1月，A公司依约向B公司提供货物，但截至202
ASM-2024届各区一模试题分类汇编选必3,S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,1,2-8,184,已定位实际出处（文本比对）,BJ-2024-CY-YIMO,BJ-2024-CY-YIMO-Q6,6-gram 重叠 0.7744，领先次佳 0.6646,0.7744,0.1098,0.6646,1.（朝阳一模，6）要想准确鲜明地表达思想，思维必须合乎逻辑。下列表达中符合逻辑规则的是（ ） A.财产权可分为物权、债权、知识产权、著作权、商标权 B.我不赞成所有人都有崇高的理想，也不赞成所有人都没有崇高的理想 C.所有的科技人员都是懂计算机的，并且有些不懂计算机的是科技人员 D.我无法一天读完老舍的作品，《茶馆》
ASM-2024届各区一模试题分类汇编选必3,S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,2,8-18,260,待复核,,,无出处标注；最佳 BJ-2024-CY-QIZHONG-Q20 重叠 0.0788，领先次佳 0.0000，未达门槛,0.0788,0.0788,0.0,2.（东城一模，6）科学思维要符合认识规律、遵循逻辑规则。下列分析正确的是（ ） <!-- 表格 1（4 行） --> | A | 时尚就是流行的生活方式。 | 犯了“同语反复”的逻辑错误。 | | --- | --- | --- | | B | 北京分为东城、西城、海淀等区。 | 犯了“划分不全”的逻辑错误。 | |
ASM-2024届各区一模试题分类汇编选必3,S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,3,18-26,272,待复核,,,无出处标注；最佳 BJ-2023-CY-YIMO-Q4 重叠 0.0495，领先次佳 0.0000，未达门槛,0.0495,0.0495,0.0,3.（门头沟一模，14）第19届亚运会的吉祥物融合了杭州的历史人文、自然生态和 创新基因。其中“宸宸”（右图）以机器人的造型代表世界遗产京杭大运河，头顶钱江潮，额头嵌以拱宸桥的图案。有着400多年历史的拱宸桥展现了海纳百川的时代精神，架起了亚洲和世界人民的心灵之桥。该吉祥物的形象设计（ ） ①把概念作为思维的基本单元 
ASM-2024届各区一模试题分类汇编选必3,S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,4,26-40,338,待复核,,,无出处标注；最佳 BJ-2024-FT-YIMO-Q19 重叠 0.5000，领先次佳 0.2406，未达门槛,0.5,0.2594,0.2406,4.（丰台一模，19）北京市某校学生在参加模拟政协活动时，围绕垃圾分类问题进行如下探讨。 (1)根据上下文，将划线①处补充完整，使其成为一个符合逻辑规则的真判断。(2分) **如果能够在商品外包装上印上垃圾分类标识。** (2)在划线②处补全两种具体研究方法，并运用科学思维知识分别说明理由。（6分） 可以从头脑风暴法、
ASM-2024届各区一模试题分类汇编选必3,S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,5,40-96,1714,待复核,,,无出处标注；最佳 BJ-2024-SJS-YIMO-Q7 重叠 0.0945，领先次佳 0.0211，未达门槛,0.0945,0.0734,0.0211,5.（门头沟一模，20） 北京中学生的模拟提案《关于在商品包装上印制垃圾分类标识》被全国政协委员带上了2024年的全国两会。 这份提案的“初稿”源于同学们参加摸拟政协社团活动。在活动中发现大部分公众对如何正确垃圾分类处于一知半解的状态。部分人不愿配合垃圾分类的原因之一是觉得记住垃圾的类别太麻烦。面对这样的问题，同学们经
ASM-2024届各区一模试题分类汇编选必3,S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,6,96-103,256,已定位实际出处（文本比对）,BJ-2024-HD-YIMO,BJ-2024-HD-YIMO-Q6,6-gram 重叠 0.8603，领先次佳 0.8122,0.8603,0.048,0.8122,6.（海淀一模，6）围棋是体育、文娱和逻辑思维三位一体的活动，正确运用推理方法是提高棋艺的重要手段。从开盘布局、中盘拼杀，到收官阶段中的每一手棋的推敲、计算，通常都表现为各种形式的判断推理。围棋实战中（ ） ①一步棋有多种走法，运用选言推理可以从中选择最优的解决方案 ②断定不同走法与结果之间的必然联系，应运用必要条件假
ASM-2024届各区一模试题分类汇编选必3,S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,7,103-124,774,已定位实际出处（文本比对）,BJ-2024-XC-YIMO,BJ-2024-XC-YIMO-Q11,6-gram 重叠 0.9152，领先次佳 0.8616,0.9152,0.0536,0.8616,7.（西城一模，11）“问天”“梦天”“天和”不仅是中国空间站的三个舱段，也是中国 航天人走过的路，它们连缀起中华民族求索太空的浩瀚征程。据此，以下推理正确的 是（ ） “问天”是中国空间站的舱段，“梦天”是中国空间站的舱段，“天和”是中国空间站的舱段，所以，“问天”“梦天”“天和”都是中国空间站的舱段。“问天”是中国
ASM-2024届各区一模试题分类汇编选必3,S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,8,124-130,171,已定位实际出处（文本比对）,BJ-2024-HD-YIMO,BJ-2024-HD-YIMO-Q7,6-gram 重叠 0.7658，领先次佳 0.7595,0.7658,0.0063,0.7595,8.（海淀一模，7）“不是洋货买不起，而是国货更有性价比。”近来，“不是XX买不起，而是XX更有性价比”这一句式走红。下列判断中，与上述句式判断类型一致的是（ ） A.一个数是偶数，当且仅当，这个数能被2整除 B.极力之所举，则无不胜也 C.这个推理的前提真实，并且推理形式有效 D.代书遗嘱无效，除非有两个以上无利害关
ASM-2024届各区一模试题分类汇编选必3,S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,9,130-145,545,待复核,,,无出处标注；最佳 BJ-2024-CY-YIMO-Q20 重叠 0.3000，领先次佳 0.2805，未达门槛,0.3,0.0195,0.2805,9.（朝阳一模，20）学会正确地运用推理，对于科学研究具有重要意义。 材料一 有科学家对我国古代气候及其变化进行了一系列考古研究和调查论证，其中之一是关于A区域古代气候较为温暖的论证。科学家的论证过程包含了两个推理。 推理一：如果A区域古代没有广泛生长竹子，就不可能有大量的炭化竹节，考古发掘中已发掘出地底下有大量炭化竹
ASM-2024届各区一模试题分类汇编选必3,S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,10,145-210,1313,已定位实际出处（文本比对）,BJ-2024-XC-YIMO,BJ-2024-XC-YIMO-Q19,6-gram 重叠 0.7751，领先次佳 0.5678,0.7751,0.2073,0.5678,"10.（西城一模，19）我国新型举国体制不断完善，为国民经济和社会发展主要领域提供支撑、保障和引领。 <!-- 表格 3（6 行，含合并） --> <table> <tr> <td colspan=""5"">新型举国体制的适用范围</td> </tr> <tr> <td>方向</td> <td>面向世界科技前沿</td>"
ASM-2024届各区一模试题分类汇编选必3,S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,11,210-305,4405,待复核,,,无出处标注；最佳 BJ-2024-SJS-YIMO-Q19 重叠 0.1088，领先次佳 0.0276，未达门槛,0.1088,0.0813,0.0276,11.（海淀一模，18）便利中外人员往来，服务高水平对外开放。 【便利支付】 外国朋友来华进行旅游、拜访、商务等活动，遇到移动支付困难的问题。经过认真调查分析，问题主要为：“不能用”，有的外国朋友绑不了境外的银行卡；“不好用”，有的外国朋友消费超出一定金额，付不成账，觉得不好用。遇到问题多了，支付不便利了，自然就“不想
ASM-北京2024各区《经济与社会》考题-wlfwlf,Sbe4202246df3,2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,19,2-23,1041,待复核,,,无出处标注；最佳 BJ-2022-BJ-GAOKAO-Q19 重叠 0.3891，领先次佳 0.1632，未达门槛,0.3891,0.2259,0.1632,19．（15分）党的二十大报告指出，要增强国内大循环内生动力和可靠性，提升国际循环质量和水平。 【读数看优势】经过改革开放40多年的发展，我国已拥有14亿多人口，4亿多中等收入群体，全国居民年人均可支配收入近3.7万元。我国有近9亿劳动力，接受高等教育的人口已超过2.4亿，每年新增劳动力超过1500万，新增劳动力平均受
ASM-北京2024各区《经济与社会》考题-wlfwlf,Sbe4202246df3,2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,20,79-252,6752,待复核,,,无出处标注；最佳 BJ-2021-BJ-GAOKAO-Q20 重叠 0.0612，领先次佳 0.0364，未达门槛,0.0612,0.0248,0.0364,20.（9分） 人力资本是劳动者积累的知识、技能和健康水平的总和，是一国消除贫困和实现经济可持续增长的重要驱动力。 材料一 教育是积累人力资本的主要途径之一。右图给出了2015年中国1%人口抽样调查中的高等教育覆盖率数据。左纵轴表示各年龄段人口中拥有大专及以上学历者的占比，右纵轴表示城镇和农村地区这一占比的比值。 （1
ASM-北京及2024各区《经济与社会》考题-wlf,S9a3f865ff2f0,2024模拟题/北京及2024各区《经济与社会》考题-wlf.pdf,19,6-9,195,待复核,,,无出处标注；最佳 BJ-2023-BJ-GAOKAO-Q19 重叠 0.5556，领先次佳 0.5263，未达门槛,0.5556,0.0292,0.5263,19． 【读数看优势】经过改⾰开放 40 多年的发展，我国已拥有 14 亿多⼈⼝，4 亿多中等收⼊群体，全国居⺠年⼈均可⽀配收⼊近 3.7 万元。我国有近 9 亿劳动⼒，接受⾼等教育的⼈⼝已超过 2.4 亿，每年新增劳动⼒超过 1500 万，新增劳动⼒平均受教育年限达到 14 年。 （1）根据材料，运⽤《经济与社会》知
