book,uid,type,exam,exam_used_by_book,setq_tail,evidence
选必一,BJ-2026-BJ-GAOKAO-Q15,选择题,BJ-2026-BJ-GAOKAO,否（本书无此卷任何题）,治疗项目…… “汉语桥”比赛增进中古文化交流 【拉美社哈瓦那5月15日电】2026年“汉语桥”世界大、中学生中文比赛古巴赛区决赛15日在古巴哈瓦那成功举办…… ,词典判给本模块题肢2个；位置先验0.77
选必一,BJ-2023-XC-ERMO-Q14,选择题,BJ-2023-XC-ERMO,否（本书无此卷任何题）,工。施工人员中，本地人占80%，中方员工占20%。此外，优秀员工还会被送到中国基地接受技术和管理方面的培训。 据此，当地政府选择中国公司的原因可能在于中方坚持 ,词典判给本模块题肢1个；位置先验0.71；书稿已收:B2
选必一,BJ-2024-SY-ERMO-Q18,主观题,BJ-2024-SY-ERMO,是,结合材料，运用《政治与法治》和《当代国际政治与经济》知识，说明我国人民代表大会制度是如何发挥优势回应百姓关切的。,设问点名:《政治与法治》/《当代国际政治与经济》；书稿已收:B3
选必一,BJ-2023-HD-YIMO-Q14,选择题,BJ-2023-HD-YIMO,否（本书无此卷任何题）,点，逐字加点强调考生本题为反向选择；原始PDF文本层将该强调符号解析为三个孤立数字“4”，属抽取伪影，非原文内容，已核对页面图确认为着重标记而非文字“4”。） ,词典判给本模块题肢2个；位置先验0.71；书稿已收:B2
选必一,BJ-2023-HD-YIMO-Q15,选择题,BJ-2023-HD-YIMO,否（本书无此卷任何题）,%，可再生能源发电装机突破10亿千瓦，占总发电装机容量的44.8%，其中水电、风电、光伏发电装机均超3亿千瓦，均居世界第一。 从上述图表和信息中，我们可以读出 ,词典判给本模块题肢1个；位置先验0.82；书稿已收:B2
选必一,BJ-2026-FT-ERMO-Q20,主观题,BJ-2026-FT-ERMO,是,结合材料，运用《当代国际政治与经济》知识，阐明中国加快推进自由贸易试验,设问点名:《当代国际政治与经济》
选必二,BJ-2023-FT-YIMO-Q13,选择题,BJ-2023-FT-YIMO,否（本书无此卷任何题）,13．王某通过,词典判给本模块题肢2个；位置先验0.08；书稿已收:B2
选必二,BJ-2023-FT-YIMO-Q14,选择题,BJ-2023-FT-YIMO,否（本书无此卷任何题）,14．十年来，人民群众对我国知识产权保护工作的满意度不断提高，知识产权保护意识不断增强。下列有关知识产权的说法，正确的是（   ） ,词典判给本模块题肢2个；位置先验0.04
选必二,BJ-2023-FT-ERMO-Q12,选择题,BJ-2023-FT-ERMO,否（本书无此卷任何题）,的用益物权，以满足生活居住的需要。 第三百六十八条　居住权无偿设立，但是当事人另有约定的除外。设立居住权的，应当向登记机构申请居住权登记。居住权自登记时设立。 ,词典判给本模块题肢3个；位置先验0.14
选必二,BJ-2023-CY-YIMO-Q11,选择题,BJ-2023-CY-YIMO,否（本书无此卷任何题）,比（见右图）指总体人口中非劳动年龄人口数与劳动年龄人口数之比，通常用百分比表示，说明每100名劳动年龄人口大致要负担多少名非劳动年龄人口。根据材料，可以推断出 ,词典判给本模块题肢1个；位置先验0.69；书稿已收:B2
选必二,BJ-2023-CY-YIMO-Q19(2),主观题,BJ-2023-CY-YIMO,否（本书无此卷任何题）,结合本案，运用《法律与生活》知识，简要说明民事主体应如何正确行使诉讼权利。（6 分）,设问点名:《法律与生活》
选必二,BJ-2023-DC-ERMO-Q10,选择题,BJ-2023-DC-ERMO,否（本书无此卷任何题）,开展研究，在广泛走访、收集数据的基础上，模拟撰写了《关于引导中学生正确使用 学习辅导软件的提案》，由政协委员提交给北京市政协十四届一次会议。学生模拟 政协提案 ,词典判给本模块题肢1个；位置先验0.62；书稿已收:B3
选必二,BJ-2023-DC-ERMO-Q11,选择题,BJ-2023-DC-ERMO,否（本书无此卷任何题）,的看法。 智能监控生成大量的人脸、人体运动等数据，会有安全风险。 技术的发展为养老问题提供新的解决方案，但线下的陪伴 不能被屏幕代替。 对此，下列观点正确的是 ,词典判给本模块题肢1个；位置先验0.69；书稿已收:B2
选必二,BJ-2023-DC-ERMO-Q12,选择题,BJ-2023-DC-ERMO,否（本书无此卷任何题）,假冒“阳山水 蜜桃”。阳山桃农协会购买了“地理标志被侵权损失保险”。在保险资金支持下，该 协会起诉多起涉阳山水蜜桃侵权案，并得以成功维权⋯•⋯为知识产权上保险 ,词典判给本模块题肢4个；位置先验0.14；书稿已收:B2
选必二,BJ-2022-BJ-GAOKAO-Q12,选择题,BJ-2022-BJ-GAOKAO,是,积极参与 了条约的谈判过程，是首批签署方之一。2021 年 10 月，全国人大常委会批准了该条约。目前，条约已对我国生 效。就上述事实，下列说法正确的是（ ） ,词典判给本模块题肢3个；位置先验0.17；书稿已收:B3/CU/X1
选必二,BJ-2023-CY-ERMO-Q3,选择题,BJ-2023-CY-ERMO,否（本书无此卷任何题）,寄件人姓名 应隐藏 1 个汉字以上，联系电话应隐藏 6 位以上，地址应隐藏单元户室号；推荐对个人信 息进行全加密处理，规范个人信息相关内容的读取权限。这些规定 ,词典判给本模块题肢3个；位置先验0.02
选必二,BJ-2023-CY-ERMO-Q13,选择题,BJ-2023-CY-ERMO,否（本书无此卷任何题）,款，其独生女儿长期在国外生活。王先生的妻子去世后，王先生和侄子到公证处以书面形式签订成年意定监护协议，并以自书遗嘱的方式将房产和存款均留给侄子。下列说法正确的是,词典判给本模块题肢4个；位置先验0.08
选必二,BJ-2023-CY-ERMO-Q14,选择题,BJ-2023-CY-ERMO,否（本书无此卷任何题）,加了日内瓦国际发明展并荣获大奖。升入高中以后，她又完成了一项关于智能插座的发明，准备和一家企业合作，把这项发明转化为产品。对于可行的保护措施，下列说法正确的是 ,词典判给本模块题肢2个；位置先验0.04
选必二,BJ-2024-HD-QIZHONG-Q10,选择题,BJ-2024-HD-QIZHONG,是,人等用户合法权益的； （二）网络暴力信息侵犯用户个人隐私的； （三）若不及时采取措施，可能造成用户人身、财产损害等严重后果的其他情形。 根据上述条款，可以推断 ,词典判给本模块题肢1个；位置先验0.50；书稿已收:B2/B3
选必二,BJ-2023-DC-YIMO-Q17,主观题,BJ-2023-DC-YIMO,否（本书无此卷任何题）,结合材料，运用《政治与法治》和《法律与生活》知识，分析北京市是如何通过城市更新打造高品质活力空间的。,设问点名:《政治与法治》/《法律与生活》；细则书名:B3/X2；书稿已收:B2/B3
选必二,BJ-2023-DC-YIMO-Q10,选择题,BJ-2023-DC-YIMO,否（本书无此卷任何题）,来源：；原卷 SH,词典判给本模块题肢2个；位置先验0.61
选必二,BJ-2023-DC-YIMO-Q11,选择题,BJ-2023-DC-YIMO,否（本书无此卷任何题）,来源：；原卷 SH,词典判给本模块题肢3个；位置先验0.69；书稿已收:B2/B3
选必二,BJ-2023-DC-YIMO-Q12,选择题,BJ-2023-DC-YIMO,否（本书无此卷任何题）,来源：；原卷 SH,词典判给本模块题肢2个；位置先验0.14
选必二,BJ-2023-XC-YIMO-Q19(1),主观题,BJ-2023-XC-YIMO,否（本书无此卷任何题）,运用法律知识，分析法院对本案的判决结果。（6 分）,设问点名:法律知识；书稿已收:B2
选必二,BJ-2023-XC-YIMO-Q19(2),主观题,BJ-2023-XC-YIMO,否（本书无此卷任何题）,从法律角度，谈谈你对“诚信”价值的理解。（3 分）,设问点名:法律角度；书稿已收:B2
选必二,BJ-2023-XC-YIMO-Q14,选择题,BJ-2023-XC-YIMO,否（本书无此卷任何题）,- 第1行：左框 ↔ 右框 - 第2行：左框 ↔ 右框 - 第3行：左框 ↔ 右框 - 图中除两列标题、六个方框文字和三条双向箭头外，无其他文字、图例或坐标。 ,词典判给本模块题肢4个；位置先验0.04
选必二,BJ-2023-XC-YIMO-Q15,选择题,BJ-2023-XC-YIMO,否（本书无此卷任何题）,比特币、以太币等虚拟货币具有非货币当局发行、使用加密技术及分布式账户或类似技术、以数字化形式存在等主要特点，不具有法偿性，不应且不能作为货币在市场上流通使用。 ,词典判给本模块题肢4个；位置先验0.02
选必二,BJ-2023-XC-ERMO-Q10,选择题,BJ-2023-XC-ERMO,否（本书无此卷任何题）,“噪音扰民”诉前禁止令，要求被申请人停止制造噪声。至今，各地法院已发出多个环保禁止令，涵盖了与百姓生活息息相关的水、大气、噪声等各类环境要素。此类司法之“令” ,词典判给本模块题肢2个；位置先验0.62；书稿已收:B2/B3
选必二,BJ-2023-XC-ERMO-Q11,选择题,BJ-2023-XC-ERMO,否（本书无此卷任何题）,书和版权日”，明确了这个世界性节日关于图书出版和版权保护的内容。全媒体时代，作品获取难度的降低给人们带来了便利，但问题也变得愈发复杂。关于著作权的理解正确的是 ,词典判给本模块题肢4个；位置先验0.69；书稿已收:B2
选必二,BJ-2024-XC-ERMO-Q10,选择题,BJ-2024-XC-ERMO,是,10．人工智能作为最具颠覆性的新兴技术之一，会不会打开“潘多拉魔盒”？当前，国际社会迫切需要加强人工智能治理。下列观点合理的是 ,词典判给本模块题肢3个；位置先验0.62；书稿已收:B2/X1
选必二,BJ-2025-CY-YIMO-Q3,选择题,BJ-2025-CY-YIMO,是,本完成更复杂的任务，颠覆了全球算力市场，大幅降低了大模型对芯片性能的需求。同时，该公司公开源代码，有利于技术普及，为全球人工智能发展注入活力。下列说法正确的是 ,词典判给本模块题肢3个；位置先验0.02；书稿已收:B2/PH
选必二,BJ-2025-HD-YIMO-Q11,选择题,BJ-2025-HD-YIMO,是,．小海与小淀喜欢用短视频记录生活，由于视频内容有趣、形式新颖，两人账号粉丝量迅速增长。他们决定创办一家企业，全职经营互联网业务。关于两人的创业，下列观点合理的是,词典判给本模块题肢1个；位置先验0.67
选必二,BJ-2025-XC-YIMO-Q15,选择题,BJ-2025-XC-YIMO,是,它角色另列下方各节。 15．在外交部的例行记者会上，有记者就“人工智能治理被列为 2025 年金砖国家领导人峰会的讨论内容” 提问。下列回应中，符合中国主张的是,词典判给本模块题肢3个；位置先验0.02；书稿已收:X1
选必二,BJ-2025-MTG-YIMO-Q6,选择题,BJ-2025-MTG-YIMO,是,本节只放原卷角色的原生文字层；OCR 候选与其它角色另列下方各节。 6. 关于 ,词典判给本模块题肢3个；位置先验0.08；书稿已收:PH
选必二,BJ-2025-HD-QIZHONG-Q10,选择题,BJ-2025-HD-QIZHONG,否（本书无此卷任何题）,（二）网络暴力信息侵犯用户个人隐私的； （三）若不及时采取措施，可能造成用户人身、财产损害等严重后果的其他情形。 根据上述条款，可以推断（         ） ,词典判给本模块题肢1个；位置先验0.50
选必二,BJ-2026-YQ-YIMO-Q2,选择题,BJ-2026-YQ-YIMO,是,当下，许多传统由人类直接完成的劳动任务，如今部分或全部由智能机器替代执行。例如，智能工厂里的机械臂精准完成产品组装，智能客服自动处理大量客户咨询等。这一现象表明,词典判给本模块题肢4个；书稿已收:B2/PH
选必二,BJ-2026-YQ-YIMO-Q11,选择题,BJ-2026-YQ-YIMO,是,5 年是我国全民普法四十周年。自“一五”普法启动以来，我国普法工作从“法律扫盲”逐步迈向“观念培育”与“精准治理”，实现了内涵与实效的深度升级。下列表述正确的是,词典判给本模块题肢1个；位置先验0.69；书稿已收:B3/CU
选必二,BJ-2026-HD-YIMO-Q9,选择题,BJ-2026-HD-YIMO,是,，其中，民事类咨询主要涉及与日常生活密切相关的劳动争议、 越呼入慈量 223万＋ 群众滿意車 99.71% 合同纠纷、婚姻家庭继承纠纷等问题。该平台的高效运行 ,词典判给本模块题肢2个；位置先验0.13；书稿已收:B3
选必二,BJ-2026-SJS-YIMO-Q6,选择题,BJ-2026-SJS-YIMO,是,但并非所有具有身体的人工智能都是具身智能，只有那些能像人一样感知、学习的人工智能，才能称之为具身智能。如果材料内容为真，下列推断必然正确的是（       ） ,词典判给本模块题肢4个；位置先验0.08；书稿已收:MI/RE
选必二,BJ-2026-TZ-YIMO-Q11,选择题,BJ-2026-TZ-YIMO,是, 应由乡镇政府管”为由不予立案。李某不服，向人民法院提起行政诉讼。法院审理认为，占 用耕地建房属于土地违法行为，这规自局具有法定查处职责，责令限期履职。本案中 ,词典判给本模块题肢1个；位置先验0.67；书稿已收:B3
选必二,BJ-2026-CP-ERMO-Q10,选择题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,包费过低，与王某协商上调承包费用未果后，阻挠耕种并单方宣布解除合同。王某诉至法院，要求确认解除合同行为无效并继续履行合同。结合本案，法院作出如下判决（   ） ,词典判给本模块题肢4个；位置先验0.61
选必二,BJ-2026-CP-ERMO-Q11,选择题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,11. 以和为贵，善用调解。调解是化解民间纠纷、促进社会和谐的重要途径。下列做法符合法律规定的是（   ） ,词典判给本模块题肢4个；位置先验0.67
选必二,BJ-2026-CP-ERMO-Q18,主观题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,结合材料，运用《法律与生活》知识，分析该文化传媒有限公司的行为侵犯了哪些民事主体的合法权益，并说明其侵权行为的法律依据及应承担的法律责任。,设问点名:《法律与生活》；细则书名:X2
选必二,BJ-2026-FT-QIMO-Q19,主观题,BJ-2026-FT-QIMO,是,结合材料，运用《法律与生活》知识，分析本案判决的社会价值。,设问点名:《法律与生活》；细则书名:X2；书稿已收:B2
选必二,BJ-2026-CP-QIMO-Q10,选择题,BJ-2026-CP-QIMO,否（本书无此卷任何题）,10. 遗嘱关乎财富与爱的传承，普及遗嘱是社会共同责任。下列说法正确的是（   ） ,词典判给本模块题肢4个；位置先验0.53
选必二,BJ-2026-CP-QIMO-Q11,选择题,BJ-2026-CP-QIMO,否（本书无此卷任何题）,载的总课节数均摊计算。双方协商未果，诉至法院。法院会同市场监管部门联合调解，最终促成俱乐部按照29节的剩余课时完成退费，化解了纠纷。下列分析正确的是（   ） ,词典判给本模块题肢4个；位置先验0.47；书稿已收:B3
选必二,BJ-2026-CP-QIMO-Q18,主观题,BJ-2026-CP-QIMO,否（本书无此卷任何题）,结合上述案例，运用《法律与生活》知识，分析法院作出上述判决的法理依据，并说明该判决对虚拟数字人产业发展的法治价值。,设问点名:《法律与生活》
选必二,BJ-2026-HD-QIZHONG-Q5,选择题,BJ-2026-HD-QIZHONG,否（本书无此卷任何题）,与其它角色另列下方各节。 5.近年来，中国潮玩热卖全球，国产影视走红海外……中国文化产品正以多元姿态“逐浪出海”。为更好地实现中国文化产品“逐浪出海”，企业应 ,词典判给本模块题肢2个；书稿已收:B2/CU/X1
选必二,BJ-2026-XC-QIMO-Q13,选择题,BJ-2026-XC-QIMO,是, | 其他 | 2.6 | 注：专利产业化是运用专利技术生产产品并投放市场的过程，是企业增强创新能力、赢得竞争优势的有效途径。 针对上述资料，下列分析正确的是 ,词典判给本模块题肢3个；位置先验0.20；书稿已收:B2
选必二,BJ-2026-SJS-QIMO-Q12,选择题,BJ-2026-SJS-QIMO,是,张某对王某的跌倒存在重大过错，应至少承担60%责任。于2023年5月诉至法院，请求判令被告张某赔偿医疗费、死亡赔偿金等共计人民币60余万元。对此案分析正确的是 ,词典判给本模块题肢4个；位置先验0.33
选必二,BJ-2024-SY-ERMO-Q8,选择题,BJ-2024-SY-ERMO,是,院作为公共利益的代表，对违反法律规定，侵犯国家利益或社会公共利益的行为，督促行政机关依法履行监督管理职责，支持合格的当事人依法行使公益诉权的法律制度。 这表明 ,词典判给本模块题肢2个；位置先验0.06；书稿已收:B3
选必三思维,BJ-2023-FT-YIMO-Q19,主观题,BJ-2023-FT-YIMO,否（本书无此卷任何题）,运用创新思维，谈谈如何优化城市慢行系统。,设问点名:创新思维
选必三思维,BJ-2023-FT-ERMO-Q22,主观题,BJ-2023-FT-ERMO,否（本书无此卷任何题）,运用科学思维相关知识，谈谈如何让中国式现代化故事既有“国际范儿”，又有“中国味儿”。,设问点名:科学思维
选必三思维,BJ-2024-CY-ERMO-Q7,选择题,BJ-2024-CY-ERMO,是,7. 科学思维离不开逻辑。下列表述中，合乎逻辑的是 ,设问问法:MI/RE；解析点名:MI；位置先验0.32；书稿已收:RE
选必三思维,BJ-2023-CY-ERMO-Q7,选择题,BJ-2023-CY-ERMO,否（本书无此卷任何题）,和从前的小说叙好人完全是好，坏人完全是坏的，大不相同，所以其中所叙的人物，都是真的人物。总之自有《红楼梦》出来以后，传统的思想和写法都打破了。”下列说法正确的是,词典判给本模块题肢2个；位置先验0.33
选必三思维,BJ-2023-HD-ERMO-Q21(1),主观题,BJ-2023-HD-ERMO,否（本书无此卷任何题）,结合材料一，运用《逻辑与思维》知识，说明让沙特和伊朗“握手言和”是如何体现科 学思维的。 （6 分）,设问点名:《逻辑与思维》
选必三思维,BJ-2023-HD-ERMO-Q4,选择题,BJ-2023-HD-ERMO,否（本书无此卷任何题）,老字号自身难以适应竞争，逐渐衰落。中共中央、国务院印发《质量强国建设纲要》，提出要全面提高我国质量总体水平，打造中国精品和“百年老店”。打造“百年老店”可以。 ,词典判给本模块题肢4个；位置先验0.11
选必三思维,BJ-2023-HD-YIMO-Q20(1),主观题,BJ-2023-HD-YIMO,否（本书无此卷任何题）,结合材料，说明《复兴文库》的编纂是如何体现辩证思维的。（6分）,设问点名:辩证思维；细则书名:MI/RE
选必三思维,BJ-2023-XC-YIMO-Q13,选择题,BJ-2023-XC-YIMO,否（本书无此卷任何题）,造成“白色污染”。某科研团队从学科交叉融合的视角开展研究，成功地把秸秆引入地膜降解，研发出秸塑复合生物降解地膜，实现了秸秆的高效利用和地膜降解的低成本。这表明 ,词典判给本模块题肢3个；位置先验0.12
选必三思维,BJ-2023-XC-ERMO-Q21(1),主观题,BJ-2023-XC-ERMO,否（本书无此卷任何题）,从超前思维的角度，解释我国是如何提高气象预报准确率的。（8分）,设问点名:超前思维
选必三思维,BJ-2024-DC-YIMO-Q6,选择题,BJ-2024-DC-YIMO,是,框、箭头和版面关系以页图为准。 6. 科学思维要符合认识规律、遵循逻辑规则。下列分析正确的是 | 选项 | 语句 | 分析 | |---|---|---| | ,设问问法:MI/RE；解析点名:MI；位置先验0.30；书稿已收:RE
选必三思维,BJ-2024-HD-YIMO-Q2,选择题,BJ-2024-HD-YIMO,是,接通信，可以帮助人类实现“心想物来”。近日，我国在脑机接口领域取得新进展，成功帮助四肢截瘫患者实现意念控制电脑光标移动、控制气动手套完成自主喝水等活动。这说明 ,词典判给本模块题肢2个；位置先验0.08；书稿已收:PH
选必三思维,BJ-2024-FT-YIMO-Q10,选择题,BJ-2024-FT-YIMO,是,振动的整倍数的启发，做了原子跃迁的基频与次频的实验；化学家纽兰兹受音阶 的启示而发现了元素按原子量递增的排序规律，从而创造了元素周期的“八音律”表。这启示我们 ,词典判给本模块题肢3个；位置先验0.04
选必三思维,BJ-2024-FT-ERMO-Q13,选择题,BJ-2024-FT-ERMO,是,看清比赛，但大家都站起来就谁也看不清了；只有一个家庭购买轿车会大大方便出行，而当所有的家庭都拥有了自己的私家车之后，道路上可能车满为患……应对“合成谬误”需要 ,词典判给本模块题肢2个；位置先验0.10；书稿已收:PH
选必三思维,BJ-2025-FT-YIMO-Q17(1),主观题,BJ-2025-FT-YIMO,是,结合材料，分析我国在推动新一代人工智能发展的过程中是如何运用科学思维的。,设问点名:科学思维；书稿已收:B3
选必三思维,BJ-2026-TZ-YIMO-Q12,选择题,BJ-2026-TZ-YIMO,是,生趋势，统筹\ 科技与文艺整体设计，通过丰富联想，让具身智能机器人与演员同台表演，勾勒人机共处图 景，以独特创意实现科技与艺术融合，带来全新审美体验。这表明、 ,词典判给本模块题肢4个；位置先验0.10
选必三思维,BJ-2026-MTG-YIMO-Q18(2),主观题,BJ-2026-MTG-YIMO,是,结合材料，运用《逻辑与思维》知识，说明法院在本案解决环境纠纷过程中运用的科学思维方法。 （7 分）,设问点名:《逻辑与思维》/科学思维；细则书名:X2
选必三思维,BJ-2026-SJS-ERMO-Q6,选择题,BJ-2026-SJS-ERMO,是,谁能遮。况欲系其尾，虽勤知奈何。”这样的联想与构思堪称新奇精妙。流年就像赴壑之蛇，拉拽不回来，故怜惜和感伤是无益的，而要“努力尽今夕”。诗中苏轼运用的思维形态 ,词典判给本模块题肢3个；位置先验0.30
选必三思维,BJ-2026-FT-QIMO-Q5,选择题,BJ-2026-FT-QIMO,是,肢体执行等能力，利用传感器捕提视觉、触 觉和听觉等信息，通过控制系统实现类似于人类神经传导的功能、适应人类工作和 生活场景，成为人类的得力手。下列说法正确的是 ,词典判给本模块题肢2个；位置先验0.25；书稿已收:RE
选必三思维,BJ-2026-CP-QIMO-Q19(2),主观题,BJ-2026-CP-QIMO,否（本书无此卷任何题）,结合材料，运用《逻辑与思维》中“提高创新思维能力”的相关知识，分析新疆和田地区防沙治沙实践背后的思维策略。,设问点名:《逻辑与思维》/创新思维
选必三思维,BJ-2026-CY-QIZHONG-Q13,选择题,BJ-2026-CY-QIZHONG,是,晶莹饱满，味道甘甜、醇厚绵长，自古便被赋予多子多福、人丁兴旺的美好寓意。如今，“石榴籽”常用来形容各族同胞手足相亲、守望相助。“石榴籽”的比喻（      ） ,词典判给本模块题肢2个；书稿已收:RE
选必三思维,BJ-2026-HD-QIMO-Q14,选择题,BJ-2026-HD-QIMO,是,结果显示：每周食用五个或更多鸡蛋不会对葡萄糖或血压相关结果产生不利影响；相反，适量地摄入鸡蛋还能降低糖尿病和高血压的发生风险，配合健康饮食模式效果更佳。该研究 ,词典判给本模块题肢2个；位置先验0.07；书稿已收:RE
选必三思维,BJ-2026-SJS-QIMO-Q14,选择题,BJ-2026-SJS-QIMO,是,中车集团打造的复兴号亚运智能动车组，其车头根据“鹰隼”仿生学设计，可大幅降低空气阻力。对于这一设计所运用的思维方法，下列说法正确的是 ,设问问法:MI；解析点名:MI；位置先验0.07；书稿已收:RE
选必三思维,BJ-2026-FT-YIMO-Q7,选择题,BJ-2026-FT-YIMO,否（本书无此卷任何题）,页补建，原页确有该题，非凭空生成。 7．四诊法是中医诊断的基本方法，包括望诊、闻诊、问诊、切诊四种诊察手段。四诊法的应用体现了科学的思维方法。下列认识正确的是 ,设问问法:MI；解析点名:MI；词典判给本模块题肢1个；位置先验0.34；书稿已收:RE
选必三思维,BJ-2026-SJS-QIMO-Q15,选择题,BJ-2026-SJS-QIMO,是,更，雪一更，聒碎乡心梦不成，故园无此声。”纳兰性德在《长相思·山一程》中，借风雪的聒噪与行军的艰难，描写将士在外对故乡的思念，抒发了情思深苦的绵长心情。这首词 ,词典判给本模块题肢2个；位置先验0.07
选必三思维,BJ-2024-SY-ERMO-Q16(2),主观题,BJ-2024-SY-ERMO,是,结合材料，运用《逻辑与思维》知识，说明如何运用超前思维加快推进“无废城市”建设系统化、科学化、长效化。（7分）,设问点名:《逻辑与思维》/超前思维
选必三推理,BJ-2023-FT-YIMO-Q11,选择题,BJ-2023-FT-YIMO,否（本书无此卷任何题）,11．对“所有的商品都是劳动产品。”进行换质位推理，下列推理结论正确的是（   ） ,设问问法:RE；位置先验0.07
选必三推理,BJ-2023-FT-ERMO-Q5,选择题,BJ-2023-FT-ERMO,否（本书无此卷任何题）,5. 小明和小亮两位同学下棋，小红问小明“你赢了吗？”小明回答“没赢。”小红再问“你输了吗？”小明回答“没输。”对小明回答分析正确的是 ,词典判给本模块题肢2个；位置先验0.36
选必三推理,BJ-2023-CY-YIMO-Q9,选择题,BJ-2023-CY-YIMO,否（本书无此卷任何题）,9.我国宪法规定：“中华人民共和国公民的通信自由和通信秘密受法律的保护” 。由此可见，我国公民的通信秘密是受法律保护不容侵犯的。这一推理说明 ,设问问法:RE；词典判给本模块题肢2个；位置先验0.09
选必三推理,BJ-2023-CY-YIMO-Q14,选择题,BJ-2023-CY-YIMO,否（本书无此卷任何题）,，仍然可能导致合同全部或者部分无效。合同的主体不适格或者因欺诈、胁迫导致当事人意思表示不真实，也会使得合同存在瑕疵或者效力处于不确定状态。据此，下列推理合理的是,设问问法:RE；位置先验0.12
选必三推理,BJ-2023-DC-ERMO-Q15,选择题,BJ-2023-DC-ERMO,否（本书无此卷任何题）,）。 - 逻辑反馈关系是观察实验获得/检验证据，证据再用于检验假设；原图未另画一条独立的“观察实验 → 假设”回指箭头，不能凭空补画。 据此，下列分析正确的是 ,词典判给本模块题肢2个；位置先验0.06
选必三推理,BJ-2023-CY-ERMO-Q8,选择题,BJ-2023-CY-ERMO,否（本书无此卷任何题）, 候选与其它角色另列下方各节。 8.概念的外延是指具有概念所反映的本质属性的事物的范围，人们经常用图来表示概念外延之间的关系（见下图）。对此，下列说法正确的是 ,设问问法:RE；解析点名:RE；位置先验0.09
选必三推理,BJ-2026-CY-QIMO-Q18(3),主观题,BJ-2026-CY-QIMO,是,时，对他人提供的严重失实内容未尽到合理核实义务是承担侵权责任的充分条件，若报社未尽到合理核实义务，就要承担侵权责任。 （2）结合材料二，运用《逻辑与思维》知识，,设问点名:《逻辑与思维》/必要条件/充分条件；细则书名:MI/RE/X2
选必三推理,BJ-2023-HD-ERMO-Q5,选择题,BJ-2023-HD-ERMO,否（本书无此卷任何题）,在某校高二年级足球联赛中，有四支球队进入半决赛，同学们一起预测冠军归属。决赛结果表明，四人中只有一人预测正确。综合上述条件，推理正确的是。 ,设问问法:RE；词典判给本模块题肢2个；位置先验0.36
选必三推理,BJ-2023-DC-YIMO-Q20(1),主观题,BJ-2023-DC-YIMO,否（本书无此卷任何题）,结合材料，运用形式逻辑知识，分析法院作出上述判决的推理过程。（4分）,设问点名:逻辑知识/推理过程
选必三推理,BJ-2023-DC-YIMO-Q14,选择题,BJ-2023-DC-YIMO,否（本书无此卷任何题）,来源：；原卷 SH,词典判给本模块题肢3个；位置先验0.12
选必三推理,BJ-2023-XC-YIMO-Q21(1),主观题,BJ-2023-XC-YIMO,否（本书无此卷任何题）,亚的两河流域和北非的埃及文明，提出判断文明形成需要具备三个要素，即冶金术、文字和城市的出现。”这段话属于哪种推理形式？如何提高这类推理形式的可靠程度。（2 分）,设问点名:推理形式/推理形式
选必三推理,BJ-2023-XC-ERMO-Q12,选择题,BJ-2023-XC-ERMO,否（本书无此卷任何题）,正错误，是逻辑思维的题中之义。从逻辑思维规则的视角看，对逻辑错误分析正确的是 | 序号 | 表达 | 错误分析 | | --- | --- | --- | | ,解析点名:RE；词典判给本模块题肢4个；位置先验0.10
选必三推理,BJ-2025-DC-QIMO-Q7,选择题,BJ-2025-DC-QIMO,是,策措施，力求筑牢工业“压舱石” ，激活消费增长“强引 擎” ，驱动投资“马车”蹄疾步稳，推动经济实现质的有效提升和量的合理增长。下列传导路径正确的 是（  ） ,考查语:B2/RE；位置先验0.12；书稿已收:B2
选必三推理,BJ-2026-CP-ERMO-Q5,选择题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,国科普成就展”“抗日战争中的中国科学家专题展”等百余场展览。活动汇聚多方科普资源，为公众提供丰富的科普服务，推动科学家精神深入人心。以下判断正确的是（   ） ,词典判给本模块题肢2个；位置先验0.36
选必三推理,BJ-2026-CP-ERMO-Q6,选择题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,球、排球，到投壶、踢毽子等，一切有益于身心健康的比赛都在“班超”之列，让健康成为学生终身发展的坚实底色。就“班超”联赛参与情况，下列说法合乎逻辑的是（   ） ,设问问法:RE；位置先验0.48
选必三推理,BJ-2026-CP-ERMO-Q7,选择题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,经》中记载：“故圣人不治已病治未病，不治已乱治未乱，此之谓也。夫病已成而后药之，乱已成而后治之，譬犹渴而穿井，斗而铸锥，不亦晚乎？”下列分析正确的是（   ） ,词典判给本模块题肢3个；位置先验0.41
选必三推理,BJ-2026-SY-ERMO-Q4,选择题,BJ-2026-SY-ERMO,是,的叔叔是农民，转让了自家承包地的经营权，获取了土地流转收入。 今 小吕通过转让自己的发明专利，获得一笔可观的收入。 以下对小吕一家人获取收入的途径分析正确的是 ,词典判给本模块题肢3个；位置先验0.09；书稿已收:B2
