年份,区县,考试,题号,已普查书数,必修二初筛,文化初筛,必修三初筛,理由文本推出的模块线索,线索来源条数
2024,朝阳,二模,16,3,排除；纳入,非文化模块排除,排除,必修二、哲学,6
2024,朝阳,二模,17,3,跨模块,非文化模块排除,候选,必修二、必修三、选必二,4
2024,朝阳,二模,18,3,排除,非文化模块排除,候选,必修三,3
2024,朝阳,二模,19,3,排除；需主代理裁决,文化候选；非文化模块排除,排除,选必三、哲学、文化、必修三、必修二、必修一,15
2024,朝阳,二模,2,3,纳入,非文化模块排除,排除,哲学、必修二,4
2024,朝阳,二模,20,3,需主代理裁决,非文化模块排除,排除,必修二、选必一、必修一,8
2024,朝阳,二模,3,3,跨模块,跨模块待主代理裁决,排除,必修二、文化、必修三,4
2024,朝阳,二模,4,3,排除,文化候选,排除,文化,3
2024,朝阳,二模,5,3,纳入,非文化模块排除,排除,必修二,2
2024,朝阳,二模,6,3,跨模块,非文化模块排除,排除,必修二、选必三、必修三,7
2024,朝阳,二模,7,3,排除,非文化模块排除,排除,选必三、必修三,4
2024,朝阳,二模,8,3,排除,非文化模块排除,候选,必修三,1
2024,朝阳,二模,9,3,排除,非文化模块排除,候选,必修三,3
2024,朝阳,期中,1,3,排除,文化候选,排除,哲学、文化、必修三,4
2024,朝阳,期中,10,3,排除,非文化模块排除,排除,选必三、哲学、必修三,4
2024,朝阳,期中,11,3,排除,非文化模块排除,排除,选必三、必修三,4
2024,朝阳,期中,12,3,纳入,非文化模块排除,候选,必修二、必修三,3
2024,朝阳,期中,13,3,纳入,非文化模块排除,排除,必修二,2
2024,朝阳,期中,14,3,纳入,非文化模块排除,排除,必修二,2
2024,朝阳,期中,15,3,跨模块,非文化模块排除,排除,必修二、选必一、必修一,5
2024,朝阳,期中,16,3,排除,非文化模块排除,排除,哲学,3
2024,朝阳,期中,17,3,排除,文化候选,排除,哲学、文化、必修二,5
2024,朝阳,期中,18,3,排除,非文化模块排除,排除,选必三、必修三,4
2024,朝阳,期中,19,3,排除,非文化模块排除,排除,选必三、必修二、必修三,6
2024,朝阳,期中,2,3,排除,文化候选,排除,文化、必修二,4
2024,朝阳,期中,20,3,纳入；需主代理裁决,非文化模块排除,排除,必修二、选必一、必修一,13
2024,朝阳,期中,3,3,排除,非文化模块排除,排除,哲学,2
2024,朝阳,期中,4,3,排除,非文化模块排除,排除,哲学、选必三、必修三,6
2024,朝阳,期中,5,3,排除,非文化模块排除,排除,哲学、选必三、必修三,5
2024,朝阳,期中,6,3,排除,文化候选,排除,文化、哲学、必修二,6
2024,朝阳,期中,7,3,排除,非文化模块排除,排除,选必三、必修三,4
2024,朝阳,期中,8,3,排除,非文化模块排除,排除,选必三、必修三,5
2024,朝阳,期中,9,3,排除,非文化模块排除,排除,选必三、必修三,3
2024,海淀,一模,1,3,排除,文化候选,候选,必修一、必修三,2
2024,海淀,一模,10,3,跨模块,非文化模块排除,排除,选必二、必修二,5
2024,海淀,一模,11,3,排除,非文化模块排除,排除,选必二、必修二,4
2024,海淀,一模,12,3,纳入,非文化模块排除,候选,必修三、必修二,2
2024,海淀,一模,13,3,纳入,非文化模块排除,排除,必修二,2
2024,海淀,一模,14,3,排除,非文化模块排除,排除,选必一、必修一、必修三,4
2024,海淀,一模,15,3,排除,非文化模块排除,排除,选必一、必修一,4
2024,海淀,一模,16,3,排除,文化候选,排除,文化、哲学,5
2024,海淀,一模,17,3,排除；纳入；需主代理裁决,非文化模块排除,候选；排除,必修二、必修三、选必三,12
2024,海淀,一模,18,3,排除,非文化模块排除,排除,选必一、选必三、必修一、必修二、必修三,11
2024,海淀,一模,19,3,需主代理裁决,非文化模块排除,排除,选必二、必修二,4
2024,海淀,一模,2,3,排除,非文化模块排除,排除,哲学、选必三、必修三,5
2024,海淀,一模,20,3,排除,文化候选,候选,文化、必修三,3
2024,海淀,一模,3,3,排除,非文化模块排除,排除,哲学,1
2024,海淀,一模,4,3,排除,文化候选,排除,文化,3
2024,海淀,一模,5,3,排除,非文化模块排除,排除,哲学,3
2024,海淀,一模,6,3,排除,非文化模块排除,排除,选必三、必修三,4
2024,海淀,一模,7,3,排除,非文化模块排除,排除,必修二、必修三、选必三,3
2024,海淀,一模,8,3,排除,非文化模块排除,候选,必修三、选必二,4
2024,海淀,一模,9,3,排除,非文化模块排除,候选,必修三,2
2024,海淀,二模,1,3,排除,非文化模块排除,候选,必修一、必修三,2
2024,海淀,二模,10,3,排除,非文化模块排除,排除,必修二、选必二,2
2024,海淀,二模,11,3,排除,非文化模块排除,排除,选必二、必修二,4
2024,海淀,二模,12,3,纳入,非文化模块排除,候选,必修二、必修一、必修三、选必一,5
2024,海淀,二模,13,3,纳入,非文化模块排除,排除,必修二,2
2024,海淀,二模,14,3,跨模块,非文化模块排除,排除,选必一、必修二、必修一,6
2024,海淀,二模,15,3,排除,文化候选,排除,选必一、文化、必修一,6
2024,海淀,二模,16,3,排除,非文化模块排除,排除,哲学,3
2024,海淀,二模,17,3,排除,非文化模块排除,排除,选必三、必修三,6
2024,海淀,二模,18,3,排除,非文化模块排除,候选；排除,必修三、选必一、必修一、必修二,11
2024,海淀,二模,19,3,排除,非文化模块排除,排除,选必二、文化、必修三、必修二,5
2024,海淀,二模,2,3,排除,文化候选,排除,文化,3
2024,海淀,二模,20,3,纳入,非文化模块排除,排除,必修二,2
2024,海淀,二模,21,3,跨模块,文化候选,候选,必修二、文化、必修三,5
2024,海淀,二模,3,3,排除,文化候选,排除,文化、哲学,4
2024,海淀,二模,4,3,排除,非文化模块排除,候选,哲学、必修三,4
2024,海淀,二模,5,3,排除,非文化模块排除,排除,选必三、必修三,3
2024,海淀,二模,6,3,排除,非文化模块排除,排除,选必三、必修三、必修二,5
2024,海淀,二模,7,3,排除,非文化模块排除,候选,必修三,3
2024,海淀,二模,8,3,排除,跨模块待主代理裁决,候选,文化、哲学、必修三,4
2024,海淀,二模,9,3,排除,非文化模块排除,排除,必修一、必修三、必修二、选必一、选必二,5
2024,海淀,期中,1,3,纳入候选,非文化模块排除,排除,必修二、必修三,3
2024,海淀,期中,10,3,排除,非文化模块排除,候选,必修三、必修二、选必二,5
2024,海淀,期中,11,3,排除,非文化模块排除,候选,必修三,2
2024,海淀,期中,12,3,排除,非文化模块排除,候选,选必一、必修一、必修三,4
2024,海淀,期中,13,3,跨模块候选,非文化模块排除,排除,必修二、选必一、必修一、必修三,9
2024,海淀,期中,14,3,排除,非文化模块排除,排除,选必一、必修一,4
2024,海淀,期中,15,3,排除,非文化模块排除,排除,选必一、必修二、必修一,5
2024,海淀,期中,16,3,E1；纳入候选；跨模块候选,非文化模块排除,排除,必修二、必修一、选必一、必修三,11
2024,海淀,期中,17,3,纳入候选,非文化模块排除,排除,必修二,3
2024,海淀,期中,18,3,E1；排除,非文化模块排除,候选,必修三,3
2024,海淀,期中,19,3,排除,非文化模块排除,候选,必修三,3
2024,海淀,期中,2,3,纳入候选,非文化模块排除,排除,必修二,2
2024,海淀,期中,20,3,纳入候选,非文化模块排除,排除,必修二,3
2024,海淀,期中,21,3,E1；排除,非文化模块排除,候选；排除,必修三、必修二、选必一、选必二、必修一,11
2024,海淀,期中,22,1,E1,,,,0
2024,海淀,期中,23,1,E1,,,,0
2024,海淀,期中,3,3,纳入候选,非文化模块排除,排除,必修二、必修三,4
2024,海淀,期中,4,3,纳入候选,非文化模块排除,候选,必修二,2
2024,海淀,期中,5,3,纳入候选,非文化模块排除,排除,必修二,2
2024,海淀,期中,6,3,纳入候选,非文化模块排除,排除,必修二,2
2024,海淀,期中,7,3,排除,非文化模块排除,候选,必修三,1
2024,海淀,期中,8,3,排除,非文化模块排除,候选,必修三,3
2024,海淀,期中,9,3,排除,跨模块待主代理裁决,候选,文化、必修三,2
2024,石景山,一模,1,3,排除,跨模块待主代理裁决,候选,文化、必修三,2
2024,石景山,一模,10,3,排除,非文化模块排除,排除,选必二、必修二,3
2024,石景山,一模,11,3,跨模块,非文化模块排除,排除,选必二、必修二,3
2024,石景山,一模,12,3,纳入,非文化模块排除,排除,必修二、文化,4
2024,石景山,一模,13,3,纳入,文化候选,候选,文化、必修三、必修二,3
2024,石景山,一模,14,3,跨模块,非文化模块排除,排除,必修二、选必一、必修一,5
2024,石景山,一模,15,3,排除,跨模块待主代理裁决,排除,选必一、文化、必修一,4
2024,石景山,一模,16,3,排除,文化候选,排除,文化、哲学,5
2024,石景山,一模,17,3,需主代理裁决,非文化模块排除,排除,选必二、必修二,4
2024,石景山,一模,18,3,排除,非文化模块排除,候选,必修三、选必二、必修二,8
2024,石景山,一模,19,3,排除；纳入；需主代理裁决,非文化模块排除,排除,必修二、选必一、选必三、必修一、哲学、必修三,16
2024,石景山,一模,2,3,跨模块,非文化模块排除,排除,必修二、哲学,3
2024,石景山,一模,20,3,需主代理裁决,文化候选,候选,必修二、文化、必修三、选必三,4
2024,石景山,一模,3,3,排除,文化候选,排除,文化、必修二,3
2024,石景山,一模,4,3,排除,文化候选,排除,文化、必修一、选必一,5
2024,石景山,一模,5,3,排除,非文化模块排除,候选,哲学、必修三,4
2024,石景山,一模,6,3,排除,非文化模块排除,排除,必修三、选必三,4
2024,石景山,一模,7,3,排除,非文化模块排除,排除,选必三、哲学、必修三,5
2024,石景山,一模,8,3,排除,非文化模块排除,候选,必修三、必修二、哲学,6
2024,石景山,一模,9,3,排除,非文化模块排除,候选,必修三,1
2024,西城,一模,1,3,排除,非文化模块排除,排除,必修一、必修三、选必一、必修二,7
2024,西城,一模,10,3,排除,跨模块待主代理裁决,排除,哲学、文化,4
2024,西城,一模,11,3,排除,非文化模块排除,排除,选必三、必修三,4
2024,西城,一模,12,3,排除,非文化模块排除,排除,哲学、选必三、必修三,5
2024,西城,一模,13,3,排除,非文化模块排除,排除,选必三、必修三,4
2024,西城,一模,14,3,排除,非文化模块排除,排除,选必一、必修二、文化、必修一,6
2024,西城,一模,15,3,排除,跨模块待主代理裁决,排除,选必一、文化、必修一,5
2024,西城,一模,16,3,排除,非文化模块排除,候选,必修三,3
2024,西城,一模,17,3,排除,非文化模块排除,排除,哲学,3
2024,西城,一模,18,3,排除,非文化模块排除,候选；排除,选必二、必修二、必修三,11
2024,西城,一模,19,3,排除；纳入,非文化模块排除,候选；排除,必修二、选必三、必修三、必修一、选必一,21
2024,西城,一模,2,3,跨模块,非文化模块排除,排除,必修三、必修二,2
2024,西城,一模,3,3,排除,非文化模块排除,候选,哲学、必修三,3
2024,西城,一模,4,3,跨模块,文化候选,候选,文化、必修三、必修二,4
2024,西城,一模,5,3,排除,非文化模块排除,候选,必修三,2
2024,西城,一模,6,3,排除,非文化模块排除,排除,必修二、选必二,2
2024,西城,一模,7,3,跨模块,非文化模块排除,候选,必修三、必修二、选必二,3
2024,西城,一模,8,3,排除,非文化模块排除,候选,选必二、必修三、必修二,4
2024,西城,一模,9,3,排除,非文化模块排除,排除,哲学,3
2024,西城,二模,1,3,排除,非文化模块排除,排除,哲学、必修三,4
2024,西城,二模,10,3,跨模块,非文化模块排除,排除,选必一、必修二、文化、必修一,6
2024,西城,二模,11,3,排除,非文化模块排除,排除,选必二、必修二,4
2024,西城,二模,12,3,排除,非文化模块排除,排除,必修二、选必二,2
2024,西城,二模,13,3,排除,非文化模块排除,候选,必修三、必修二、选必二,3
2024,西城,二模,14,3,排除,非文化模块排除,排除,选必三、必修三,3
2024,西城,二模,15,3,排除,跨模块待主代理裁决,排除,选必三、文化、必修三,5
2024,西城,二模,16,3,需主代理裁决,非文化模块排除,排除,必修二、选必二,4
2024,西城,二模,17,3,跨模块,跨模块待主代理裁决,排除,必修二、文化、必修一、必修三、选必一,5
2024,西城,二模,18,3,排除；纳入；跨模块,文化候选；非文化模块排除,候选；排除,必修三、选必三、必修二、文化,14
2024,西城,二模,19,3,排除,非文化模块排除,排除,选必一、必修一,4
2024,西城,二模,2,3,排除,文化候选,候选,文化、必修三,2
2024,西城,二模,3,3,排除,非文化模块排除,候选,必修三,1
2024,西城,二模,4,3,纳入,非文化模块排除,候选,必修二、必修三,4
2024,西城,二模,5,3,纳入,非文化模块排除,排除,必修二、文化、必修一、选必一,6
2024,西城,二模,6,3,纳入,非文化模块排除,排除,必修二,2
2024,西城,二模,7,3,排除,非文化模块排除,排除,哲学、必修三,4
2024,西城,二模,8,3,排除,非文化模块排除,排除,哲学、必修三、选必三,4
2024,西城,二模,9,3,排除,文化候选,排除,文化、哲学、必修三、选必三,5
2024,顺义,二模,1,3,排除,跨模块待主代理裁决,排除,必修一、文化、选必三,4
2024,顺义,二模,10,3,跨模块,非文化模块排除,排除,选必二、必修二,4
2024,顺义,二模,11,3,排除,非文化模块排除,候选,选必二、必修三、必修二,4
2024,顺义,二模,12,3,纳入,非文化模块排除,候选,必修二、必修三,3
2024,顺义,二模,13,3,纳入,非文化模块排除,排除,必修二,2
2024,顺义,二模,14,3,排除,非文化模块排除,排除,选必一、必修一,4
2024,顺义,二模,15,3,排除,非文化模块排除,候选,必修三、必修一、选必一,4
2024,顺义,二模,16,3,排除,非文化模块排除,排除,哲学、选必三、文化、必修三,9
2024,顺义,二模,17,3,纳入,非文化模块排除,排除,必修二、必修三、选必二,4
2024,顺义,二模,18,3,排除,非文化模块排除,候选,必修三、选必一、必修一、必修二,9
2024,顺义,二模,19,3,纳入；需主代理裁决,非文化模块排除,候选；排除,必修二、必修三、选必一、必修一,13
2024,顺义,二模,2,3,排除,文化候选,排除,文化、必修三、选必三,5
2024,顺义,二模,20,3,排除,文化候选；非文化模块排除,候选；排除,哲学、必修一、必修三,3
2024,顺义,二模,3,3,排除,文化候选,候选,哲学、必修二、文化、必修三、选必三,8
2024,顺义,二模,4,3,排除,文化候选,排除,文化、选必一、必修一,6
2024,顺义,二模,5,3,排除,跨模块待主代理裁决,排除,哲学、选必三、文化、必修三,6
2024,顺义,二模,6,3,排除,非文化模块排除,排除,选必三、必修三,4
2024,顺义,二模,7,3,排除,非文化模块排除,排除,选必三、必修二、必修三,5
2024,顺义,二模,8,3,排除,非文化模块排除,候选,选必二、必修三,5
2024,顺义,二模,9,3,排除,非文化模块排除,候选,必修三,1
2025,东城,一模,1,3,排除,非文化模块排除,跨模块可判,必修三、文化、必修一,4
2025,东城,一模,10,3,跨模块候选,非文化模块排除,待裁决,必修三、必修二、文化,5
2025,东城,一模,11,3,排除,非文化模块排除,纯外模块,选必二、文化、必修二,4
2025,东城,一模,12,3,纳入候选,非文化模块排除,纯外模块,必修二、文化,3
2025,东城,一模,13,3,排除,非文化模块排除,纯外模块,选必三、必修二、文化、必修三,5
2025,东城,一模,14,3,排除,文化候选,纯外模块,文化、选必三、必修三,6
2025,东城,一模,15,3,排除,非文化模块排除,纯外模块,选必三、文化、必修三,4
2025,东城,一模,16,3,排除,文化候选,纯外模块,文化、哲学,5
2025,东城,一模,17,3,排除,非文化模块排除,必修三可判,必修三、必修二、文化,5
2025,东城,一模,18,3,排除；纳入候选,非文化模块排除,纯外模块,必修二、选必三、哲学、文化、必修三,12
2025,东城,一模,19,3,排除,非文化模块排除,跨模块可判,选必二、文化、必修三、哲学、必修二,10
2025,东城,一模,2,3,排除,文化候选,跨模块可判,必修三、文化、必修一,5
2025,东城,一模,20,3,排除,非文化模块排除,纯外模块,必修二、选必一、文化、必修三,6
2025,东城,一模,21,3,跨模块候选,文化候选,待裁决,必修二、文化、必修三,4
2025,东城,一模,3,3,排除,非文化模块排除,纯外模块,文化、必修一、必修三,3
2025,东城,一模,4,3,排除,文化候选,跨模块可判,文化、哲学、选必三,4
2025,东城,一模,5,3,排除,非文化模块排除,纯外模块,文化、哲学,2
2025,东城,一模,6,3,排除,非文化模块排除,纯外模块,文化、哲学,2
2025,东城,一模,7,3,排除,非文化模块排除,必修三可判,文化、必修三,2
2025,东城,一模,8,3,排除,非文化模块排除,必修三可判,必修三、文化,3
2025,东城,一模,9,3,排除,非文化模块排除,必修三可判,必修二、文化、必修三、选必二,4
2025,东城,二模,1,3,排除,非文化模块排除,纯外模块,文化、必修一,2
2025,东城,二模,10,3,排除,非文化模块排除,纯外模块,文化、选必二,2
2025,东城,二模,11,3,排除,非文化模块排除,纯外模块,文化,1
2025,东城,二模,12,3,排除,非文化模块排除,纯外模块,文化、选必二,2
2025,东城,二模,13,3,排除,非文化模块排除,纯外模块,选必三、文化、哲学,4
2025,东城,二模,14,3,排除,非文化模块排除,纯外模块,选必三、文化,3
2025,东城,二模,15,3,排除,非文化模块排除,纯外模块,选必三、文化,3
2025,东城,二模,16,3,排除,非文化模块排除,纯外模块,哲学、文化,3
2025,东城,二模,17,3,排除,非文化模块排除,必修三可判,必修三、文化,3
2025,东城,二模,18,3,排除；纳入候选,非文化模块排除,纯外模块,必修二、选必三、文化,6
2025,东城,二模,19,3,排除,非文化模块排除,待裁决；纯外模块,选必二、文化、必修三,12
2025,东城,二模,2,3,排除,文化候选,纯外模块,文化,1
2025,东城,二模,20,3,排除,非文化模块排除,纯外模块,必修二、选必一、文化,5
2025,东城,二模,21,3,排除,非文化模块排除,跨模块可判,必修三、必修二、文化,4
2025,东城,二模,3,3,排除,文化候选,纯外模块,文化,2
2025,东城,二模,4,3,排除,文化候选,纯外模块,文化、必修二、哲学,5
2025,东城,二模,5,3,排除,非文化模块排除,必修三可判,文化,1
2025,东城,二模,6,3,纳入候选,非文化模块排除,纯外模块,文化,1
2025,东城,二模,7,3,纳入候选,非文化模块排除,纯外模块,文化,1
2025,东城,二模,8,3,纳入候选,非文化模块排除,跨模块可判,文化、必修三、必修二,3
2025,东城,二模,9,3,排除,非文化模块排除,纯外模块,文化、选必一,2
2025,东城,期末,1,3,排除,非文化模块排除,纯外模块,文化、哲学,2
2025,东城,期末,10,3,排除,非文化模块排除,纯外模块,文化,1
2025,东城,期末,11,3,排除,非文化模块排除,跨模块可判,文化、必修三、选必二,3
2025,东城,期末,12,3,排除,非文化模块排除,纯外模块,选必二、文化,3
2025,东城,期末,13,3,排除,非文化模块排除,纯外模块,文化,1
2025,东城,期末,14,3,排除,非文化模块排除,纯外模块,文化、选必三,2
2025,东城,期末,15,3,排除,非文化模块排除,纯外模块,选必三、文化,3
2025,东城,期末,16,3,排除,文化候选,纯外模块,文化、哲学,5
2025,东城,期末,17,3,排除,非文化模块排除,必修三可判,必修三、文化,3
2025,东城,期末,18,3,排除；纳入候选,非文化模块排除,待裁决；纯外模块,必修二、选必三、文化、必修三,7
2025,东城,期末,19,3,排除,非文化模块排除,必修三可判；纯外模块,必修三、选必二、文化、必修二,14
2025,东城,期末,2,3,排除,非文化模块排除,必修三可判,文化、必修三,2
2025,东城,期末,20,3,排除,非文化模块排除,纯外模块,必修二、选必一、文化,5
2025,东城,期末,21,3,跨模块候选,文化候选,跨模块可判,文化、必修二、哲学、必修三,5
2025,东城,期末,3,3,排除,文化候选,纯外模块,文化,2
2025,东城,期末,4,3,排除,文化候选,纯外模块,文化、哲学,5
2025,东城,期末,5,3,排除,非文化模块排除,纯外模块,哲学、选必三、文化,5
2025,东城,期末,6,3,排除,非文化模块排除,必修三可判,必修三、文化,3
2025,东城,期末,7,3,纳入候选,非文化模块排除,纯外模块,文化、必修二,2
2025,东城,期末,8,3,跨模块候选,非文化模块排除,纯外模块,文化,1
2025,东城,期末,9,3,排除,非文化模块排除,纯外模块,文化、选必一,2
2025,丰台,一模,1,3,排除,文化候选,跨模块可判,文化、必修三,3
2025,丰台,一模,10,3,需主代理裁决,非文化模块排除,跨模块可判,选必二、文化、必修三、必修二,5
2025,丰台,一模,11,3,排除,非文化模块排除,纯外模块,选必二、文化、必修二,4
2025,丰台,一模,12,3,排除,非文化模块排除,纯外模块,选必三、文化、必修三,4
2025,丰台,一模,13,3,排除,非文化模块排除,纯外模块,选必三、文化、必修三,4
2025,丰台,一模,14,3,排除,非文化模块排除,纯外模块,文化、必修三、选必三,3
2025,丰台,一模,15,3,排除,非文化模块排除,纯外模块,文化、必修一、选必一,3
2025,丰台,一模,16,3,排除,文化候选,纯外模块,文化,3
2025,丰台,一模,17,3,排除,非文化模块排除,必修三可判,必修三、文化,3
2025,丰台,一模,18,3,排除；纳入候选,非文化模块排除,纯外模块；跨模块可判,选必三、文化、必修二、哲学、必修三,12
2025,丰台,一模,19,3,排除,非文化模块排除,必修三可判,必修三、文化、选必二,4
2025,丰台,一模,2,3,排除,文化候选,纯外模块,文化、哲学,4
2025,丰台,一模,20,3,跨模块候选,非文化模块排除,纯外模块,文化、必修三、必修二、选必一,4
2025,丰台,一模,21,3,跨模块候选,非文化模块排除,跨模块可判,必修二、文化、必修三,4
2025,丰台,一模,3,3,排除,文化候选,纯外模块,文化,3
2025,丰台,一模,4,3,排除,非文化模块排除,纯外模块,选必三、文化、哲学、必修三,5
2025,丰台,一模,5,3,需主代理裁决,非文化模块排除,必修三可判,文化、必修三,2
2025,丰台,一模,6,3,跨模块候选,非文化模块排除,跨模块可判,必修二、文化、必修一、必修三、选必一,5
2025,丰台,一模,7,3,纳入候选,非文化模块排除,纯外模块,必修二、文化,3
2025,丰台,一模,8,3,纳入候选,非文化模块排除,纯外模块,文化、必修二,2
2025,丰台,一模,9,3,排除,非文化模块排除,跨模块可判,必修三、选必一、文化、必修一,6
2025,丰台,二模,1,3,排除,非文化模块排除,跨模块可判,文化、必修一、必修三,3
2025,丰台,二模,10,3,需主代理裁决,非文化模块排除,跨模块可判,必修二、选必二、文化、必修三,6
2025,丰台,二模,11,3,排除,非文化模块排除,纯外模块,文化,1
2025,丰台,二模,12,3,排除,非文化模块排除,纯外模块,选必三、哲学、文化,4
2025,丰台,二模,13,3,排除,非文化模块排除,纯外模块,选必三、文化,3
2025,丰台,二模,14,3,排除,非文化模块排除,纯外模块,哲学、选必三、文化,5
2025,丰台,二模,15,3,跨模块候选,非文化模块排除,纯外模块,文化、必修二,2
2025,丰台,二模,16,3,排除,文化候选；非文化模块排除,纯外模块,文化、哲学,6
2025,丰台,二模,17,3,排除,非文化模块排除,必修三可判,必修三、文化,7
2025,丰台,二模,18,3,纳入候选,非文化模块排除,纯外模块,必修二、文化、必修三,8
2025,丰台,二模,19,3,排除,非文化模块排除,待裁决；纯外模块,选必三、选必二、文化、必修三,7
2025,丰台,二模,2,3,排除,非文化模块排除,必修三可判,必修三、文化,3
2025,丰台,二模,20,3,排除,非文化模块排除,纯外模块,必修二、选必一、文化,5
2025,丰台,二模,21,3,需主代理裁决,文化候选,跨模块可判,必修二、文化、必修三,3
2025,丰台,二模,3,3,排除,非文化模块排除,必修三可判,必修三、文化,3
2025,丰台,二模,4,3,跨模块候选,非文化模块排除,纯外模块,文化、哲学,2
2025,丰台,二模,5,3,排除,文化候选,纯外模块,文化,3
2025,丰台,二模,6,3,排除,文化候选,纯外模块,文化,3
2025,丰台,二模,7,3,纳入候选,非文化模块排除,纯外模块,文化,1
2025,丰台,二模,8,3,跨模块候选,非文化模块排除,跨模块可判,必修二、文化、必修三,4
2025,丰台,二模,9,3,排除,非文化模块排除,跨模块可判,文化、必修三,2
2025,丰台,期末,1,3,排除,文化候选,纯外模块,文化,2
2025,丰台,期末,10,3,排除,非文化模块排除,纯外模块,选必三、文化,3
2025,丰台,期末,11,3,排除,非文化模块排除,跨模块可判,文化、必修三、必修二、选必二,4
2025,丰台,期末,12,3,排除,非文化模块排除,纯外模块,选必二、文化,3
2025,丰台,期末,13,3,纳入候选,非文化模块排除,纯外模块,文化,1
2025,丰台,期末,14,3,纳入候选,非文化模块排除,纯外模块,必修二、文化,3
2025,丰台,期末,15,3,跨模块候选,非文化模块排除,纯外模块,文化、必修二,2
2025,丰台,期末,16,3,排除,非文化模块排除,纯外模块,哲学、文化,3
2025,丰台,期末,17,3,跨模块候选,非文化模块排除,跨模块可判,必修二、文化、必修三,4
2025,丰台,期末,18,3,排除；纳入候选,非文化模块排除,待裁决；必修三可判；纯外模块,必修三、文化、必修二、选必三,9
2025,丰台,期末,19,3,排除,非文化模块排除,纯外模块,选必二、文化,3
2025,丰台,期末,2,3,排除,非文化模块排除,必修三可判,必修三、文化,3
2025,丰台,期末,20,3,排除,非文化模块排除,纯外模块,必修二、选必一、文化,5
2025,丰台,期末,21,3,需主代理裁决,非文化模块排除,必修三可判,必修三、必修二、文化,4
2025,丰台,期末,3,3,跨模块候选,非文化模块排除,跨模块可判,文化、必修三、必修二,3
2025,丰台,期末,4,3,排除,跨模块待主代理裁决,纯外模块,哲学、文化,2
2025,丰台,期末,5,3,纳入候选,非文化模块排除,纯外模块,文化、哲学、必修二,3
2025,丰台,期末,6,3,排除,文化候选,纯外模块,文化,3
2025,丰台,期末,7,3,排除,非文化模块排除,纯外模块,文化、哲学,2
2025,丰台,期末,8,3,排除,非文化模块排除,纯外模块,选必三、文化,3
2025,丰台,期末,9,3,排除,非文化模块排除,纯外模块,选必三、文化,3
2025,北京,高考,1,3,排除,文化候选,本册或跨模块候选,必修三、文化,3
2025,北京,高考,10,3,排除,非文化模块排除,非本册候选，待图片内容排除核验,选必二、哲学、必修二、文化、选必一,6
2025,北京,高考,11,3,排除,非文化模块排除,非本册候选，待图片内容排除核验,哲学、必修二、文化、选必一、选必二,5
2025,北京,高考,12,3,纳入,非文化模块排除,非本册候选，待图片内容排除核验,必修二、哲学、文化、选必一、选必二,6
2025,北京,高考,13,3,纳入,非文化模块排除,本册或跨模块候选,必修二,2
2025,北京,高考,14,3,跨模块,非文化模块排除,非本册候选，待图片内容排除核验,必修二、选必一、哲学、文化、选必二,9
2025,北京,高考,15,3,跨模块,非文化模块排除,非本册候选，待图片内容排除核验,选必一、必修二、必修一、哲学、文化、选必二,9
2025,北京,高考,16,3,排除,文化候选,非细则原因排除,哲学、文化,4
2025,北京,高考,17,3,排除,非文化模块排除,本册或跨模块候选,必修三,2
2025,北京,高考,18,3,排除,非文化模块排除,非细则原因排除,选必二、选必三,6
2025,北京,高考,19,3,纳入,跨模块待主代理裁决；非文化模块排除,非细则原因排除,必修二、文化,9
2025,北京,高考,2,3,排除,非文化模块排除,非本册候选，待图片内容排除核验,选必三、哲学、必修二、文化、选必一、选必二,7
2025,北京,高考,20,3,排除,非文化模块排除,非细则原因排除,必修二、选必一,6
2025,北京,高考,21,3,纳入,非文化模块排除,本册或跨模块候选,必修二,2
2025,北京,高考,3,3,排除,文化候选,非本册候选，待图片内容排除核验,文化、哲学、必修二、选必一、选必二,7
2025,北京,高考,4,3,排除,非文化模块排除,非本册候选，待图片内容排除核验,哲学、必修二、文化、选必一、选必二,6
2025,北京,高考,5,3,排除,非文化模块排除,非本册候选，待图片内容排除核验,选必三、哲学、必修二、文化、选必一、选必二,7
2025,北京,高考,6,3,排除,非文化模块排除,非本册候选，待图片内容排除核验,文化、选必三、哲学、必修二、选必一、选必二,9
2025,北京,高考,7,3,排除,非文化模块排除,非本册候选，待图片内容排除核验,选必三、文化、哲学、必修二、选必一、选必二,8
2025,北京,高考,8,3,排除,跨模块待主代理裁决,本册或跨模块候选,必修三、文化,3
2025,北京,高考,9,3,跨模块,非文化模块排除,本册或跨模块候选,必修三、必修二,3
2025,延庆,一模,1,3,需主代理裁决,非文化模块排除,跨模块可判,必修一、必修二、文化、必修三,4
2025,延庆,一模,10,3,排除,非文化模块排除,跨模块可判,必修二、选必二、文化、必修三,6
2025,延庆,一模,11,3,排除,非文化模块排除,纯外模块,选必二、文化,2
2025,延庆,一模,12,3,纳入候选,非文化模块排除,纯外模块,文化、必修二,2
2025,延庆,一模,13,3,纳入候选,非文化模块排除,纯外模块,文化,1
2025,延庆,一模,14,3,需主代理裁决,非文化模块排除,纯外模块,选必一、文化、必修二,3
2025,延庆,一模,15,3,排除,非文化模块排除,纯外模块,选必一、文化、必修二,4
2025,延庆,一模,16,3,排除,文化候选,纯外模块,文化、哲学,5
2025,延庆,一模,17,3,排除,非文化模块排除,必修三可判,必修三、必修二、文化,4
