book,block,raw,key,own_probe,best,best_probe,top,node,verdict,own_exam_status
xuanbi2,B0273,2025昌平二模 第20题·案例一：AI辅助创作图片的著作权,BJ-2025-CP-ERMO-Q20,0/5,,0/5,{},03　著作权、专利权、商标权与商业秘密,weak_or_bank_text_unusable,22题部分合入；Q20三列两行与Q22并列双框已精确结构化；Q16书法及Q18/Q22学生手写仍未决
xuanbi2,B0274,2026房山二模 第18题·第（1）问：AI数字员工权利边界,BJ-2026-FS-ERMO-Q18,1/5,BJ-2026-FS-ERMO-Q18,1/5,"{""BJ-2026-FS-ERMO-Q18"": 1}",03　著作权、专利权、商标权与商业秘密,weak_or_bank_text_unusable,全部现有来源转换已验收（Sonnet转写修补、异工位独立复核、主控亲审与合后验证）；仅保留不影响作答的有界/次要残留，见 shared_conversion_state.bounded_residual
xuanbi2,B0297,2025西城期末 第19题：唤醒词商标抢注与不正当竞争,BJ-2025-XC-QIMO-Q19,0/5,BJ-2025-HD-QIMO-Q19,2/5,"{""BJ-2025-HD-QIMO-Q19"": 2}",04　公平竞争、数据权益与网络经营秩序,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0301,2025朝阳期末 第20题·案例二：数据抓取与不正当竞争,BJ-2025-CY-QIMO-Q20,1/5,BJ-2025-CY-QIMO-Q20,1/5,"{""BJ-2025-CY-QIMO-Q20"": 1}",04　公平竞争、数据权益与网络经营秩序,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0324,2025门头沟一模 第20题·案例二：简历不诚信与劳动合同解除,BJ-2025-MTG-YIMO-Q20,1/5,BJ-2025-MTG-YIMO-Q20,1/5,"{""BJ-2025-MTG-YIMO-Q20"": 1}",05　劳动关系、就业、竞业限制与职业义务,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0341,2026海淀一模 第18题·第（3）问：隐私与虚假治疗/消费欺诈,BJ-2026-HD-YIMO-Q18,0/5,,0/5,{},06　消费者权益、消费欺诈与惩罚性赔偿,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0343,2025海淀期末 第20题：缺陷产品致财产损害,BJ-2025-HD-QIMO-Q20,1/5,BJ-2025-HD-QIMO-Q20,1/5,"{""BJ-2025-HD-QIMO-Q20"": 1}",06　消费者权益、消费欺诈与惩罚性赔偿,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0348,2025朝阳期末 第20题·案例二：数据抓取与不正当竞争,BJ-2025-CY-QIMO-Q20,1/5,BJ-2025-CY-QIMO-Q20,1/5,"{""BJ-2025-CY-QIMO-Q20"": 1}",06　消费者权益、消费欺诈与惩罚性赔偿,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0390,2024东城二模 第19题·第（1）问：仓储费合同纠纷民事起诉状,BJ-2024-DC-ERMO-Q19,1/5,BJ-2024-DC-ERMO-Q19,1/5,"{""BJ-2024-DC-ERMO-Q19"": 1}",01　调解、仲裁、诉讼、证据、时效与程序规则,weak_or_bank_text_unusable,r3_full 268项完整sources/assets/questions已由controller_merge合入；B1全包审查发现的M1由r2定点补录并经B2核验，B2发现的M2由r3定点纠正并经B3复核pass；主控亲看P04 Q12三栏图并比对Markdown。仅有界定的学生图像/非评分讲评微字及Q18来源元数据minor残留，均affects_answering=false；完整卷待正式验收。
xuanbi2,B0393,2026朝阳一模 第18题：知识产权司法保护（调、惩、辨）,BJ-2026-CY-YIMO-Q18,1/5,BJ-2026-CY-YIMO-Q18,1/5,"{""BJ-2026-CY-YIMO-Q18"": 1}",01　调解、仲裁、诉讼、证据、时效与程序规则,weak_or_bank_text_unusable,全部现有来源转换已验收（Sonnet转写修补、异工位独立复核、主控亲审与合后验证）；仅保留不影响作答的有界/次要残留，见 shared_conversion_state.bounded_residual
xuanbi2,B0401,2025顺义一模 第19题·第（2）问：定分止争的个人、企业与社会价值,BJ-2025-SY-YIMO-Q19,1/5,BJ-2025-SY-YIMO-Q19,1/5,"{""BJ-2025-SY-YIMO-Q19"": 1}",01　调解、仲裁、诉讼、证据、时效与程序规则,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0410,2026丰台期末 第10题,BJ-2026-FT-QIMO-Q10,0/5,BJ-2026-FT-QIMO-Q8,2/5,"{""BJ-2026-FT-QIMO-Q8"": 2}",01　调解、仲裁、诉讼、证据、时效与程序规则,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0445,2025丰台一模 第10题,BJ-2025-FT-YIMO-Q10,1/5,BJ-2025-FT-YIMO-Q10,1/5,"{""BJ-2025-FT-YIMO-Q10"": 1}",02　公益诉讼、司法治理、典型案例与涉外法治,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0454,2025西城期末 第19题：唤醒词商标抢注与不正当竞争,BJ-2025-XC-QIMO-Q19,0/5,BJ-2025-HD-QIMO-Q19,3/5,"{""BJ-2025-HD-QIMO-Q19"": 3}",03　人工智能、数字经济与新技术法律边界,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0456,2025朝阳期末 第20题·案例二：数据抓取与不正当竞争,BJ-2025-CY-QIMO-Q20,1/5,BJ-2025-CY-QIMO-Q20,1/5,"{""BJ-2025-CY-QIMO-Q20"": 1}",03　人工智能、数字经济与新技术法律边界,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0458,2025昌平二模 第20题·案例一：AI辅助创作图片的著作权,BJ-2025-CP-ERMO-Q20,0/5,,0/5,{},03　人工智能、数字经济与新技术法律边界,weak_or_bank_text_unusable,22题部分合入；Q20三列两行与Q22并列双框已精确结构化；Q16书法及Q18/Q22学生手写仍未决
xuanbi2,B0459,2026房山二模 第18题·第（1）问：AI数字员工权利边界,BJ-2026-FS-ERMO-Q18,1/5,BJ-2026-FS-ERMO-Q18,1/5,"{""BJ-2026-FS-ERMO-Q18"": 1}",03　人工智能、数字经济与新技术法律边界,weak_or_bank_text_unusable,全部现有来源转换已验收（Sonnet转写修补、异工位独立复核、主控亲审与合后验证）；仅保留不影响作答的有界/次要残留，见 shared_conversion_state.bounded_residual
xuanbi2,B0464,2026海淀一模 第10题,BJ-2026-HD-YIMO-Q10,1/5,BJ-2026-HD-YIMO-Q10,1/5,"{""BJ-2026-HD-YIMO-Q10"": 1}",03　人工智能、数字经济与新技术法律边界,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
xuanbi2,B0467,2026东城期末 第10题,BJ-2026-DC-QIMO-Q10,0/5,,0/5,{},03　人工智能、数字经济与新技术法律边界,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0010,2026年海淀一模第17题,BJ-2026-HD-YIMO-Q17,0/5,,0/5,{},04　追求认识的客观性,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0016,2025年丰台一模第18题第（1）问,BJ-2025-FT-YIMO-Q18,0/5,BJ-2025-FT-YIMO-Q17,5/5,"{""BJ-2025-FT-YIMO-Q17"": 5}",04　追求认识的客观性,content_is_other_question,已有MD，尚未逐卷独立验收
mind,B0018,2026年丰台期末第20题,BJ-2026-FT-QIMO-Q20,0/5,,0/5,{},04　追求认识的客观性,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0023,2026年顺义一模第21题,BJ-2026-SY-YIMO-Q21,0/5,BJ-2026-TZ-QIMO-Q7,1/5,"{""BJ-2026-TZ-QIMO-Q7"": 1}",04　追求认识的客观性,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0027,2025年丰台一模第18题第（1）问,BJ-2025-FT-YIMO-Q18,0/5,BJ-2025-FT-YIMO-Q17,5/5,"{""BJ-2025-FT-YIMO-Q17"": 5}",05　结果具有预见性,content_is_other_question,已有MD，尚未逐卷独立验收
mind,B0031,2026年海淀一模第17题,BJ-2026-HD-YIMO-Q17,0/5,,0/5,{},06　结果具有可检验性,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0034,2025年丰台一模第18题第（1）问,BJ-2025-FT-YIMO-Q18,0/5,BJ-2025-FT-YIMO-Q17,5/5,"{""BJ-2025-FT-YIMO-Q17"": 5}",06　结果具有可检验性,content_is_other_question,已有MD，尚未逐卷独立验收
mind,B0046,2026年丰台期末第20题,BJ-2026-FT-QIMO-Q20,0/5,,0/5,{},07　整体性,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0056,2026年海淀一模第17题,BJ-2026-HD-YIMO-Q17,0/5,,0/5,{},09　分析与综合,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0061,2026年丰台期末第20题,BJ-2026-FT-QIMO-Q20,0/5,,0/5,{},09　分析与综合,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0074,2026年丰台期末第20题,BJ-2026-FT-QIMO-Q20,0/5,,0/5,{},10　矛盾分析法,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0087,2025年海淀期末第5题,BJ-2025-HD-QIMO-Q5,0/5,,0/5,{},11　量变与质变,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0089,2026年石景山一模第6题,BJ-2026-SJS-YIMO-Q6,0/5,,0/5,{},12　适度原则,weak_or_bank_text_unusable,Q1-Q21题面已由两条独立Luna/max覆盖，六题修复后经Sol复看合入；答案与评分细则尚未独立验收
mind,B0096,2024年东城二模第15题,BJ-2024-DC-ERMO-Q15,0/5,,0/5,{},13　辩证否定,weak_or_bank_text_unusable,r3_full 268项完整sources/assets/questions已由controller_merge合入；B1全包审查发现的M1由r2定点补录并经B2核验，B2发现的M2由r3定点纠正并经B3复核pass；主控亲看P04 Q12三栏图并比对Markdown。仅有界定的学生图像/非评分讲评微字及Q18来源元数据minor残留，均affects_answering=false；完整卷待正式验收。
mind,B0123,2025年海淀期末第18题,BJ-2025-HD-QIMO-Q18,0/5,,0/5,{},18　迁移与想象,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0126,2026年丰台期末第20题,BJ-2026-FT-QIMO-Q20,0/5,,0/5,{},18　迁移与想象,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0134,2026年海淀一模第17题,BJ-2026-HD-YIMO-Q17,0/5,,0/5,{},19　发散思维与聚合思维,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0135,2025年海淀期末第18题,BJ-2025-HD-QIMO-Q18,0/5,,0/5,{},19　发散思维与聚合思维,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0140,2026年丰台期末第20题,BJ-2026-FT-QIMO-Q20,0/5,,0/5,{},19　发散思维与聚合思维,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0149,2025年海淀期末第18题,BJ-2025-HD-QIMO-Q18,0/5,,0/5,{},20　逆向思维,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0162,2026年丰台期末第20题,BJ-2026-FT-QIMO-Q20,0/5,,0/5,{},21　超前思维的探索性、预测性、不确定性,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0165,2026年顺义一模第21题,BJ-2026-SY-YIMO-Q21,0/5,BJ-2026-TZ-QIMO-Q7,1/5,"{""BJ-2026-TZ-QIMO-Q7"": 1}",21　超前思维的探索性、预测性、不确定性,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
mind,B0173,2025年海淀期末第18题,BJ-2025-HD-QIMO-Q18,0/5,,0/5,{},22　超前思维的方法：矛盾分析、推理和想象、调查研究、立足实践,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0008,2026海淀一模第17题,BJ-2026-HD-YIMO-Q17,0/5,,0/5,{},02　划分,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0014,2026通州期末第10题,BJ-2026-TZ-QIMO-Q10,1/5,BJ-2026-TZ-QIMO-Q10,1/5,"{""BJ-2026-TZ-QIMO-Q10"": 1}",02　划分,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0053,2025丰台一模第12题,BJ-2025-FT-YIMO-Q12,1/5,BJ-2025-FT-YIMO-Q18,2/5,"{""BJ-2025-FT-YIMO-Q18"": 2, ""BJ-2025-FT-YIMO-Q12"": 1}",08　假言判断,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0061,2023北京高考第7题,BJ-2023-BJ-GAOKAO-Q7,1/5,BJ-2024-BJ-GAOKAO-Q9,3/5,"{""BJ-2024-BJ-GAOKAO-Q9"": 3, ""BJ-2023-BJ-GAOKAO-Q7"": 1}",09　同一律,weak_or_bank_text_unusable,20题100分；教师版9页、正式评分5页、辅助讲评20页完整来源转换已验收；辅助层不升原卷/E1。
reasoning,B0062,2025丰台一模第13题,BJ-2025-FT-YIMO-Q13,0/5,,0/5,{},09　同一律,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0064,2026东城期末第17题第（2）问·主张1,BJ-2026-DC-QIMO-Q17,0/5,,0/5,{},10　矛盾律与排中律,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0081,2025西城期末第17题第（2）问,BJ-2025-XC-QIMO-Q17,0/5,,0/5,{},12　三段论,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0082,2026东城期末第17题第（2）问·主张3,BJ-2026-DC-QIMO-Q17,0/5,,0/5,{},12　三段论,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0084,2025丰台二模第16题第（2）问,BJ-2025-FT-ERMO-Q16,1/5,BJ-2025-FT-ERMO-Q16,1/5,"{""BJ-2025-FT-ERMO-Q16"": 1}",12　三段论,weak_or_bank_text_unusable,已验收：k1_r2_rebased五项合入；独立B pass_with_residual（0 major）；主控亲看图13双轴图与控制红线表；合后检查链接0断、bank verify通过、12_verify 17/17；验收计划 codex-ft-ermo-20260923-r2 已apply。非作答残留见验收回执。
reasoning,B0087,2025房山一模第16题第（2）问,BJ-2025-FS-YIMO-Q16,1/5,BJ-2020-BJ-GAOKAO-Q1,1/5,"{""BJ-2020-BJ-GAOKAO-Q1"": 1, ""BJ-2023-FT-ERMO-Q21"": 1, ""BJ-2025-FS-YIMO-Q16"": 1}",12　三段论,weak_or_bank_text_unusable,r1全卷候选26项目标已合入。独立复核链为：原B r1除Q19争点外25项PASS；后续独立scoped B确认Q19等级表major不成立；用户裁定Q17原题无图后，独立scoped B确认其N/A_with_basis与NO_HOLD。合后全库链接0断、bank verify通过、12_verify17/17；当前进入批量验收。
reasoning,B0092,2024东城一模第7题,BJ-2024-DC-YIMO-Q7,1/5,BJ-2024-DC-YIMO-Q7,1/5,"{""BJ-2024-DC-YIMO-Q7"": 1}",12　三段论,weak_or_bank_text_unusable,已转写、独立复核、主控合入；全部可用来源已整卷审查，3项不影响作答的学生手写残留已界定并保留。
reasoning,B0093,2026东城期末第6题,BJ-2026-DC-QIMO-Q6,0/5,,0/5,{},12　三段论,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0098,2025顺义一模第7题,BJ-2025-SY-YIMO-Q7,0/5,,0/5,{},12　三段论,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0102,2025海淀一模第21题第（1）问,BJ-2025-HD-YIMO-Q21,0/5,BJ-2025-HD-YIMO-Q1,1/5,"{""BJ-2025-HD-YIMO-Q1"": 1}",13　联言、选言推理,weak_or_bank_text_unusable,Q22学生层补充已合入；只完成受限范围独立复核与主控原图检查。Q22手写连续文字/身份/批注者/分值未决；整卷待复核、未验收。
reasoning,B0106,2025西城二模第16题第（2）问,BJ-2025-XC-ERMO-Q16,1/5,BJ-2025-XC-ERMO-Q16,1/5,"{""BJ-2025-XC-ERMO-Q16"": 1}",14　假言推理,weak_or_bank_text_unusable,已验收全部现有来源；四项有界残余按N/A/不影响作答保留。
reasoning,B0108,2026东城期末第17题第（2）问·主张2,BJ-2026-DC-QIMO-Q17,0/5,,0/5,{},14　假言推理,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0113,2025丰台二模第19题第（1）问,BJ-2025-FT-ERMO-Q19,1/5,BJ-2025-FT-ERMO-Q19,1/5,"{""BJ-2025-FT-ERMO-Q19"": 1}",14　假言推理,weak_or_bank_text_unusable,已验收：k1_r2_rebased五项合入；独立B pass_with_residual（0 major）；主控亲看图13双轴图与控制红线表；合后检查链接0断、bank verify通过、12_verify 17/17；验收计划 codex-ft-ermo-20260923-r2 已apply。非作答残留见验收回执。
reasoning,B0114,2025顺义一模第17题第（1）问,BJ-2025-SY-YIMO-Q17,1/5,BJ-2025-SY-YIMO-Q17,1/5,"{""BJ-2025-SY-YIMO-Q17"": 1}",14　假言推理,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0144,2026通州一模第3题,BJ-2026-TZ-YIMO-Q3,0/5,,0/5,{},16　不完全归纳,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
reasoning,B0160,2024丰台一模第19题第（2）问,BJ-2024-FT-YIMO-Q19,1/5,BJ-2024-FT-YIMO-Q19,1/5,"{""BJ-2024-FT-YIMO-Q19"": 1}",18　类比推理,weak_or_bank_text_unusable,全部现有来源转换已验收（Sonnet转写修补、异工位独立复核、主控亲审与合后验证）；仅保留不影响作答的有界/次要残留，见 shared_conversion_state.bounded_residual
reasoning,B0176,2026东城期末第17题第（2）问,BJ-2026-DC-QIMO-Q17,0/5,,0/5,{},19　多规则综合评析,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0008,2025 朝阳一模 第17题 第（2）问,BJ-2025-CY-YIMO-Q17,0/5,,0/5,{},5.1　创新发展,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0028,2025 海淀一模 第22题（跨模块）,BJ-2025-HD-YIMO-Q22,0/5,BJ-2026-HD-ERMO-Q21,1/5,"{""BJ-2026-HD-ERMO-Q21"": 1, ""BJ-2026-SJS-ERMO-Q1"": 1}",5.1　创新发展,weak_or_bank_text_unusable,Q22学生层补充已合入；只完成受限范围独立复核与主控原图检查。Q22手写连续文字/身份/批注者/分值未决；整卷待复核、未验收。
bixiu2,B0041,2024 海淀期中 第19题,BJ-2024-HD-QIZHONG-Q19,0/5,BJ-2023-HD-QIZHONG-Q19,4/5,"{""BJ-2023-HD-QIZHONG-Q19"": 4, ""BJ-2022-BJ-GAOKAO-Q19"": 1, ""BJ-2023-BJ-GAOKAO-Q19"": 1}",5.1　创新发展,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0120,2024 海淀期中 第19题,BJ-2024-HD-QIZHONG-Q19,0/5,BJ-2023-HD-QIZHONG-Q19,4/5,"{""BJ-2023-HD-QIZHONG-Q19"": 4, ""BJ-2022-BJ-GAOKAO-Q19"": 1, ""BJ-2023-BJ-GAOKAO-Q19"": 1}",5.3　绿色发展,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0131,2026 顺义一模 第21题（跨模块）,BJ-2026-SY-YIMO-Q21,0/5,BJ-2022-BJ-GAOKAO-Q21,1/5,"{""BJ-2022-BJ-GAOKAO-Q21"": 1, ""BJ-2023-DC-ERMO-Q21"": 1, ""BJ-2023-DC-ERMO-Q9"": 1}",5.3　绿色发展,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0158,2025 海淀期中 第16题 第（2）问,BJ-2025-HD-QIZHONG-Q16,0/5,BJ-2024-HD-QIZHONG-Q16,5/5,"{""BJ-2024-HD-QIZHONG-Q16"": 5, ""BJ-2025-HD-QIZHONG-Q25"": 5}",5.4　开放发展,weak_or_bank_text_unusable,独立复核14 pass / 8 fail；Q3/Q8/Q11/Q14/Q16/Q18/Q21跨页题面缺失，Q25为误建伪题，待修复
bixiu2,B0183,2024 海淀期中 第16题（跨模块）,BJ-2024-HD-QIZHONG-Q16,0/5,BJ-2023-HD-QIZHONG-Q16,4/5,"{""BJ-2023-HD-QIZHONG-Q16"": 4, ""BJ-2022-BJ-GAOKAO-Q19"": 1, ""BJ-2023-BJ-GAOKAO-Q19"": 1}",5.4　开放发展,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0190,2025 门头沟一模 第19题（跨模块）,BJ-2025-MTG-YIMO-Q19,0/5,BJ-2025-FS-YIMO-Q14,1/5,"{""BJ-2025-FS-YIMO-Q14"": 1, ""BJ-2025-XC-ERMO-Q19"": 1, ""BJ-2025-XC-QIMO-Q15"": 1}",5.4　开放发展,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0198,2024 海淀期中 第4题,BJ-2024-HD-QIZHONG-Q4,0/5,BJ-2023-HD-QIZHONG-Q4,5/5,"{""BJ-2023-HD-QIZHONG-Q4"": 5}",5.4　开放发展,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0199,2024 海淀期中 第6题,BJ-2024-HD-QIZHONG-Q6,0/5,BJ-2023-HD-QIZHONG-Q6,5/5,"{""BJ-2023-HD-QIZHONG-Q6"": 5}",5.4　开放发展,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0200,2024 海淀期中 第14题（跨模块）,BJ-2024-HD-QIZHONG-Q14,0/5,BJ-2023-HD-QIZHONG-Q14,5/5,"{""BJ-2023-HD-QIZHONG-Q14"": 5}",5.4　开放发展,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0201,2024 海淀期中 第15题（跨模块）,BJ-2024-HD-QIZHONG-Q15,0/5,BJ-2023-HD-QIZHONG-Q15,5/5,"{""BJ-2023-HD-QIZHONG-Q15"": 5}",5.4　开放发展,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0244,2026 海淀一模 第18题 第（2）问,BJ-2026-HD-YIMO-Q18,0/5,BJ-2023-HD-QIZHONG-Q17,1/5,"{""BJ-2023-HD-QIZHONG-Q17"": 1, ""BJ-2024-CY-ERMO-Q16"": 1, ""BJ-2024-CY-QIZHONG-Q20"": 1}",5.5　共享发展,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0259,2026 顺义一模 第21题（跨模块）,BJ-2026-SY-YIMO-Q21,0/5,BJ-2022-BJ-GAOKAO-Q21,1/5,"{""BJ-2022-BJ-GAOKAO-Q21"": 1, ""BJ-2023-DC-ERMO-Q21"": 1, ""BJ-2023-DC-ERMO-Q9"": 1}",5.5　共享发展,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0264,2024 海淀期中 第5题,BJ-2024-HD-QIZHONG-Q5,0/5,BJ-2023-HD-QIZHONG-Q5,5/5,"{""BJ-2023-HD-QIZHONG-Q5"": 5}",5.5　共享发展,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0272,2026 丰台期末 第2题,BJ-2026-FT-QIMO-Q2,0/5,BJ-2026-FT-QIMO-Q1,5/5,"{""BJ-2026-FT-QIMO-Q1"": 5, ""BJ-2025-BJ-GAOKAO-Q17"": 1}",5.5　共享发展,bank_stem_missing_no_redirect,已有MD，尚未逐卷独立验收
bixiu2,B0289,2025 丰台一模 第18题 第（2）问,BJ-2025-FT-YIMO-Q18,0/5,,0/5,{},4.1　生产,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0290,2026 丰台期末 第19题,BJ-2026-FT-QIMO-Q19,0/5,BJ-2022-BJ-GAOKAO-Q19,2/5,"{""BJ-2022-BJ-GAOKAO-Q19"": 2, ""BJ-2023-BJ-GAOKAO-Q19"": 1, ""BJ-2023-CY-YIMO-Q20"": 1}",4.1　生产,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0297,2025 朝阳一模 第17题 第（2）问,BJ-2025-CY-YIMO-Q17,0/5,,0/5,{},4.1　生产,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0304,2026 海淀一模 第18题 第（2）问,BJ-2026-HD-YIMO-Q18,0/5,BJ-2023-HD-QIZHONG-Q17,1/5,"{""BJ-2023-HD-QIZHONG-Q17"": 1, ""BJ-2024-CY-ERMO-Q16"": 1, ""BJ-2024-CY-QIZHONG-Q20"": 1}",4.1　生产,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0308,2025 西城期末 第16题 第（1）问,BJ-2025-XC-QIMO-Q16,0/5,,0/5,{},4.1　生产,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0325,2025 海淀期中 第16题 第（2）问,BJ-2025-HD-QIZHONG-Q16,0/5,BJ-2024-HD-QIZHONG-Q16,5/5,"{""BJ-2024-HD-QIZHONG-Q16"": 5, ""BJ-2025-HD-QIZHONG-Q25"": 5}",4.1　生产,weak_or_bank_text_unusable,独立复核14 pass / 8 fail；Q3/Q8/Q11/Q14/Q16/Q18/Q21跨页题面缺失，Q25为误建伪题，待修复
bixiu2,B0341,2025 海淀期中 第16题 第（1）问,BJ-2025-HD-QIZHONG-Q16,0/5,BJ-2024-HD-QIZHONG-Q16,5/5,"{""BJ-2024-HD-QIZHONG-Q16"": 5, ""BJ-2025-HD-QIZHONG-Q25"": 4, ""BJ-2024-BJ-GAOKAO-Q18"": 1}",4.1　生产,weak_or_bank_text_unusable,独立复核14 pass / 8 fail；Q3/Q8/Q11/Q14/Q16/Q18/Q21跨页题面缺失，Q25为误建伪题，待修复
bixiu2,B0373,2026 通州期末 第3题,BJ-2026-TZ-QIMO-Q3,0/5,,0/5,{},4.1　生产,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0397,2025 海淀期中 第16题 第（1）问,BJ-2025-HD-QIZHONG-Q16,0/5,BJ-2024-HD-QIZHONG-Q16,5/5,"{""BJ-2024-HD-QIZHONG-Q16"": 5, ""BJ-2025-HD-QIZHONG-Q25"": 4, ""BJ-2024-BJ-GAOKAO-Q18"": 1}",4.3　消费,weak_or_bank_text_unusable,独立复核14 pass / 8 fail；Q3/Q8/Q11/Q14/Q16/Q18/Q21跨页题面缺失，Q25为误建伪题，待修复
bixiu2,B0398,2025 朝阳一模 第17题 第（2）问,BJ-2025-CY-YIMO-Q17,0/5,,0/5,{},4.3　消费,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0405,2025 西城期末 第16题 第（1）问,BJ-2025-XC-QIMO-Q16,0/5,,0/5,{},4.3　消费,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0422,2026 海淀一模 第18题 第（2）问,BJ-2026-HD-YIMO-Q18,0/5,BJ-2023-HD-QIZHONG-Q17,1/5,"{""BJ-2023-HD-QIZHONG-Q17"": 1, ""BJ-2024-CY-ERMO-Q16"": 1, ""BJ-2024-CY-QIZHONG-Q20"": 1}",4.3　消费,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
