unit_id,qid,exam_id_raw,exam_id_canonical,num,type,subq,grain,content_fingerprint,script_tier,归属_B1,归属_B2,归属_B3,归属_PH,归属_CU,归属_X1,归属_X2,归属_MI,归属_RE,admission,evidence,evidence_detail,downgrade_notes,dup_of,dup_covered_by,conflict_script_out,identity_redirect,canonical_qid,rule_version,source,ruled
BJ-2024-DC-ERMO-Q8,BJ-2024-DC-ERMO-Q8,BJ-2024-DC-ERMO,BJ-2024-DC-ERMO,8,选择题,,整题,e21299cce05dc404,倾向,OUT,MAYBE,MAYBE,MAYBE,OUT,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-DC-ERMO-Q8,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-DC-ERMO-Q9,BJ-2024-DC-ERMO-Q9,BJ-2024-DC-ERMO,BJ-2024-DC-ERMO,9,选择题,,整题,9345452d5f04299b,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,MAYBE,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-DC-ERMO-Q9,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-DC-ERMO-Q10,BJ-2024-DC-ERMO-Q10,BJ-2024-DC-ERMO,BJ-2024-DC-ERMO,10,选择题,,整题,59c7ac2a59e989b8,不明,OUT,MAYBE,MAYBE,OUT,OUT,OUT,MAYBE,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-DC-ERMO-Q10,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO,BJ-2024-DC-ERMO,11,选择题,,整题,02487186c14587a0,不明,OUT,MAYBE,MAYBE,OUT,OUT,OUT,MAYBE,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-DC-ERMO-Q11,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-DC-ERMO-Q12,BJ-2024-DC-ERMO-Q12,BJ-2024-DC-ERMO,BJ-2024-DC-ERMO,12,选择题,,整题,f045bedb871d8e5b,不明,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-DC-ERMO-Q12,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-DC-ERMO-Q13,BJ-2024-DC-ERMO-Q13,BJ-2024-DC-ERMO,BJ-2024-DC-ERMO,13,选择题,,整题,1a6f2f9bef1a97c4,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-DC-ERMO-Q13,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-DC-ERMO-Q14,BJ-2024-DC-ERMO-Q14,BJ-2024-DC-ERMO,BJ-2024-DC-ERMO,14,选择题,,整题,da273f522ec5d71b,不明,MAYBE,COLLECTED,MAYBE,OUT,OUT,COLLECTED,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-DC-ERMO-Q14,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-DC-ERMO-Q15,BJ-2024-DC-ERMO-Q15,BJ-2024-DC-ERMO,BJ-2024-DC-ERMO,15,选择题,,整题,1ce22ed171745fff,倾向,MAYBE,COLLECTED,MAYBE,OUT,MAYBE,COLLECTED,OUT,COLLECTED,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,MI,,BJ-2024-DC-ERMO-Q15,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q16,BJ-2024-FT-YIMO-Q16,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,16,主观题,,整题,a0144d262c577c6d,不明,OUT,MAYBE,COLLECTED,MAYBE,OUT,OUT,MAYBE,MAYBE,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2024-FT-YIMO-Q16,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q19#1,BJ-2024-FT-YIMO-Q19,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,19,主观题,1,小问,7d80f7846e0662fb,不明,OUT,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,COLLECTED,COLLECTED,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2024-FT-YIMO-Q19,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q19#2,BJ-2024-FT-YIMO-Q19,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,19,主观题,2,小问,0422a77449cb7632,不明,OUT,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,COLLECTED,COLLECTED,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2024-FT-YIMO-Q19,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q1,BJ-2024-FT-YIMO-Q1,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,1,选择题,,整题,1aeaabdb721ffa30,不明,MAYBE,MAYBE,MAYBE,MAYBE,COLLECTED,OUT,OUT,OUT,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q1,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q2,BJ-2024-FT-YIMO-Q2,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,2,选择题,,整题,4b4efbc88f29ac2e,不明,OUT,MAYBE,MAYBE,MAYBE,COLLECTED,OUT,OUT,OUT,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q2,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q3,BJ-2024-FT-YIMO-Q3,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,3,选择题,,整题,110e12b6c0836999,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q3,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q4,BJ-2024-FT-YIMO-Q4,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,4,选择题,,整题,6aa88471148a012e,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q4,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q5,BJ-2024-FT-YIMO-Q5,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,5,选择题,,整题,cc4049f736366b7a,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,COLLECTED,MAYBE,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q5,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q6,BJ-2024-FT-YIMO-Q6,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,6,选择题,,整题,e5b414fef7a9b950,不明,OUT,MAYBE,MAYBE,MAYBE,COLLECTED,OUT,COLLECTED,MAYBE,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q6,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,8,选择题,,整题,9b83f7592e317277,倾向,OUT,IN,MAYBE,COLLECTED,OUT,OUT,OUT,OUT,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,PH,,BJ-2024-FT-YIMO-Q8,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q9,BJ-2024-FT-YIMO-Q9,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,9,选择题,,整题,fc54fa9da1c37394,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,MAYBE,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-YIMO-Q9,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q10,BJ-2024-FT-YIMO-Q10,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,10,选择题,,整题,19976d4b4d679bd9,不明,OUT,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,IN,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q10,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,11,选择题,,整题,d47eed3056d697fb,倾向,OUT,MAYBE,MAYBE,OUT,OUT,OUT,MAYBE,OUT,COLLECTED,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q11,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q12,BJ-2024-FT-YIMO-Q12,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,12,选择题,,整题,0f8e259e0319ce92,不明,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,MAYBE,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q12,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q13,BJ-2024-FT-YIMO-Q13,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,13,选择题,,整题,6206b53f8e939b67,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q13,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q14,BJ-2024-FT-YIMO-Q14,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,14,选择题,,整题,11165f86befc549e,不明,MAYBE,COLLECTED,MAYBE,OUT,OUT,COLLECTED,OUT,MAYBE,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q14,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q15,BJ-2024-FT-YIMO-Q15,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,15,选择题,,整题,1c14f1c801a3061f,不明,MAYBE,MAYBE,MAYBE,OUT,MAYBE,COLLECTED,OUT,OUT,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2024-FT-YIMO-Q15,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q17,BJ-2024-FT-YIMO-Q17,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,17,主观题,,整题,b0c3ebae3a72780d,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,COLLECTED,OUT,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-YIMO-Q17,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q18#1,BJ-2024-FT-YIMO-Q18,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,18,主观题,1,小问,36154861a43cbb87,不明,OUT,COLLECTED,MAYBE,COLLECTED,OUT,MAYBE,MAYBE,OUT,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-YIMO-Q18,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q18#2,BJ-2024-FT-YIMO-Q18,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,18,主观题,2,小问,071151bc5431a364,不明,OUT,COLLECTED,MAYBE,COLLECTED,OUT,MAYBE,MAYBE,OUT,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-YIMO-Q18,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q20,BJ-2024-FT-YIMO-Q20,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,20,主观题,,整题,322018a4c7e1a5c1,倾向,OUT,COLLECTED,OUT,OUT,OUT,IN,MAYBE,OUT,OUT,完整题-有E1,E1,具名核实-Skill闭环记录（rubric_links.csv该题只有'存在候选'的正式评分材料候选行，未确认匹配；book-xuanbi-1.md独立核验已闭环，按Skill结论收） | book-xuanbi-1.md:307 本轮主观E1新闭环7题：2024丰台一模Q20、房山一模Q18(2)、西城二模Q17…,,,,,,BJ-2024-FT-YIMO-Q20,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q21,BJ-2024-FT-YIMO-Q21,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,21,主观题,,整题,ae8161489fd6ab99,不明,OUT,MAYBE,OUT,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,不收-无E1,缺细则-已核实,覆盖rubric_links.csv：该题正式评分材料候选行同为'存在候选'未确认匹配，book-xuanbi-1.md多轮核验确认只有整体等级表/等级条件，没有固定分点，最多E3。 | book-xuanbi-1.md:400 2024丰台一模Q21的正式载体只有整篇等级7—8／4—6／2—3／0—1; book-xuanbi-1.md:418 2024丰台一模Q21只有E3参考方向与同题0—8分等级条件，没有固定分点／角度槽; book-xuanbi-1.md:419 丰台一模Q21固定分点数0，继续未闭环,,,,,,BJ-2024-FT-YIMO-Q21,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-YIMO-Q7,BJ-2024-FT-YIMO-Q7,BJ-2024-FT-YIMO,BJ-2024-FT-YIMO,7,选择题,,整题,e3ef0d0bbdd25453,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,COLLECTED,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-YIMO-Q7,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q17,BJ-2024-FT-ERMO-Q17,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,17,主观题,,整题,cc0034ca9c104a26,倾向,OUT,COLLECTED,OUT,MAYBE,OUT,OUT,COLLECTED,OUT,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2024-FT-ERMO-Q17,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,19,主观题,,整题,f20a915b08de858d,倾向,OUT,MAYBE,OUT,OUT,OUT,COLLECTED,OUT,OUT,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2024-FT-ERMO-Q19,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q1,BJ-2024-FT-ERMO-Q1,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,1,选择题,,整题,1763072d62172f06,倾向,IN,MAYBE,COLLECTED,MAYBE,COLLECTED,OUT,OUT,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q1,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q2,BJ-2024-FT-ERMO-Q2,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,2,选择题,,整题,1ecda3da0f0ed947,倾向,OUT,MAYBE,COLLECTED,MAYBE,COLLECTED,IN,OUT,OUT,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q2,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q3,BJ-2024-FT-ERMO-Q3,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,3,选择题,,整题,95d3ce36104d7b0b,不明,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q3,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q4,BJ-2024-FT-ERMO-Q4,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,4,选择题,,整题,d28530570075104b,不明,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q4,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q5,BJ-2024-FT-ERMO-Q5,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,5,选择题,,整题,58dc4c301bbdcf7a,不明,OUT,COLLECTED,COLLECTED,MAYBE,MAYBE,OUT,COLLECTED,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q5,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q6,BJ-2024-FT-ERMO-Q6,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,6,选择题,,整题,6f29410374649b93,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,COLLECTED,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q6,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q7,BJ-2024-FT-ERMO-Q7,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,7,选择题,,整题,d1c9caeb67b067bb,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q7,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,8,选择题,,整题,94449f3daec06997,倾向,OUT,MAYBE,COLLECTED,MAYBE,OUT,MAYBE,OUT,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q8,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,9,选择题,,整题,1b263bbd462fe1cd,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,IN,MAYBE,OUT,COLLECTED,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,RE,,BJ-2024-FT-ERMO-Q9,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,10,选择题,,整题,783694b52ce0c4d2,倾向,OUT,MAYBE,MAYBE,OUT,OUT,OUT,MAYBE,OUT,COLLECTED,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q10,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q11,BJ-2024-FT-ERMO-Q11,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,11,选择题,,整题,7f4e140bfb13ec73,倾向,OUT,MAYBE,MAYBE,OUT,COLLECTED,OUT,MAYBE,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,CU,,BJ-2024-FT-ERMO-Q11,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q12,BJ-2024-FT-ERMO-Q12,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,12,选择题,,整题,8011ba3f211b7b1d,倾向,OUT,IN,MAYBE,COLLECTED,OUT,OUT,MAYBE,MAYBE,COLLECTED,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q12,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q13,BJ-2024-FT-ERMO-Q13,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,13,选择题,,整题,40b6eaa5936266b4,倾向,OUT,MAYBE,MAYBE,COLLECTED,OUT,OUT,OUT,IN,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,PH,,BJ-2024-FT-ERMO-Q13,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q14,BJ-2024-FT-ERMO-Q14,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,14,选择题,,整题,cae26f057795f6f1,不明,MAYBE,COLLECTED,MAYBE,OUT,OUT,COLLECTED,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q14,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO,BJ-2024-FT-ERMO,15,选择题,,整题,4f45c9db8711b112,不明,MAYBE,MAYBE,MAYBE,OUT,MAYBE,COLLECTED,OUT,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2024-FT-ERMO-Q15,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
