卷,题号,题肢,题型,模块,判定来源,conf,why,unit_id
BJ-2026-CP-QIMO,14,③,选择题(题肢),X1,首判(c042),中,新质生产力、数据要素、乡村振兴属经济；中非合作命运共同体属选必一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q14
BJ-2026-CP-QIMO,14,④,选择题(题肢),X1,首判(c042),中,新质生产力、数据要素、乡村振兴属经济；中非合作命运共同体属选必一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q14
BJ-2026-CP-QIMO,15,A,选择题(题肢),X1,金标(gold_final),高,全球治理倡议、金砖银行、国际调解院、可持续发展议程（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q15
BJ-2026-CP-QIMO,15,B,选择题(题肢),X1,金标(gold_final),高,全球治理倡议、金砖银行、国际调解院、可持续发展议程（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q15
BJ-2026-CP-QIMO,15,C,选择题(题肢),X1,金标(gold_final),高,全球治理倡议、金砖银行、国际调解院、可持续发展议程（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q15
BJ-2026-CP-QIMO,15,D,选择题(题肢),X1,金标(gold_final),高,全球治理倡议、金砖银行、国际调解院、可持续发展议程（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q15
BJ-2026-CY-ERMO,1,③,选择题(题肢),X1,首判(c042),中,正确肢①以人民为中心②创新高质量发展属经济；④中国式现代化属必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CY-ERMO-Q1
BJ-2026-DC-QIMO,1,①,选择题(题肢),X1,首判(c046),中,中华民族现代文明、凝聚力量属文化；③党和国家政治品格涉必修三；无答案键（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-DC-QIMO-Q1
BJ-2026-FT-QIMO,14,①,选择题(题肢),X1,首判(c050),中,海南自贸港封关：高水平开放、制度型开放、要素流动（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-QIMO-Q14
BJ-2026-FT-QIMO,14,②,选择题(题肢),X1,首判(c050),中,海南自贸港封关：高水平开放、制度型开放、要素流动（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-QIMO-Q14
BJ-2026-FT-QIMO,14,④,选择题(题肢),X1,首判(c050),中,海南自贸港封关：高水平开放、制度型开放、要素流动（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-QIMO-Q14
BJ-2026-FT-QIMO,15,①,选择题(题肢),X1,金标(gold_final),中,裁定：判断关键是亚投行作用；Skill将国际组织性质/专门性列为必修二排除，可持续发展仅作背景（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-QIMO-Q15
BJ-2026-FT-QIMO,15,②,选择题(题肢),X1,金标(gold_final),中,裁定：判断关键是亚投行作用；Skill将国际组织性质/专门性列为必修二排除，可持续发展仅作背景（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-QIMO-Q15
BJ-2026-FT-QIMO,15,③,选择题(题肢),X1,金标(gold_final),中,裁定：判断关键是亚投行作用；Skill将国际组织性质/专门性列为必修二排除，可持续发展仅作背景（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-QIMO-Q15
BJ-2026-FT-QIMO,15,④,选择题(题肢),X1,金标(gold_final),中,裁定：判断关键是亚投行作用；Skill将国际组织性质/专门性列为必修二排除，可持续发展仅作背景（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-QIMO-Q15
BJ-2026-HD-QIZHONG,1,④,选择题(题肢),X1,首判(c052),中,①历史时期贡献②基本国情③中特必由之路属B1；④国家利益属X1；缺答案键（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIZHONG-Q1
BJ-2026-HD-QIZHONG,12,①,选择题(题肢),X1,首判(c053),中,题肢考全球治理、国际秩序、发展模式，主属X1；B2仅绿色开放发展理念边缘可用（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIZHONG-Q12
BJ-2026-HD-QIZHONG,12,②,选择题(题肢),X1,首判(c053),中,题肢考全球治理、国际秩序、发展模式，主属X1；B2仅绿色开放发展理念边缘可用（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIZHONG-Q12
BJ-2026-HD-QIZHONG,12,③,选择题(题肢),X1,首判(c053),中,题肢考全球治理、国际秩序、发展模式，主属X1；B2仅绿色开放发展理念边缘可用（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIZHONG-Q12
BJ-2026-HD-QIZHONG,12,④,选择题(题肢),X1,首判(c053),中,题肢考全球治理、国际秩序、发展模式，主属X1；B2仅绿色开放发展理念边缘可用（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIZHONG-Q12
BJ-2026-HD-YIMO,3,③,选择题(题肢),X1,首判(c053),中,①②思维间接性、感性认识属思维；③④和平发展、国家利益落脚点属X1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-YIMO-Q3
BJ-2026-HD-YIMO,3,④,选择题(题肢),X1,首判(c053),中,①②思维间接性、感性认识属思维；③④和平发展、国家利益落脚点属X1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-YIMO-Q3
BJ-2026-SJS-QIMO,4,④,选择题(题肢),X1,首判(c054),中,统一大市场属经济；①行政裁量权属法治政府；④外贸（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-QIMO-Q4
BJ-2026-XC-QIMO,2,②,选择题(题肢),X1,首判(c058),中,开放格局、比较优势属必修二/选必一；①党的决策涉必修三；③改革开放地位属必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-QIMO-Q2
BJ-2026-XC-QIMO,2,④,选择题(题肢),X1,首判(c058),中,开放格局、比较优势属必修二/选必一；①党的决策涉必修三；③改革开放地位属必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-QIMO-Q2
