卷,题号,题肢,题型,模块,判定来源,conf,why,unit_id
BJ-2026-SJS-QIMO,15,B,选择题(题肢),MI,首判(c055),高,形象思维与抽象思维区分，思维基本形态（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-QIMO-Q15
BJ-2026-SJS-QIMO,15,C,选择题(题肢),MI,首判(c055),高,形象思维与抽象思维区分，思维基本形态（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-QIMO-Q15
BJ-2026-SJS-QIMO,15,D,选择题(题肢),MI,首判(c055),高,形象思维与抽象思维区分，思维基本形态（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-QIMO-Q15
BJ-2026-SJS-YIMO,7,D,选择题(题肢),MI,首判(c055),中,ABC假言判断、求同法、不完全归纳属推理；D辩证思维属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-YIMO-Q7
BJ-2026-SY-ERMO,5,B,选择题(题肢),MI,首判(c056),中,选言判断、充分条件推理为主；定性定量分析属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SY-ERMO-Q5
BJ-2026-TZ-QIMO,11,B,选择题(题肢),MI,首判(c057),中,B分析综合、C感性具体到思维具体属MI；A认识论属PH；D类比推理属RE（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-TZ-QIMO-Q11
BJ-2026-TZ-QIMO,11,C,选择题(题肢),MI,首判(c057),中,B分析综合、C感性具体到思维具体属MI；A认识论属PH；D类比推理属RE（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-TZ-QIMO-Q11
BJ-2026-TZ-QIMO,11,D,选择题(题肢),MI,首判(c057),中,B分析综合、C感性具体到思维具体属MI；A认识论属PH；D类比推理属RE（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-TZ-QIMO-Q11
BJ-2026-TZ-YIMO,12,①,选择题(题肢),MI,金标(gold_final),高,超前思维、辩证思维、联想思维、创新思维特征（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-TZ-YIMO-Q12
BJ-2026-TZ-YIMO,12,②,选择题(题肢),MI,金标(gold_final),高,超前思维、辩证思维、联想思维、创新思维特征（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-TZ-YIMO-Q12
BJ-2026-TZ-YIMO,12,③,选择题(题肢),MI,金标(gold_final),高,超前思维、辩证思维、联想思维、创新思维特征（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-TZ-YIMO-Q12
BJ-2026-TZ-YIMO,12,④,选择题(题肢),MI,金标(gold_final),高,超前思维、辩证思维、联想思维、创新思维特征（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-TZ-YIMO-Q12
BJ-2026-XC-QIMO,8,①,选择题(题肢),MI,首判(c058),中,类比推理、充分必要条件、周延、联言判断属推理；①创新思维涉思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-QIMO-Q8
