卷,题号,题肢,题型,模块,判定来源,conf,why,unit_id
BJ-2026-SJS-QIMO,7,③,选择题(题肢),B3,首判(c055),高,全面从严治党、作风建设、党的纯洁性，均为必修三党建（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-QIMO-Q7
BJ-2026-SJS-QIMO,7,④,选择题(题肢),B3,首判(c055),高,全面从严治党、作风建设、党的纯洁性，均为必修三党建（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-QIMO-Q7
BJ-2026-SJS-YIMO,11,③,选择题(题肢),B3,升级复判(escc05),中,低空经济产业政策、市场调节局限属经济；③完善空域管理法规涉立法与政府（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-YIMO-Q11
BJ-2026-SY-ERMO,7,②,选择题(题肢),B3,首判(c056),中,①准确运用概念；②③④社区治理与法治保障（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SY-ERMO-Q7
BJ-2026-SY-ERMO,7,③,选择题(题肢),B3,首判(c056),中,①准确运用概念；②③④社区治理与法治保障（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SY-ERMO-Q7
BJ-2026-SY-ERMO,7,④,选择题(题肢),B3,首判(c056),中,①准确运用概念；②③④社区治理与法治保障（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SY-ERMO-Q7
BJ-2026-SY-YIMO,1,B,选择题(题肢),B3,升级复判(escc05),中,B项党的领导根本保证属必修三；A、D唯物史观错肢属哲学；C属必修一；无文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SY-YIMO-Q1
BJ-2026-TZ-YIMO,1,②,选择题(题肢),B3,升级复判(escc05),中,四个自信、民族觉醒属必修一；初心使命涉必修三；①④人生价值等属哲学；无文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-TZ-YIMO-Q1
BJ-2026-XC-ERMO,1,②,选择题(题肢),B3,首判(c057),中,①唯物史观属PH；③共同富裕、④科技兴农属B2；②制度优势涉B1/B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-ERMO-Q1
BJ-2026-XC-ERMO,1,③,选择题(题肢),B3,首判(c057),中,①唯物史观属PH；③共同富裕、④科技兴农属B2；②制度优势涉B1/B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-ERMO-Q1
BJ-2026-XC-QIMO,11,①,选择题(题肢),B3,首判(c059),中,规范柔性执法、社会治理协同、政务公开属政府依法行政（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-QIMO-Q11
BJ-2026-XC-QIMO,11,②,选择题(题肢),B3,首判(c059),中,规范柔性执法、社会治理协同、政务公开属政府依法行政（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-QIMO-Q11
BJ-2026-XC-QIMO,11,③,选择题(题肢),B3,首判(c059),中,规范柔性执法、社会治理协同、政务公开属政府依法行政（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-QIMO-Q11
BJ-2026-XC-QIMO,11,④,选择题(题肢),B3,首判(c059),中,规范柔性执法、社会治理协同、政务公开属政府依法行政（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-QIMO-Q11
BJ-2026-XC-QIMO,2,①,选择题(题肢),B3,首判(c058),中,开放格局、比较优势属必修二/选必一；①党的决策涉必修三；③改革开放地位属必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-QIMO-Q2
BJ-2026-YQ-YIMO,1,③,选择题(题肢),B3,升级复判(escc05),中,抗战历史意义属必修一；③中流砥柱说明党的领导核心地位，可入必修三（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-YQ-YIMO-Q1
