question_id,exam_id,num,type,type_source,score_text,score_value,subq_hint,source_id,role,variant,rel_path,line_range,chars,option_marks,needs_review,extraction_status
BJ-2025-FT-YIMO-Q16,BJ-2025-FT-YIMO,16,非选择题,,,,,Se8823e6dc1a7,原卷,native,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,116-129,218,0,Y,extracted
BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,非选择题,,,,1/2/3,Se8823e6dc1a7,原卷,native,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,129-159,1310,0,Y,extracted
BJ-2025-FT-YIMO-Q19,BJ-2025-FT-YIMO,19,非选择题,,,,,Se8823e6dc1a7,原卷,native,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,159-163,332,0,Y,extracted
BJ-2025-FT-YIMO-Q20,BJ-2025-FT-YIMO,20,非选择题,,,,,Se8823e6dc1a7,原卷,native,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,163-174,472,0,Y,extracted
BJ-2025-FT-YIMO-Q21,BJ-2025-FT-YIMO,21,非选择题,,,,,Se8823e6dc1a7,原卷,native,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,174-195,365,0,Y,extracted
BJ-2025-FT-YIMO-Q1,BJ-2025-FT-YIMO,1,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,14-38,321,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q2,BJ-2025-FT-YIMO,2,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,38-54,245,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q3,BJ-2025-FT-YIMO,3,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,54-66,281,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q4,BJ-2025-FT-YIMO,4,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,66-86,384,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q5,BJ-2025-FT-YIMO,5,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,86-98,316,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q6,BJ-2025-FT-YIMO,6,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,98-111,348,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q7,BJ-2025-FT-YIMO,7,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,111-123,267,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q8,BJ-2025-FT-YIMO,8,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,123-135,249,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q9,BJ-2025-FT-YIMO,9,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,135-146,249,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q10,BJ-2025-FT-YIMO,10,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,146-158,298,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q11,BJ-2025-FT-YIMO,11,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,158-171,356,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q12,BJ-2025-FT-YIMO,12,待定,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,171-176,151,0,Y,candidate_ocr
BJ-2025-FT-YIMO-Q18,BJ-2025-FT-YIMO,18,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,176-188,256,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q13,BJ-2025-FT-YIMO,13,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,188-215,284,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q14,BJ-2025-FT-YIMO,14,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,215-223,295,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q15,BJ-2025-FT-YIMO,15,选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,223-237,288,4,Y,candidate_ocr
BJ-2025-FT-YIMO-Q16,BJ-2025-FT-YIMO,16,非选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,237-248,238,0,Y,candidate_ocr
BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,非选择题,,,,1/2/3,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,248-294,1316,0,Y,candidate_ocr
BJ-2025-FT-YIMO-Q19,BJ-2025-FT-YIMO,19,非选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,294-303,327,0,Y,candidate_ocr
BJ-2025-FT-YIMO-Q20,BJ-2025-FT-YIMO,20,非选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,303-321,456,0,Y,candidate_ocr
BJ-2025-FT-YIMO-Q21,BJ-2025-FT-YIMO,21,非选择题,,,,,Se8823e6dc1a7,原卷,ocr_candidate,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,321-330,164,0,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q16,BJ-2025-YQ-YIMO,16,非选择题,,（8分）,8,,Sc0a3990e9579,评分材料,native,2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,12-16,237,0,N,extracted
BJ-2025-YQ-YIMO-Q17,BJ-2025-YQ-YIMO,17,非选择题,,(8分),8,,Sc0a3990e9579,评分材料,native,2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,16-52,1310,0,N,extracted
BJ-2025-YQ-YIMO-Q20,BJ-2025-YQ-YIMO,20,非选择题,,（16分）,16,,Sc0a3990e9579,评分材料,native,2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,52-67,1013,0,N,extracted
BJ-2025-YQ-YIMO-Q1,BJ-2025-YQ-YIMO,1,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,6-11,244,4,N,extracted
BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO,2,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,11-17,245,4,N,extracted
BJ-2025-YQ-YIMO-Q3,BJ-2025-YQ-YIMO,3,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,17-29,232,4,N,extracted
BJ-2025-YQ-YIMO-Q4,BJ-2025-YQ-YIMO,4,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,29-32,244,4,N,extracted
BJ-2025-YQ-YIMO-Q5,BJ-2025-YQ-YIMO,5,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,32-45,458,4,N,extracted
BJ-2025-YQ-YIMO-Q6,BJ-2025-YQ-YIMO,6,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,45-57,301,4,N,extracted
BJ-2025-YQ-YIMO-Q7,BJ-2025-YQ-YIMO,7,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,57-62,294,4,N,extracted
BJ-2025-YQ-YIMO-Q8,BJ-2025-YQ-YIMO,8,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,62-67,268,4,N,extracted
BJ-2025-YQ-YIMO-Q9,BJ-2025-YQ-YIMO,9,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,67-83,381,4,N,extracted
BJ-2025-YQ-YIMO-Q10,BJ-2025-YQ-YIMO,10,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,83-88,249,4,N,extracted
BJ-2025-YQ-YIMO-Q11,BJ-2025-YQ-YIMO,11,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,88-93,222,4,N,extracted
BJ-2025-YQ-YIMO-Q12,BJ-2025-YQ-YIMO,12,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,93-105,390,4,N,extracted
BJ-2025-YQ-YIMO-Q13,BJ-2025-YQ-YIMO,13,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,105-109,303,4,N,extracted
BJ-2025-YQ-YIMO-Q14,BJ-2025-YQ-YIMO,14,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,109-113,261,4,N,extracted
BJ-2025-YQ-YIMO-Q15,BJ-2025-YQ-YIMO,15,选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,113-125,434,4,N,extracted
BJ-2025-YQ-YIMO-Q16,BJ-2025-YQ-YIMO,16,非选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,125-128,351,0,Y,extracted
BJ-2025-YQ-YIMO-Q17,BJ-2025-YQ-YIMO,17,非选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,128-135,471,0,Y,extracted
BJ-2025-YQ-YIMO-Q18,BJ-2025-YQ-YIMO,18,非选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,135-151,380,0,Y,extracted
BJ-2025-YQ-YIMO-Q19,BJ-2025-YQ-YIMO,19,非选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,151-156,427,0,Y,extracted
BJ-2025-YQ-YIMO-Q20,BJ-2025-YQ-YIMO,20,非选择题,,,,1/2,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,156-176,1062,0,Y,extracted
BJ-2025-YQ-YIMO-Q21,BJ-2025-YQ-YIMO,21,非选择题,,,,,S94785525e645,原卷,native,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,176-189,615,0,Y,extracted
BJ-2025-YQ-YIMO-Q1,BJ-2025-YQ-YIMO,1,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,13-20,239,4,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO,2,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,20-27,236,4,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q3,BJ-2025-YQ-YIMO,3,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,27-38,244,4,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q4,BJ-2025-YQ-YIMO,4,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,38-48,213,4,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q5,BJ-2025-YQ-YIMO,5,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,48-74,305,4,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q6,BJ-2025-YQ-YIMO,6,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,74-91,302,4,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q7,BJ-2025-YQ-YIMO,7,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,91-99,292,4,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q8,BJ-2025-YQ-YIMO,8,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,99-125,399,4,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q9,BJ-2025-YQ-YIMO,9,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,125-145,371,4,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q10,BJ-2025-YQ-YIMO,10,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,145-152,246,4,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q11,BJ-2025-YQ-YIMO,11,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,152-159,216,4,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q12,BJ-2025-YQ-YIMO,12,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,159-162,124,0,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q14,BJ-2025-YQ-YIMO,14,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,170-176,43,0,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q13,BJ-2025-YQ-YIMO,13,选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,176-256,1976,14,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q18,BJ-2025-YQ-YIMO,18,非选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,256-276,306,0,Y,candidate_ocr
BJ-2025-YQ-YIMO-Q19,BJ-2025-YQ-YIMO,19,非选择题,,,,,S94785525e645,原卷,ocr_candidate,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,333-339,219,0,Y,candidate_ocr
BJ-2025-FS-YIMO-Q16,BJ-2025-FS-YIMO,16,非选择题,,（15 分）,15,1,S17cdecfbd774,评分材料,native,2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,8-12,180,0,N,extracted
BJ-2025-FS-YIMO-Q17,BJ-2025-FS-YIMO,17,非选择题,,（8 分）,8,,S17cdecfbd774,评分材料,native,2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,46-48,147,0,N,extracted
BJ-2025-FS-YIMO-Q18,BJ-2025-FS-YIMO,18,非选择题,,（15 分）,15,1,S17cdecfbd774,评分材料,native,2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,51-54,164,0,N,extracted
BJ-2025-FS-YIMO-Q19,BJ-2025-FS-YIMO,19,非选择题,,（8 分）,8,,S17cdecfbd774,评分材料,native,2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,74-78,184,0,N,extracted
BJ-2025-FS-YIMO-Q20,BJ-2025-FS-YIMO,20,非选择题,,（9 分）,9,,S17cdecfbd774,评分材料,native,2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,91-96,241,0,N,extracted
BJ-2025-FS-YIMO-Q16,BJ-2025-FS-YIMO,16,非选择题,,（15分）,15,1,S17cdecfbd774,评分材料,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,39-45,180,0,Y,candidate_ocr
BJ-2025-FS-YIMO-Q19,BJ-2025-FS-YIMO,19,非选择题,,（8分）,8,,S17cdecfbd774,评分材料,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,94-100,180,0,Y,candidate_ocr
BJ-2025-FS-YIMO-Q20,BJ-2025-FS-YIMO,20,非选择题,,（9分）,9,,S17cdecfbd774,评分材料,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,122-137,219,0,Y,candidate_ocr
BJ-2025-FS-YIMO-Q1,BJ-2025-FS-YIMO,1,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,5-10,249,4,N,extracted
BJ-2025-FS-YIMO-Q2,BJ-2025-FS-YIMO,2,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,10-15,192,4,N,extracted
BJ-2025-FS-YIMO-Q3,BJ-2025-FS-YIMO,3,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,15-20,217,4,N,extracted
BJ-2025-FS-YIMO-Q4,BJ-2025-FS-YIMO,4,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,20-32,269,4,N,extracted
BJ-2025-FS-YIMO-Q5,BJ-2025-FS-YIMO,5,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,32-37,246,4,N,extracted
BJ-2025-FS-YIMO-Q6,BJ-2025-FS-YIMO,6,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,37-41,307,4,N,extracted
BJ-2025-FS-YIMO-Q7,BJ-2025-FS-YIMO,7,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,41-46,233,4,N,extracted
BJ-2025-FS-YIMO-Q8,BJ-2025-FS-YIMO,8,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,46-49,258,4,N,extracted
BJ-2025-FS-YIMO-Q9,BJ-2025-FS-YIMO,9,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,49-60,320,4,N,extracted
BJ-2025-FS-YIMO-Q10,BJ-2025-FS-YIMO,10,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,60-63,263,4,N,extracted
BJ-2025-FS-YIMO-Q11,BJ-2025-FS-YIMO,11,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,63-69,336,4,N,extracted
BJ-2025-FS-YIMO-Q12,BJ-2025-FS-YIMO,12,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,69-72,276,4,N,extracted
BJ-2025-FS-YIMO-Q13,BJ-2025-FS-YIMO,13,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,72-83,264,4,N,extracted
BJ-2025-FS-YIMO-Q14,BJ-2025-FS-YIMO,14,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,83-88,243,4,N,extracted
BJ-2025-FS-YIMO-Q15,BJ-2025-FS-YIMO,15,选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,88-96,231,4,N,extracted
BJ-2025-FS-YIMO-Q16,BJ-2025-FS-YIMO,16,非选择题,,,,1/2/3,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,96-112,691,0,Y,extracted
BJ-2025-FS-YIMO-Q17,BJ-2025-FS-YIMO,17,非选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,112-121,454,0,Y,extracted
BJ-2025-FS-YIMO-Q18,BJ-2025-FS-YIMO,18,非选择题,,,,1/2,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,121-144,936,0,Y,extracted
BJ-2025-FS-YIMO-Q19,BJ-2025-FS-YIMO,19,非选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,144-149,384,0,Y,extracted
BJ-2025-FS-YIMO-Q20,BJ-2025-FS-YIMO,20,非选择题,,,,,S3227fd51f202,原卷,native,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,149-160,279,0,Y,extracted
BJ-2025-FS-YIMO-Q1,BJ-2025-FS-YIMO,1,选择题,,,,,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,12-19,240,4,Y,candidate_ocr
BJ-2025-FS-YIMO-Q2,BJ-2025-FS-YIMO,2,选择题,,,,,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,19-26,191,4,Y,candidate_ocr
BJ-2025-FS-YIMO-Q3,BJ-2025-FS-YIMO,3,选择题,,,,,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,26-32,207,4,Y,candidate_ocr
BJ-2025-FS-YIMO-Q4,BJ-2025-FS-YIMO,4,选择题,,,,,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,32-49,346,7,Y,candidate_ocr
BJ-2025-FS-YIMO-Q10,BJ-2025-FS-YIMO,10,选择题,,,,,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,49-60,240,4,Y,candidate_ocr
BJ-2025-FS-YIMO-Q11,BJ-2025-FS-YIMO,11,选择题,,,,,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,60-73,308,4,Y,candidate_ocr
BJ-2025-FS-YIMO-Q12,BJ-2025-FS-YIMO,12,选择题,,,,,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,73-84,248,4,Y,candidate_ocr
BJ-2025-FS-YIMO-Q13,BJ-2025-FS-YIMO,13,选择题,,,,,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,84-99,252,4,Y,candidate_ocr
BJ-2025-FS-YIMO-Q14,BJ-2025-FS-YIMO,14,选择题,,,,,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,99-106,226,4,Y,candidate_ocr
BJ-2025-FS-YIMO-Q15,BJ-2025-FS-YIMO,15,选择题,,,,,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,106-130,248,4,Y,candidate_ocr
BJ-2025-FS-YIMO-Q16,BJ-2025-FS-YIMO,16,非选择题,,,,1/2,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,130-157,908,0,Y,candidate_ocr
BJ-2025-FS-YIMO-Q19,BJ-2025-FS-YIMO,19,非选择题,,,,,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,157-167,357,0,Y,candidate_ocr
BJ-2025-FS-YIMO-Q20,BJ-2025-FS-YIMO,20,非选择题,,,,2/3,S3227fd51f202,原卷,ocr_candidate,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,167-221,1368,0,Y,candidate_ocr
BJ-2025-CY-YIMO-Q1,BJ-2025-CY-YIMO,1,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,11-26,304,4,N,extracted
BJ-2025-CY-YIMO-Q2,BJ-2025-CY-YIMO,2,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,26-37,454,4,N,extracted
BJ-2025-CY-YIMO-Q3,BJ-2025-CY-YIMO,3,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,37-48,443,4,N,extracted
BJ-2025-CY-YIMO-Q4,BJ-2025-CY-YIMO,4,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,48-59,504,4,N,extracted
BJ-2025-CY-YIMO-Q5,BJ-2025-CY-YIMO,5,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,59-70,401,4,N,extracted
BJ-2025-CY-YIMO-Q6,BJ-2025-CY-YIMO,6,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,70-82,486,4,N,extracted
BJ-2025-CY-YIMO-Q7,BJ-2025-CY-YIMO,7,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,82-93,453,4,N,extracted
BJ-2025-CY-YIMO-Q8,BJ-2025-CY-YIMO,8,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,93-108,590,4,N,extracted
BJ-2025-CY-YIMO-Q9,BJ-2025-CY-YIMO,9,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,108-119,459,4,N,extracted
BJ-2025-CY-YIMO-Q10,BJ-2025-CY-YIMO,10,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,119-130,526,4,N,extracted
BJ-2025-CY-YIMO-Q11,BJ-2025-CY-YIMO,11,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,130-141,491,4,N,extracted
BJ-2025-CY-YIMO-Q12,BJ-2025-CY-YIMO,12,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,141-152,446,4,N,extracted
BJ-2025-CY-YIMO-Q13,BJ-2025-CY-YIMO,13,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,152-163,429,4,N,extracted
BJ-2025-CY-YIMO-Q14,BJ-2025-CY-YIMO,14,选择题,,,,,Sba64c6663074,讲评,native,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,163-177,425,4,N,extracted
