question_id,exam_id,qnum,material_source_id,material_rel_path,material_role,material_kind,pair_status,exam_rubric_status,overlap,num_from_name,evidence
BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,已匹配正式材料,存在冲突,1.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠1.0000(题干487字/材料段748字)；分值文本 8；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并
BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在冲突,0.7906,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.7906(题干487字/材料段455字)；分值文本 8；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,已匹配正式材料,存在冲突,1.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠1.0000(题干86字/材料段1543字)；分值文本 31；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并
BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在冲突,0.9125,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.9125(题干86字/材料段568字)；分值文本 31；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO,1,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.0000(题干338字/材料段3003字)
BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO,1,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.0000(题干338字/材料段1649字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO,2,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干271字/材料段3字)
BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO,2,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干271字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO,3,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干227字/材料段3字)
BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO,3,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干227字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q4,BJ-2024-XC-YIMO,4,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干550字/材料段3字)
BJ-2024-XC-YIMO-Q4,BJ-2024-XC-YIMO,4,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干550字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q6,BJ-2024-XC-YIMO,6,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.0000(题干257字/材料段2967字)
BJ-2024-XC-YIMO-Q6,BJ-2024-XC-YIMO,6,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.0000(题干257字/材料段1613字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q7,BJ-2024-XC-YIMO,7,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干333字/材料段3字)
BJ-2024-XC-YIMO-Q7,BJ-2024-XC-YIMO,7,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干333字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q8,BJ-2024-XC-YIMO,8,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干183字/材料段3字)
BJ-2024-XC-YIMO-Q8,BJ-2024-XC-YIMO,8,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干183字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q9,BJ-2024-XC-YIMO,9,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干227字/材料段3字)
BJ-2024-XC-YIMO-Q9,BJ-2024-XC-YIMO,9,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干227字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO,10,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干252字/材料段4字)
BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO,10,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干252字/材料段4字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q11,BJ-2024-XC-YIMO,11,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.0000(题干750字/材料段2932字)
BJ-2024-XC-YIMO-Q11,BJ-2024-XC-YIMO,11,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.0000(题干750字/材料段1578字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q12,BJ-2024-XC-YIMO,12,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干194字/材料段4字)
BJ-2024-XC-YIMO-Q12,BJ-2024-XC-YIMO,12,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干194字/材料段4字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q13,BJ-2024-XC-YIMO,13,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干225字/材料段4字)
BJ-2024-XC-YIMO-Q13,BJ-2024-XC-YIMO,13,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干225字/材料段4字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q14,BJ-2024-XC-YIMO,14,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干195字/材料段4字)
BJ-2024-XC-YIMO-Q14,BJ-2024-XC-YIMO,14,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干195字/材料段4字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-YIMO-Q15,BJ-2024-XC-YIMO,15,Sf7bcf000f212,2024模拟题/西城一模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干221字/材料段4字)
BJ-2024-XC-YIMO-Q15,BJ-2024-XC-YIMO,15,S91e28443e7a1,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-YIMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干221字/材料段4字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q16,BJ-2024-XC-ERMO,16,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,已匹配正式材料,存在冲突,1.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠1.0000(题干303字/材料段546字)；分值文本 8；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并
BJ-2024-XC-ERMO-Q16,BJ-2024-XC-ERMO,16,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在冲突,0.8139,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.8139(题干303字/材料段261字)；分值文本 8；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q17,BJ-2024-XC-ERMO,17,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,已匹配正式材料,存在冲突,1.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠1.0000(题干493字/材料段544字)；分值文本 9；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并
BJ-2024-XC-ERMO-Q17,BJ-2024-XC-ERMO,17,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在冲突,0.8171,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.8171(题干493字/材料段424字)；分值文本 9；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q18,BJ-2024-XC-ERMO,18,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,已匹配正式材料,存在冲突,1.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠1.0000(题干442字/材料段1905字)；分值文本 33；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并
BJ-2024-XC-ERMO-Q18,BJ-2024-XC-ERMO,18,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在冲突,0.6658,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.6658(题干442字/材料段1026字)；分值文本 33；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q19,BJ-2024-XC-ERMO,19,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,已匹配正式材料,存在冲突,1.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠1.0000(题干154字/材料段524字)；分值文本 5；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并
BJ-2024-XC-ERMO-Q19,BJ-2024-XC-ERMO,19,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在冲突,0.8288,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.8288(题干154字/材料段137字)；分值文本 5；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO,2,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干221字/材料段3字)
BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO,2,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干221字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO,3,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干740字/材料段3字)
BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO,3,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干740字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q5,BJ-2024-XC-ERMO,5,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干338字/材料段3字)
BJ-2024-XC-ERMO-Q5,BJ-2024-XC-ERMO,5,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干338字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q6,BJ-2024-XC-ERMO,6,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.0000(题干176字/材料段3605字)
BJ-2024-XC-ERMO-Q6,BJ-2024-XC-ERMO,6,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.0000(题干176字/材料段1934字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO,7,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干309字/材料段3字)
BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO,7,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干309字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q8,BJ-2024-XC-ERMO,8,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干238字/材料段3字)
BJ-2024-XC-ERMO-Q8,BJ-2024-XC-ERMO,8,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干238字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q9,BJ-2024-XC-ERMO,9,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干259字/材料段3字)
BJ-2024-XC-ERMO-Q9,BJ-2024-XC-ERMO,9,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干259字/材料段3字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q10,BJ-2024-XC-ERMO,10,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干210字/材料段4字)
BJ-2024-XC-ERMO-Q10,BJ-2024-XC-ERMO,10,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干210字/材料段4字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q11,BJ-2024-XC-ERMO,11,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.0000(题干305字/材料段3570字)
BJ-2024-XC-ERMO-Q11,BJ-2024-XC-ERMO,11,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠0.0000(题干305字/材料段1899字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q12,BJ-2024-XC-ERMO,12,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干297字/材料段4字)
BJ-2024-XC-ERMO-Q12,BJ-2024-XC-ERMO,12,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干297字/材料段4字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q13,BJ-2024-XC-ERMO,13,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干195字/材料段4字)
BJ-2024-XC-ERMO-Q13,BJ-2024-XC-ERMO,13,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干195字/材料段4字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2024-XC-ERMO-Q14,BJ-2024-XC-ERMO,14,Sf2e1772f20ed,2024模拟题/西城二模/细则/细则.docx,评分材料,正式评分材料,存在候选,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干672字/材料段4字)
BJ-2024-XC-ERMO-Q14,BJ-2024-XC-ERMO,14,S85ebe0578ce8,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,参考答案,参考答案,已匹配参考答案,存在候选,0.0,,考试身份同(BJ-2024-XC-ERMO)；文件名未限定题号；正文定位方式=行内答案键；题干块6-gram重叠0.0000(题干672字/材料段4字)；经来源实物裁定，本行只证明参考答案，不证明题级E1；同卷正式细则由独立正式评分源承载。
BJ-2025-DC-YIMO-Q16,BJ-2025-DC-YIMO,16,Sc254bbee61da,2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,评分材料,正式评分材料,已匹配正式材料,已匹配正式材料,1.0,,考试身份同(BJ-2025-DC-YIMO)；文件名未限定题号；正文定位方式=题号起首；题干块6-gram重叠1.0000(题干485字/材料段918字)；分值文本 8；同题另一来源块状态较弱(已匹配正式材料)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并；同题另一来源块状态较弱(存在候选)，已按最强状态归并
