source_id,exam_id,rel_path,format,size,pages,role,role_evidence,is_assembly,year,school_year,region,institution,grade,stage,paper_type,version,exam_id_evidence,in_scope
S13d454fdd813,BJ-2024-HD-ERMO,2024模拟题/海淀二模/试卷/补充材料/高三二模：政治试题（以PDF为准）(1).docx,docx,253229,unknown,原卷,路径/文件名含 试卷/试题/原卷,N,2024,2023-2024学年,海淀,unknown,高三,二模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `高三二模：政治试题（以PDF为准）(1).docx` -> 二模; 路径含地区 海淀,Y
S5355283f436e,BJ-2024-HD-ERMO,2024模拟题/海淀二模/试卷/试卷.pdf,pdf,513944,8,原卷,路径/文件名含 试卷/试题/原卷,N,2024,2023-2024学年,海淀,unknown,高三,二模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `海淀二模` -> 二模; 路径含地区 海淀,Y
S935b8ea1e01b,BJ-2024-SJS-YIMO,2024模拟题/石景山一模/细则/细则.pptx,pptx,10536645,67,评分材料,路径/文件名含 细则/评标,N,2024,2023-2024学年,石景山,unknown,高三,一模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `石景山一模` -> 一模; 路径含地区 石景山,Y
Sf581620be44a,BJ-2024-SJS-YIMO,2024模拟题/石景山一模/试卷/试卷.docx,docx,353125,unknown,原卷,路径/文件名含 试卷/试题/原卷,N,2024,2023-2024学年,石景山,unknown,高三,一模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `石景山一模` -> 一模; 路径含地区 石景山,Y
Sf7bcf000f212,BJ-2024-XC-YIMO,2024模拟题/西城一模/细则/细则.docx,docx,48086,unknown,评分材料,路径/文件名含 细则/评标,N,2024,2023-2024学年,西城,unknown,高三,一模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `西城一模` -> 一模; 路径含地区 西城,Y
S91e28443e7a1,BJ-2024-XC-YIMO,2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,docx,42156,unknown,参考答案,文档原生标题为‘答案及评分参考’，含Q1-Q15答案键、Q16-Q19参考答案和一张通用等级描述表；无题级E1细则；正式评分由Sf7bcf000f212承载。,N,2024,2023-2024学年,西城,unknown,高三,一模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `西城一模` -> 一模; 路径含地区 西城,Y
S2aa2ee045f75,BJ-2024-XC-YIMO,2024模拟题/西城一模/试卷/试卷.docx,docx,2046293,unknown,原卷,路径/文件名含 试卷/试题/原卷,N,2024,2023-2024学年,西城,unknown,高三,一模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `西城一模` -> 一模; 路径含地区 西城,Y
S0699487fb810,BJ-2024-DC-ERMO,2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pdf,pdf,1174827,11,讲评,路径/文件名含 讲评,N,2024,2023-2024学年,东城,unknown,高三,二模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `西城东城二模选择题讲评.pdf` -> 二模; 路径含地区 东城,Y
S5253381d5b61,BJ-2024-DC-ERMO,2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pptx,pptx,3106616,17,讲评,路径/文件名含 讲评,N,2024,2023-2024学年,东城,unknown,高三,二模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `西城东城二模选择题讲评.pptx` -> 二模; 路径含地区 东城,Y
Sf2e1772f20ed,BJ-2024-XC-ERMO,2024模拟题/西城二模/细则/细则.docx,docx,50023,unknown,评分材料,路径/文件名含 细则/评标,N,2024,2023-2024学年,西城,unknown,高三,二模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `西城二模` -> 二模; 路径含地区 西城,Y
S85ebe0578ce8,BJ-2024-XC-ERMO,2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,docx,43143,unknown,参考答案,文档原生标题为‘答案及评分参考’，含Q1-Q15答案键、Q16-Q19参考答案和两张通用等级描述表；无题级E1细则；正式评分由Sf2e1772f20ed承载。,N,2024,2023-2024学年,西城,unknown,高三,二模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `西城二模` -> 二模; 路径含地区 西城,Y
S0dbd7271f7bf,BJ-2024-XC-ERMO,2024模拟题/西城二模/试卷/试卷.docx,docx,483636,unknown,原卷,路径/文件名含 试卷/试题/原卷,N,2024,2023-2024学年,西城,unknown,高三,二模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `西城二模` -> 二模; 路径含地区 西城,Y
Sc254bbee61da,BJ-2025-DC-YIMO,2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,pdf,370507,6,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025东城一模` -> 一模; 路径含地区 东城,Y
S46c444a91d49,BJ-2025-DC-YIMO,2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,pdf,810417,9,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025东城一模` -> 一模; 路径含地区 东城,Y
Sc143f0d3215c,BJ-2025-FT-YIMO,2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,docx,28150,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,丰台,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台一模` -> 一模; 路径含地区 丰台,Y
Se8823e6dc1a7,BJ-2025-FT-YIMO,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,pdf,820699,11,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,丰台,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台一模` -> 一模; 路径含地区 丰台,Y
Sc0a3990e9579,BJ-2025-YQ-YIMO,2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,docx,21765,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,延庆,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025延庆一模` -> 一模; 路径含地区 延庆,Y
S94785525e645,BJ-2025-YQ-YIMO,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,pdf,870780,10,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,延庆,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025延庆一模` -> 一模; 路径含地区 延庆,Y
S17cdecfbd774,BJ-2025-FS-YIMO,2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,pdf,245221,4,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,房山,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025房山一模` -> 一模; 路径含地区 房山,Y
S3227fd51f202,BJ-2025-FS-YIMO,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,pdf,785455,16,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,房山,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025房山一模` -> 一模; 路径含地区 房山,Y
Sba64c6663074,BJ-2025-CY-YIMO,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,pptx,660961,unknown,讲评,路径/文件名含 讲评,N,2025,2024-2025学年,朝阳,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `高三政治一模试卷讲评.pptx` -> 一模; 路径含地区 朝阳,Y
Sf5f683a90050,BJ-2025-CY-YIMO,2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,pdf,731224,3,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,朝阳,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025朝阳一模` -> 一模; 路径含地区 朝阳,Y
Sf0b3ab889aa0,BJ-2025-CY-YIMO,2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,doc,50176,unknown,阅卷总结,路径/文件名含 阅卷总结,N,2025,2024-2025学年,朝阳,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025朝阳一模` -> 一模; 路径含地区 朝阳,Y
Sf7bfc3e53261,BJ-2025-CY-YIMO,2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,doc,66048,unknown,阅卷总结,路径/文件名含 阅卷总结,N,2025,2024-2025学年,朝阳,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025朝阳一模` -> 一模; 路径含地区 朝阳,Y
Sb51916fe7b59,BJ-2025-CY-YIMO,2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,doc,52736,unknown,阅卷总结,路径/文件名含 阅卷总结,N,2025,2024-2025学年,朝阳,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025朝阳一模` -> 一模; 路径含地区 朝阳,Y
Se051761a7fc6,BJ-2025-CY-YIMO,2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,pdf,631028,10,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,朝阳,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025朝阳一模` -> 一模; 路径含地区 朝阳,Y
S506347bd4a70,BJ-2025-HD-YIMO,2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,docx,9649034,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,海淀,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025海淀一模` -> 一模; 路径含地区 海淀,Y
Sbe30611f2f07,BJ-2025-HD-YIMO,2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,pdf,1672781,10,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,海淀,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025海淀一模` -> 一模; 路径含地区 海淀,Y
S7ebce670784d,BJ-2025-HD-YIMO,2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,pdf,692410,9,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,海淀,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025海淀一模` -> 一模; 路径含地区 海淀,Y
S0b97375f2f69,BJ-2025-SJS-YIMO,2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,doc,47104,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,石景山,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025石景山一模` -> 一模; 路径含地区 石景山,Y
Sfb8717be46da,BJ-2025-SJS-YIMO,2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,pdf,761460,11,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,石景山,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025石景山一模` -> 一模; 路径含地区 石景山,Y
Saf675a5d751f,BJ-2025-XC-YIMO,2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,docx,29503,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,西城,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025西城一模` -> 一模; 路径含地区 西城,Y
S2542f29bb04e,BJ-2025-XC-YIMO,2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,pdf,847160,10,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,西城,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025西城一模` -> 一模; 路径含地区 西城,Y
S26d9b2280640,BJ-2025-MTG-YIMO,2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,doc,29742,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,门头沟,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025门头沟一模` -> 一模; 路径含地区 门头沟,Y
S1d8a23fe11f5,BJ-2025-MTG-YIMO,2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,pdf,754233,10,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,门头沟,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025门头沟一模` -> 一模; 路径含地区 门头沟,Y
Sbef8332e23ce,BJ-2025-SY-YIMO,2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,docx,2827816,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,顺义,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025顺义一模` -> 一模; 路径含地区 顺义,Y
S9dd43cae443f,BJ-2025-SY-YIMO,2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,pdf,945155,18,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,顺义,unknown,高三,一模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025顺义一模` -> 一模; 路径含地区 顺义,Y
S606dbae1d5ce,BJ-2025-DC-ERMO,2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,pdf,327662,5,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,东城,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025东城二模` -> 二模; 路径含地区 东城,Y
S9b287871f660,BJ-2025-DC-ERMO,2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,pdf,575180,8,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,东城,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025东城二模` -> 二模; 路径含地区 东城,Y
S2f596046ed6d,BJ-2025-FT-ERMO,2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc,doc,1120834,unknown,评分细则_分题切片,路径含 分题细则,N,2025,2024-2025学年,丰台,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台二模评标细则` -> 二模; 路径含地区 丰台,Y
Se3e9942211ec,BJ-2025-FT-ERMO,2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx,docx,861603,unknown,评分细则_分题切片,路径含 分题细则,N,2025,2024-2025学年,丰台,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台二模评标细则` -> 二模; 路径含地区 丰台,Y
S71d970ada83c,BJ-2025-FT-ERMO,2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx,docx,1892630,unknown,评分细则_分题切片,路径含 分题细则,N,2025,2024-2025学年,丰台,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台二模评标细则` -> 二模; 路径含地区 丰台,Y
S56b5533477c2,BJ-2025-FT-ERMO,2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx,docx,3477321,unknown,评分细则_分题切片,路径含 分题细则,N,2025,2024-2025学年,丰台,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台二模评标细则` -> 二模; 路径含地区 丰台,Y
S0e0ec077bf92,BJ-2025-FT-ERMO,2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx,docx,650202,unknown,评分细则_分题切片,路径含 分题细则,N,2025,2024-2025学年,丰台,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台二模评标细则` -> 二模; 路径含地区 丰台,Y
Sa85076fc73d8,BJ-2025-FT-ERMO,2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx,docx,530536,unknown,评分细则_分题切片,路径含 分题细则,N,2025,2024-2025学年,丰台,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台二模评标细则` -> 二模; 路径含地区 丰台,Y
S17616554d573,BJ-2025-FT-ERMO,2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx,docx,894350,unknown,评分细则_分题切片,路径含 分题细则,N,2025,2024-2025学年,丰台,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台二模评标细则` -> 二模; 路径含地区 丰台,Y
S11303432404c,BJ-2025-FT-ERMO,2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,docx,5374172,unknown,评分细则_分题切片,路径含 分题细则,N,2025,2024-2025学年,丰台,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台二模评标细则` -> 二模; 路径含地区 丰台,Y
S9f3b48608884,BJ-2025-FT-ERMO,2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,pdf,851941,10,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,丰台,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台二模` -> 二模; 路径含地区 丰台,Y
Saf3875177855,BJ-2025-CP-ERMO,2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,pptx,3287406,21,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,昌平,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025昌平二模` -> 二模; 路径含地区 昌平,Y
S6e5080fb116a,BJ-2025-CP-ERMO,2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,pdf,826723,11,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,昌平,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025昌平二模` -> 二模; 路径含地区 昌平,Y
S73c36c3077dc,BJ-2025-CY-ERMO,2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,docx,29885,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,朝阳,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025朝阳二模` -> 二模; 路径含地区 朝阳,Y
S613f35ecb7c4,BJ-2025-CY-ERMO,2025模拟题/2025各区二模/2025朝阳二模/试卷/补充材料/扫描全能王 2025-05-13 21.42.pdf,pdf,4268564,6,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,朝阳,unknown,高三,二模,模拟考试,扫描版,顶层目录 2025模拟题; 最深含阶段段 `2025朝阳二模` -> 二模; 路径含地区 朝阳,Y
S6009b3f19a33,BJ-2025-CY-ERMO,2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,pdf,704674,10,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,朝阳,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025朝阳二模` -> 二模; 路径含地区 朝阳,Y
S086cafc0d843,BJ-2025-HD-ERMO,2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,pdf,5903279,71,讲评,路径/文件名含 讲评,N,2025,2024-2025学年,海淀,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025届二模考试讲评0510.pdf` -> 二模; 路径含地区 海淀,Y
Sfc56fdd304fd,BJ-2025-HD-ERMO,2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,docx,146207,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,海淀,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025海淀二模` -> 二模; 路径含地区 海淀,Y
S10b5fafe8824,BJ-2025-HD-ERMO,2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,docx,15122,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,海淀,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025年海淀二模评标实录.docx` -> 二模; 路径含地区 海淀,Y
S7ff16fecb25f,BJ-2025-HD-ERMO,2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,pdf,7863464,8,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,海淀,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025海淀二模` -> 二模; 路径含地区 海淀,Y
Scfb0f19ef38a,BJ-2025-XC-ERMO,2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,docx,43967,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,西城,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025西城二模` -> 二模; 路径含地区 西城,Y
S06c08602a2f5,BJ-2025-XC-ERMO,2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,pdf,971063,10,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,西城,unknown,高三,二模,模拟考试,,顶层目录 2025模拟题; 最深含阶段段 `2025西城二模` -> 二模; 路径含地区 西城,Y
S5b78436dd863,BJ-2025-DC-QIMO,2025模拟题/2025各区期末/2025东城期末/细则/细则.pdf,pdf,1375593,17,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,东城,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `2025东城期末` -> 期末; 路径含地区 东城,Y
S26b117376526,BJ-2025-DC-QIMO,2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,pptx,8107362,34,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,东城,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `东城期末.pptx` -> 期末; 路径含地区 东城,Y
S8eda36bd87db,BJ-2025-DC-QIMO,2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,pdf,704654,20,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,东城,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `2025东城期末` -> 期末; 路径含地区 东城,Y
S360d57a4b250,BJ-2025-FT-QIMO,2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,pptx,5796219,62,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,丰台,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台期末` -> 期末; 路径含地区 丰台,Y
S89765092a6f2,BJ-2025-FT-QIMO,2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,pdf,1008849,18,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,丰台,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `2025丰台期末` -> 期末; 路径含地区 丰台,Y
S195324f05d7e,BJ-2025-CY-QIMO,2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,pptx,123585,36,未知,无角色线索,N,2025,2024-2025学年,朝阳,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `朝阳高三期末2025.pptx` -> 期末; 路径含地区 朝阳,Y
S953eaee3f98d,BJ-2025-CY-QIMO,2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,pdf,2249777,6,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,朝阳,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `2025朝阳期末` -> 期末; 路径含地区 朝阳,Y
Sec82917288aa,BJ-2025-CY-QIMO,2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,pdf,707918,9,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,朝阳,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `2025朝阳期末` -> 期末; 路径含地区 朝阳,Y
S7bbd92bd3b93,BJ-2025-HD-QIZHONG,2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,docx,1478316,unknown,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,海淀,unknown,高三,期中,期中考试,,顶层目录 2025模拟题; 最深含阶段段 `2025海淀期中` -> 期中; 路径含地区 海淀,Y
Sb452d8b4e21b,BJ-2025-HD-QIZHONG,2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,pdf,773864,10,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,海淀,unknown,高三,期中,期中考试,,顶层目录 2025模拟题; 最深含阶段段 `2025海淀期中` -> 期中; 路径含地区 海淀,Y
S4b22b6c78aad,BJ-2025-HD-QIMO,2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,pptx,8891068,71,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,海淀,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `2025海淀期末` -> 期末; 路径含地区 海淀,Y
Sb960993a71bd,BJ-2025-HD-QIMO,2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,docx,667420,unknown,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,海淀,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `2025海淀期末` -> 期末; 路径含地区 海淀,Y
S89d264a31e34,BJ-2025-XC-QIMO,2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,pdf,503340,5,评分材料,路径/文件名含 细则/评标,N,2025,2024-2025学年,西城,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `2025西城期末` -> 期末; 路径含地区 西城,Y
S6662da1c2772,BJ-2025-XC-QIMO,2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf,pdf,998833,10,原卷,路径/文件名含 试卷/试题/原卷,N,2025,2024-2025学年,西城,unknown,高三,期末,期末考试,,顶层目录 2025模拟题; 最深含阶段段 `2025西城期末` -> 期末; 路径含地区 西城,Y
Sbbcb45c7197f,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,pptx,33684424,11,评分细则_分题切片,路径含 分题细则,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `东城一模评标细则（勿传）` -> 一模; 路径含地区 东城,Y
S3566266405cd,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,pptx,12028511,7,评分细则_分题切片,路径含 分题细则,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `东城一模评标细则（勿传）` -> 一模; 路径含地区 东城,Y
S5a07157a05d1,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,pptx,19133563,16,评分细则_分题切片,路径含 分题细则,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `东城一模评标细则（勿传）` -> 一模; 路径含地区 东城,Y
