source_id,rel_path,original_path,format,size,sha256,top_dir,in_scope,exclude_reason,alias_count,alias_paths,pages,pages_source,read_status,process_status,output_path
S0dbd7271f7bf,2024模拟题/西城二模/试卷/试卷.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/西城二模/试卷/试卷.docx,docx,483636,0dbd7271f7bf108d41417b2ffdd3f36dcd86ac93c99fe18a42b1bfee5565c0fc,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,unknown,docx 无固定页数；实测 段落173 表格1,pending,pending,
Sf986728ea555,2024模拟题/顺义思政二模/细则/细则.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/顺义思政二模/细则/细则.docx,docx,32521,f986728ea555a6edc1669835ceef949b8129895ba54cc64f0de67968ea29527f,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,unknown,docx 无固定页数；实测 段落38 表格1,pending,pending,
S33010f3bed39,2024模拟题/顺义思政二模/试卷/试卷.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/顺义思政二模/试卷/试卷.docx,docx,13156426,33010f3bed39e2759cf1ca3d22d4526f77e22833c208efb1aaf3611a8dd67df7,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,unknown,docx 无固定页数；实测 段落180 表格2,pending,pending,
Sc254bbee61da,2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,pdf,370507,c254bbee61da4abda65388bd2bd144b0e7efc781e9890208535e7882fbf278da,2025模拟题,Y,,4,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/交接给ChatPro_20260908_修订31/经济v25_修订31交接/03_原料/2025模拟题/LOCAL-067_细则.pdf | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/协作验收/ChatPro首批10题_20260908/ChatPro候选_首批10题结果/ChatPro候选_证据原件/ChatPro候选_LOCAL-067_细则.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025Σ╕£σƒÄΣ╕Çµ¿í/τ╗åσêÖ/τ╗åσêÖ.pdf,6,pdfinfo,pending,pending,
S46c444a91d49,2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,pdf,810417,46c444a91d491a4fc02f2497e24eb79f6639652c8b8f962b60a562f89c25a9d0,2025模拟题,Y,,4,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/交接给ChatPro_20260908_修订31/经济v25_修订31交接/03_原料/2025模拟题/LOCAL-068_试卷.pdf | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/协作验收/ChatPro首批10题_20260908/ChatPro候选_首批10题结果/ChatPro候选_证据原件/ChatPro候选_LOCAL-068_试卷.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025Σ╕£σƒÄΣ╕Çµ¿í/Φ»òσì╖/Φ»òσì╖.pdf,9,pdfinfo,pending,pending,
Sc143f0d3215c,2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,docx,28150,c143f0d3215c3417f3d92a9257422f5507ed541c417298f7d25b9e92986b4390,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025Σ╕░σÅ░Σ╕Çµ¿í/τ╗åσêÖ/τ╗åσêÖ.docx,unknown,docx 无固定页数；实测 段落1 表格4,pending,pending,
Se8823e6dc1a7,2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,pdf,820699,e8823e6dc1a71cac6fefaa93e8ec2ab6e91459e0ff590a0d5b6c253428f790be,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025Σ╕░σÅ░Σ╕Çµ¿í/Φ»òσì╖/Φ»òσì╖.pdf,11,pdfinfo,pending,pending,
Sc0a3990e9579,2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,docx,21765,c0a3990e95796ddd4cd3b26a92bc9b30a041d503605e53322d2f26528c51bb4c,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025σ╗╢σ║åΣ╕Çµ¿í/τ╗åσêÖ/τ╗åσêÖ.docx,unknown,docx 无固定页数；实测 段落54 表格2,pending,pending,
S94785525e645,2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,pdf,870780,94785525e6452e6fd5e8d4ca2abd0f858cc1e7dfdf02bdd97a1a7b90bee3bdc5,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025σ╗╢σ║åΣ╕Çµ¿í/Φ»òσì╖/Φ»òσì╖.pdf,10,pdfinfo,pending,pending,
S17cdecfbd774,2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,pdf,245221,17cdecfbd774ee7902feb4494c59cdd2f944a217046b51205283bcf1c9ed0ca3,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025µê┐σ▒▒Σ╕Çµ¿í/τ╗åσêÖ/τ╗åσêÖ.pdf,4,pdfinfo,pending,pending,
S3227fd51f202,2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,pdf,785455,3227fd51f2020c047e93984cd14d604177ce97094364e17f2dac099fabac1d69,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025µê┐σ▒▒Σ╕Çµ¿í/Φ»òσì╖/Φ»òσì╖.pdf,16,pdfinfo,pending,pending,
Sba64c6663074,2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,pptx,660961,ba64c66630749a52d240668723d17f45f94c7aa3627c86bfa38e3fca843babfc,2025模拟题,Y,,4,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/交接给ChatPro_20260908_修订31/经济v25_修订31交接/03_原料/2025模拟题/LOCAL-075_高三政治一模试卷讲评.pptx | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/协作验收/ChatPro首批10题_20260908/ChatPro候选_首批10题结果/ChatPro候选_证据原件/ChatPro候选_LOCAL-075_高三政治一模试卷讲评.pptx | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025µ£¥Θÿ│Σ╕Çµ¿í/σà╢Σ╗ûµ¥ÉµûÖ/Θ½ÿΣ╕ëµö┐µ▓╗Σ╕Çµ¿íΦ»òσì╖Φ«▓Φ»ä.pptx,unknown,"探针异常: XMLSyntaxError('Namespace prefix w for pos on tab is not defined, line 1, column 1202')",pending,pending,
Sf5f683a90050,2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,pdf,731224,f5f683a900508fd228d6591418f9ef75d8a95ae09cf1b16d3b0427017234468b,2025模拟题,Y,,4,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/交接给ChatPro_20260908_修订31/经济v25_修订31交接/03_原料/2025模拟题/LOCAL-076_细则.pdf | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/协作验收/ChatPro首批10题_20260908/ChatPro候选_首批10题结果/ChatPro候选_证据原件/ChatPro候选_LOCAL-076_细则.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025µ£¥Θÿ│Σ╕Çµ¿í/τ╗åσêÖ/τ╗åσêÖ.pdf,3,pdfinfo,pending,pending,
Sf0b3ab889aa0,2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,doc,50176,f0b3ab889aa0b17b72b6627f65ee642a1808be1522ce2a0be585dffb67a320f6,2025模拟题,Y,,3,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/交接给ChatPro_20260908_修订31/经济v25_修订31交接/03_原料/2025模拟题/LOCAL-077_20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025µ£¥Θÿ│Σ╕Çµ¿í/τ╗åσêÖ/ΦíÑσààµ¥ÉµûÖ/20250329Θ½ÿ3Θÿàσì╖µÇ╗τ╗ô17 1Θóÿ σà╖Φ║½µÖ║Φâ╜ Σ╗╗Σ╝Üµ│óτ╗ä ΘÿÉΘçèΦ«║Φ»ü.doc,unknown,.doc 旧格式未转换，页数待 soffice 转换后取得,pending,pending,
Sf7bfc3e53261,2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,doc,66048,f7bfc3e53261b659a664e7213813d7d0e34535e0a397d6421b873a5b81c509c5,2025模拟题,Y,,3,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/交接给ChatPro_20260908_修订31/经济v25_修订31交接/03_原料/2025模拟题/LOCAL-078_20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025µ£¥Θÿ│Σ╕Çµ¿í/τ╗åσêÖ/ΦíÑσààµ¥ÉµûÖ/20250329Θ½ÿ3Θÿàσì╖µÇ╗τ╗ô18Θóÿ τñ╛σî║µ▓╗τÉå µ▒ñµíâτÄ▓τ╗ä µÄóτ⌐╢σ╗║µ₧ä.doc,unknown,.doc 旧格式未转换，页数待 soffice 转换后取得,pending,pending,
Sb51916fe7b59,2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,doc,52736,b51916fe7b59403aa767088ddd506ce037140c2be45dd55106efd9e8e4686ecc,2025模拟题,Y,,3,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/交接给ChatPro_20260908_修订31/经济v25_修订31交接/03_原料/2025模拟题/LOCAL-079_20250329高3阅卷总结19题 合同欺诈  阐释论证.doc | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025µ£¥Θÿ│Σ╕Çµ¿í/τ╗åσêÖ/ΦíÑσààµ¥ÉµûÖ/20250329Θ½ÿ3Θÿàσì╖µÇ╗τ╗ô19Θóÿ σÉêσÉîµ¼║Φ»ê  ΘÿÉΘçèΦ«║Φ»ü.doc,unknown,.doc 旧格式未转换，页数待 soffice 转换后取得,pending,pending,
Se051761a7fc6,2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,pdf,631028,e051761a7fc68fef22be094a9ea823b1ed1e2b56fc4b9cfd6a382f7c7c00011b,2025模拟题,Y,,4,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/交接给ChatPro_20260908_修订31/经济v25_修订31交接/03_原料/2025模拟题/LOCAL-080_试卷.pdf | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/协作验收/ChatPro首批10题_20260908/ChatPro候选_首批10题结果/ChatPro候选_证据原件/ChatPro候选_LOCAL-080_试卷.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025µ£¥Θÿ│Σ╕Çµ¿í/Φ»òσì╖/Φ»òσì╖.pdf,10,pdfinfo,pending,pending,
S506347bd4a70,2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,docx,9649034,506347bd4a7061dd62d9c39a7d0a86036d7beb2e3bd6bdabfb69482595771036,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025µ╡╖µ╖ÇΣ╕Çµ¿í/τ╗åσêÖ/τ╗åσêÖ.docx,unknown,docx 无固定页数；实测 段落80 表格0,pending,pending,
Sbe30611f2f07,2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,pdf,1672781,be30611f2f07a1374caa94169907a379ab23b6d6ef390647ca58b64e577b833a,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025µ╡╖µ╖ÇΣ╕Çµ¿í/Φ»òσì╖/ΦíÑσààµ¥ÉµûÖ/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,10,pdfinfo,pending,pending,
S7ebce670784d,2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,pdf,692410,7ebce670784d805ee092db689d2bca675ca5ef4f7394a3229530a1423341fbd9,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025µ╡╖µ╖ÇΣ╕Çµ¿í/Φ»òσì╖/Φ»òσì╖.pdf,9,pdfinfo,pending,pending,
S0b97375f2f69,2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,doc,47104,0b97375f2f69e53d9d17a16ce32d06d76fc069edba4884aae8d0750ec88e1288,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025τƒ│µÖ»σ▒▒Σ╕Çµ¿í/τ╗åσêÖ/τ╗åσêÖ.doc,unknown,.doc 旧格式未转换，页数待 soffice 转换后取得,pending,pending,
Sfb8717be46da,2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,pdf,761460,fb8717be46dabe77b9b92db5b9fac854bee5c11c7cac53704bcdd1abca2676f5,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025τƒ│µÖ»σ▒▒Σ╕Çµ¿í/Φ»òσì╖/Φ»òσì╖.pdf,11,pdfinfo,pending,pending,
Saf675a5d751f,2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,docx,29503,af675a5d751f41db34d996ea71aeb9dfcb9ac0e86ef2acf40e2f7fd03ca99939,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025ΦÑ┐σƒÄΣ╕Çµ¿í/τ╗åσêÖ/τ╗åσêÖ.docx,unknown,docx 无固定页数；实测 段落99 表格2,pending,pending,
S2542f29bb04e,2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,pdf,847160,2542f29bb04e2ae014d6d61f553b812926c2a998785ce44cb815ef347d5deca5,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025ΦÑ┐σƒÄΣ╕Çµ¿í/Φ»òσì╖/Φ»òσì╖.pdf,10,pdfinfo,pending,pending,
S26d9b2280640,2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,doc,29742,26d9b228064053c19109fc9d3462d2e4cc561009b2d2229d4ec60055a2229973,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025Θù¿σñ┤µ▓ƒΣ╕Çµ¿í/τ╗åσêÖ/τ╗åσêÖ.doc,unknown,.doc 旧格式未转换，页数待 soffice 转换后取得,pending,pending,
S1d8a23fe11f5,2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,pdf,754233,1d8a23fe11f59810bcbe7bb7bfd3ecdd9ff89e3bfd5e422559ca6200e18cc009,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025Θù¿σñ┤µ▓ƒΣ╕Çµ¿í/Φ»òσì╖/Φ»òσì╖.pdf,10,pdfinfo,pending,pending,
Sbef8332e23ce,2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,docx,2827816,bef8332e23ce30ac4e04eef21ff030c777eb4088111eb581c4b5257ae37a8fcc,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025Θí║Σ╣ëΣ╕Çµ¿í/τ╗åσêÖ/τ╗åσêÖ.docx,unknown,docx 无固定页数；实测 段落86 表格0,pending,pending,
S9dd43cae443f,2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,pdf,945155,9dd43cae443f853c0799034210e45b3e1040c48facb2cdf3d42dbba195ee4b16,2025模拟题,Y,,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ╕Çµ¿í/2025Θí║Σ╣ëΣ╕Çµ¿í/Φ»òσì╖/Φ»òσì╖.pdf,18,pdfinfo,pending,pending,
S606dbae1d5ce,2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,pdf,327662,606dbae1d5ce3e59c8daef227c8b797cfbda2b7f90b8c9e07f47654af13e1cc2,2025模拟题,Y,,4,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/交接给ChatPro_20260908_修订31/经济v25_修订31交接/03_原料/2025模拟题/LOCAL-092_细则.pdf | /Users/wanglifei/Desktop/2026模拟题/必修二_v25续作_20260908/协作验收/ChatPro首批10题_20260908/ChatPro候选_首批10题结果/ChatPro候选_证据原件/ChatPro候选_LOCAL-092_细则.pdf | /Users/wanglifei/Desktop/gpt和claude共同的小窝/DeepSeek_政治题库资料库_20260918/tmp/zip_extract/2025模拟题/2025µ¿íµïƒΘóÿ/2025σÉäσî║Σ║îµ¿í/2025Σ╕£σƒÄΣ║îµ¿í/τ╗åσêÖ/τ╗åσêÖ.pdf,5,pdfinfo,pending,pending,
