unit_id,qid,exam_id_canonical,num,type,subq,grain,归属_X2,admission,evidence,evidence_detail,script_tier,rule_version
BJ-2024-DC-ERMO-Q17#1,BJ-2024-DC-ERMO-Q17,BJ-2024-DC-ERMO,17,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q17#2,BJ-2024-DC-ERMO-Q17,BJ-2024-DC-ERMO,17,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q4,BJ-2024-DC-ERMO-Q4,BJ-2024-DC-ERMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q5,BJ-2024-DC-ERMO-Q5,BJ-2024-DC-ERMO,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q13,BJ-2024-DC-ERMO-Q13,BJ-2024-DC-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q14,BJ-2024-DC-ERMO-Q14,BJ-2024-DC-ERMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q15,BJ-2024-DC-ERMO-Q15,BJ-2024-DC-ERMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q1,BJ-2024-FT-YIMO-Q1,BJ-2024-FT-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q2,BJ-2024-FT-YIMO-Q2,BJ-2024-FT-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q3,BJ-2024-FT-YIMO-Q3,BJ-2024-FT-YIMO,3,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q4,BJ-2024-FT-YIMO-Q4,BJ-2024-FT-YIMO,4,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q13,BJ-2024-FT-YIMO-Q13,BJ-2024-FT-YIMO,13,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q14,BJ-2024-FT-YIMO-Q14,BJ-2024-FT-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q15,BJ-2024-FT-YIMO-Q15,BJ-2024-FT-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q7,BJ-2024-FT-YIMO-Q7,BJ-2024-FT-YIMO,7,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q1,BJ-2024-FT-ERMO-Q1,BJ-2024-FT-ERMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q2,BJ-2024-FT-ERMO-Q2,BJ-2024-FT-ERMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q3,BJ-2024-FT-ERMO-Q3,BJ-2024-FT-ERMO,3,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q4,BJ-2024-FT-ERMO-Q4,BJ-2024-FT-ERMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q7,BJ-2024-FT-ERMO-Q7,BJ-2024-FT-ERMO,7,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q13,BJ-2024-FT-ERMO-Q13,BJ-2024-FT-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q14,BJ-2024-FT-ERMO-Q14,BJ-2024-FT-ERMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q16,BJ-2024-FT-ERMO-Q16,BJ-2024-FT-ERMO,16,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q20,BJ-2024-FT-ERMO-Q20,BJ-2024-FT-ERMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,确定,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q18#2,BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q20,BJ-2024-HD-ERMO-Q20,BJ-2024-HD-ERMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,确定,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q1,BJ-2024-HD-ERMO-Q1,BJ-2024-HD-ERMO,1,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q2,BJ-2024-HD-ERMO-Q2,BJ-2024-HD-ERMO,2,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q3,BJ-2024-HD-ERMO-Q3,BJ-2024-HD-ERMO,3,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q4,BJ-2024-HD-ERMO-Q4,BJ-2024-HD-ERMO,4,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q5,BJ-2024-HD-ERMO-Q5,BJ-2024-HD-ERMO,5,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q6,BJ-2024-HD-ERMO-Q6,BJ-2024-HD-ERMO,6,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q8,BJ-2024-HD-ERMO-Q8,BJ-2024-HD-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q13,BJ-2024-HD-ERMO-Q13,BJ-2024-HD-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO,14,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q15,BJ-2024-HD-ERMO-Q15,BJ-2024-HD-ERMO,15,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q4,BJ-2024-SJS-YIMO-Q4,BJ-2024-SJS-YIMO,4,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q1,BJ-2024-SJS-YIMO-Q1,BJ-2024-SJS-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q3,BJ-2024-SJS-YIMO-Q3,BJ-2024-SJS-YIMO,3,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q5,BJ-2024-SJS-YIMO-Q5,BJ-2024-SJS-YIMO,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q6,BJ-2024-SJS-YIMO-Q6,BJ-2024-SJS-YIMO,6,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q13,BJ-2024-SJS-YIMO-Q13,BJ-2024-SJS-YIMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q14,BJ-2024-SJS-YIMO-Q14,BJ-2024-SJS-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q15,BJ-2024-SJS-YIMO-Q15,BJ-2024-SJS-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q19#1,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO,19,主观题,1,小问,OUT,收-具名例外,具名例外,具名例外:item_level_no_rubric，只覆盖Q19(1)，不扩张到同卷其他题目 | project-constitution.md:13 special_override：2026-08-27 用户明确特批 2024 石景山一模第19题第（1）问为题级无正式细则例外; project-constitution.md:50 用户于2026-08-27又明确特批必修二2024石景山一模第19题第（1）问为题级例外；该特批只覆盖这一小问，不扩张到同卷其他题目,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q19#2,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO,19,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q19#3,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO,19,主观题,3,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q17,BJ-2024-XC-YIMO-Q17,BJ-2024-XC-YIMO,17,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q19#1,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q19#2,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q19#5,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,主观题,5,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q19#6,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,主观题,6,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO,3,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q4,BJ-2024-XC-YIMO-Q4,BJ-2024-XC-YIMO,4,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q13,BJ-2024-XC-YIMO-Q13,BJ-2024-XC-YIMO,13,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q14,BJ-2024-XC-YIMO-Q14,BJ-2024-XC-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q15,BJ-2024-XC-YIMO-Q15,BJ-2024-XC-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q19,BJ-2024-XC-ERMO-Q19,BJ-2024-XC-ERMO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO,2,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO,3,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q5,BJ-2024-XC-ERMO-Q5,BJ-2024-XC-ERMO,5,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q6,BJ-2024-XC-ERMO-Q6,BJ-2024-XC-ERMO,6,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO,7,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q8,BJ-2024-XC-ERMO-Q8,BJ-2024-XC-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q14,BJ-2024-XC-ERMO-Q14,BJ-2024-XC-ERMO,14,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q16,BJ-2025-DC-YIMO-Q16,BJ-2025-DC-YIMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q1,BJ-2025-DC-YIMO-Q1,BJ-2025-DC-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q3,BJ-2025-DC-YIMO-Q3,BJ-2025-DC-YIMO,3,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q4,BJ-2025-DC-YIMO-Q4,BJ-2025-DC-YIMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q5,BJ-2025-DC-YIMO-Q5,BJ-2025-DC-YIMO,5,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q2,BJ-2025-DC-YIMO-Q2,BJ-2025-DC-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q6,BJ-2025-DC-YIMO-Q6,BJ-2025-DC-YIMO,6,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q7,BJ-2025-DC-YIMO-Q7,BJ-2025-DC-YIMO,7,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q8,BJ-2025-DC-YIMO-Q8,BJ-2025-DC-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q14,BJ-2025-DC-YIMO-Q14,BJ-2025-DC-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q15,BJ-2025-DC-YIMO-Q15,BJ-2025-DC-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q1,BJ-2025-FT-YIMO-Q1,BJ-2025-FT-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q2,BJ-2025-FT-YIMO-Q2,BJ-2025-FT-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q3,BJ-2025-FT-YIMO-Q3,BJ-2025-FT-YIMO,3,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q4,BJ-2025-FT-YIMO-Q4,BJ-2025-FT-YIMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q5,BJ-2025-FT-YIMO-Q5,BJ-2025-FT-YIMO,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q6,BJ-2025-FT-YIMO-Q6,BJ-2025-FT-YIMO,6,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q7,BJ-2025-FT-YIMO-Q7,BJ-2025-FT-YIMO,7,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q8,BJ-2025-FT-YIMO-Q8,BJ-2025-FT-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q18,BJ-2025-FT-YIMO-Q18,BJ-2025-FT-YIMO,18,选择题,,整题,OUT,身份错误-不计入分母,身份层标记:split_error_fake_choice_question,题库把该题登记为选择题（4个选项），但 units.jsonl 的 stem 实际是 “18.54~24 正常/24~28 超重/≥28 肥胖”——这是Q12题干里BMI分级表的尾部行随页面换行被误切成“Q18”，选项A-D的文字与Q13“下列选项中犯了与示例相同逻辑错误的是”一题的语境高度吻合，而题库里Q13的stem恰好缺选项（只到“第4页/共11页”截断）。可确认这是抽取阶段的切分错误，不是一道真实独立的第18题。该卷原卷“第二部分共6题”，但题库只登记了Q16/17/19/20/21五道主观题，真实的主观题“第18题”未被登记为任何 qid，书稿如引用“2025丰台一模Q18(1)”，指的是这道缺失的真实主观题，不是题库里的这个伪选择题。本表不猜测真实Q18内容，只标记该qid不计入选择题“照收”分母，并将“回补真实Q18、修正Q13选项归属”列入回传题库线清单，不直接改题库文件。,确定,2026-09-24-attribution-v2
