unit_id,qid,exam_id_canonical,num,type,subq,grain,归属_MI,admission,evidence,evidence_detail,script_tier,rule_version
BJ-2024-DC-YIMO-Q15,BJ-2024-DC-YIMO-Q15,BJ-2024-DC-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-DC-YIMO-Q20,BJ-2024-DC-YIMO-Q20,BJ-2024-DC-YIMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-HD-YIMO-Q18#1,BJ-2024-HD-YIMO-Q18,BJ-2024-HD-YIMO,18,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-HD-YIMO-Q18#2,BJ-2024-HD-YIMO-Q18,BJ-2024-HD-YIMO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-HD-YIMO-Q20,BJ-2024-HD-YIMO-Q20,BJ-2024-HD-YIMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-HD-YIMO-Q19,BJ-2024-HD-YIMO-Q19,BJ-2024-HD-YIMO,19,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-HD-YIMO-Q1,BJ-2024-HD-YIMO-Q1,BJ-2024-HD-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-HD-YIMO-Q9,BJ-2024-HD-YIMO-Q9,BJ-2024-HD-YIMO,9,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-HD-YIMO-Q10,BJ-2024-HD-YIMO-Q10,BJ-2024-HD-YIMO,10,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-HD-YIMO-Q11,BJ-2024-HD-YIMO-Q11,BJ-2024-HD-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-HD-YIMO-Q15,BJ-2024-HD-YIMO-Q15,BJ-2024-HD-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q2,BJ-2024-DC-ERMO-Q2,BJ-2024-DC-ERMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q1,BJ-2024-DC-ERMO-Q1,BJ-2024-DC-ERMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q17#1,BJ-2024-DC-ERMO-Q17,BJ-2024-DC-ERMO,17,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q17#2,BJ-2024-DC-ERMO-Q17,BJ-2024-DC-ERMO,17,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q8,BJ-2024-DC-ERMO-Q8,BJ-2024-DC-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q9,BJ-2024-DC-ERMO-Q9,BJ-2024-DC-ERMO,9,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q10,BJ-2024-DC-ERMO-Q10,BJ-2024-DC-ERMO,10,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q1,BJ-2024-FT-YIMO-Q1,BJ-2024-FT-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q2,BJ-2024-FT-YIMO-Q2,BJ-2024-FT-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q9,BJ-2024-FT-YIMO-Q9,BJ-2024-FT-YIMO,9,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q15,BJ-2024-FT-YIMO-Q15,BJ-2024-FT-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q17,BJ-2024-FT-YIMO-Q17,BJ-2024-FT-YIMO,17,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q18#1,BJ-2024-FT-YIMO-Q18,BJ-2024-FT-YIMO,18,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q18#2,BJ-2024-FT-YIMO-Q18,BJ-2024-FT-YIMO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-YIMO-Q20,BJ-2024-FT-YIMO-Q20,BJ-2024-FT-YIMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q17,BJ-2024-FT-ERMO-Q17,BJ-2024-FT-ERMO,17,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q1,BJ-2024-FT-ERMO-Q1,BJ-2024-FT-ERMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q2,BJ-2024-FT-ERMO-Q2,BJ-2024-FT-ERMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO,9,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO,10,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q11,BJ-2024-FT-ERMO-Q11,BJ-2024-FT-ERMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q16,BJ-2024-FT-ERMO-Q16,BJ-2024-FT-ERMO,16,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q20,BJ-2024-FT-ERMO-Q20,BJ-2024-FT-ERMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,确定,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q18#2,BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q20,BJ-2024-HD-ERMO-Q20,BJ-2024-HD-ERMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,确定,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q16,BJ-2024-HD-ERMO-Q16,BJ-2024-HD-ERMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q19#2,BJ-2024-HD-ERMO-Q19,BJ-2024-HD-ERMO,19,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q1,BJ-2024-HD-ERMO-Q1,BJ-2024-HD-ERMO,1,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q2,BJ-2024-HD-ERMO-Q2,BJ-2024-HD-ERMO,2,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q8,BJ-2024-HD-ERMO-Q8,BJ-2024-HD-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q9,BJ-2024-HD-ERMO-Q9,BJ-2024-HD-ERMO,9,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q10,BJ-2024-HD-ERMO-Q10,BJ-2024-HD-ERMO,10,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q15,BJ-2024-HD-ERMO-Q15,BJ-2024-HD-ERMO,15,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q11,BJ-2024-HD-ERMO-Q11,BJ-2024-HD-ERMO,11,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q1,BJ-2024-SJS-YIMO-Q1,BJ-2024-SJS-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q8,BJ-2024-SJS-YIMO-Q8,BJ-2024-SJS-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q9,BJ-2024-SJS-YIMO-Q9,BJ-2024-SJS-YIMO,9,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q10,BJ-2024-SJS-YIMO-Q10,BJ-2024-SJS-YIMO,10,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q11,BJ-2024-SJS-YIMO-Q11,BJ-2024-SJS-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q15,BJ-2024-SJS-YIMO-Q15,BJ-2024-SJS-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q17,BJ-2024-SJS-YIMO-Q17,BJ-2024-SJS-YIMO,17,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q16,BJ-2024-XC-YIMO-Q16,BJ-2024-XC-YIMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q18#3,BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,主观题,3,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q8,BJ-2024-XC-YIMO-Q8,BJ-2024-XC-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO,10,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q11,BJ-2024-XC-YIMO-Q11,BJ-2024-XC-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q15,BJ-2024-XC-YIMO-Q15,BJ-2024-XC-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q16,BJ-2024-XC-ERMO-Q16,BJ-2024-XC-ERMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q19,BJ-2024-XC-ERMO-Q19,BJ-2024-XC-ERMO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO,2,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q8,BJ-2024-XC-ERMO-Q8,BJ-2024-XC-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q9,BJ-2024-XC-ERMO-Q9,BJ-2024-XC-ERMO,9,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q10,BJ-2024-XC-ERMO-Q10,BJ-2024-XC-ERMO,10,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q11,BJ-2024-XC-ERMO-Q11,BJ-2024-XC-ERMO,11,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q14,BJ-2024-XC-ERMO-Q14,BJ-2024-XC-ERMO,14,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q16,BJ-2025-DC-YIMO-Q16,BJ-2025-DC-YIMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q1,BJ-2025-DC-YIMO-Q1,BJ-2025-DC-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q2,BJ-2025-DC-YIMO-Q2,BJ-2025-DC-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q8,BJ-2025-DC-YIMO-Q8,BJ-2025-DC-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q9,BJ-2025-DC-YIMO-Q9,BJ-2025-DC-YIMO,9,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q10,BJ-2025-DC-YIMO-Q10,BJ-2025-DC-YIMO,10,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q11,BJ-2025-DC-YIMO-Q11,BJ-2025-DC-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q1,BJ-2025-FT-YIMO-Q1,BJ-2025-FT-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q2,BJ-2025-FT-YIMO-Q2,BJ-2025-FT-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q4,BJ-2025-FT-YIMO-Q4,BJ-2025-FT-YIMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q8,BJ-2025-FT-YIMO-Q8,BJ-2025-FT-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q9,BJ-2025-FT-YIMO-Q9,BJ-2025-FT-YIMO,9,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q10,BJ-2025-FT-YIMO-Q10,BJ-2025-FT-YIMO,10,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,确定,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q11,BJ-2025-FT-YIMO-Q11,BJ-2025-FT-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q14,BJ-2025-FT-YIMO-Q14,BJ-2025-FT-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q15,BJ-2025-FT-YIMO-Q15,BJ-2025-FT-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q16,BJ-2025-YQ-YIMO-Q16,BJ-2025-YQ-YIMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q1,BJ-2025-YQ-YIMO-Q1,BJ-2025-YQ-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q8,BJ-2025-YQ-YIMO-Q8,BJ-2025-YQ-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q9,BJ-2025-YQ-YIMO-Q9,BJ-2025-YQ-YIMO,9,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
