unit_id,qid,exam_id_canonical,num,type,subq,grain,归属_CU,admission,evidence,evidence_detail,downgrade_notes,script_tier,rule_version
BJ-2024-FT-ERMO-Q5,BJ-2024-FT-ERMO-Q5,BJ-2024-FT-ERMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q6,BJ-2024-FT-ERMO-Q6,BJ-2024-FT-ERMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q7,BJ-2024-FT-ERMO-Q7,BJ-2024-FT-ERMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q16,BJ-2024-FT-ERMO-Q16,BJ-2024-FT-ERMO,16,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2024-FT-ERMO-Q21,BJ-2024-FT-ERMO-Q21,BJ-2024-FT-ERMO,21,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q17#1,BJ-2024-HD-ERMO-Q17,BJ-2024-HD-ERMO,17,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q17#2,BJ-2024-HD-ERMO-Q17,BJ-2024-HD-ERMO,17,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q18#1,BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO,18,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q21,BJ-2024-HD-ERMO-Q21,BJ-2024-HD-ERMO,21,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q16,BJ-2024-HD-ERMO-Q16,BJ-2024-HD-ERMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q19#1,BJ-2024-HD-ERMO-Q19,BJ-2024-HD-ERMO,19,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,identity:dup_covered_by=bixiu2(等价类合并生效),不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q19#2,BJ-2024-HD-ERMO-Q19,BJ-2024-HD-ERMO,19,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,identity:dup_covered_by=bixiu2(等价类合并生效),倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q1,BJ-2024-HD-ERMO-Q1,BJ-2024-HD-ERMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,倾向,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q4,BJ-2024-HD-ERMO-Q4,BJ-2024-HD-ERMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q5,BJ-2024-HD-ERMO-Q5,BJ-2024-HD-ERMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q6,BJ-2024-HD-ERMO-Q6,BJ-2024-HD-ERMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q7,BJ-2024-HD-ERMO-Q7,BJ-2024-HD-ERMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-HD-ERMO-Q9,BJ-2024-HD-ERMO-Q9,BJ-2024-HD-ERMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q1,BJ-2024-SJS-YIMO-Q1,BJ-2024-SJS-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q5,BJ-2024-SJS-YIMO-Q5,BJ-2024-SJS-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q6,BJ-2024-SJS-YIMO-Q6,BJ-2024-SJS-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q7,BJ-2024-SJS-YIMO-Q7,BJ-2024-SJS-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-SJS-YIMO-Q9,BJ-2024-SJS-YIMO-Q9,BJ-2024-SJS-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q18#1,BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,主观题,1,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q18#2,BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,主观题,2,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q18#3,BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,主观题,3,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q19#3,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,主观题,3,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q19#4,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,主观题,4,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,倾向,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q6,BJ-2024-XC-YIMO-Q6,BJ-2024-XC-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q7,BJ-2024-XC-YIMO-Q7,BJ-2024-XC-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-XC-YIMO-Q9,BJ-2024-XC-YIMO-Q9,BJ-2024-XC-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q16,BJ-2024-XC-ERMO-Q16,BJ-2024-XC-ERMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q17,BJ-2024-XC-ERMO-Q17,BJ-2024-XC-ERMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q5,BJ-2024-XC-ERMO-Q5,BJ-2024-XC-ERMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q6,BJ-2024-XC-ERMO-Q6,BJ-2024-XC-ERMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q1,BJ-2025-DC-YIMO-Q1,BJ-2025-DC-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q3,BJ-2025-DC-YIMO-Q3,BJ-2025-DC-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q5,BJ-2025-DC-YIMO-Q5,BJ-2025-DC-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q19,BJ-2025-DC-YIMO-Q19,BJ-2025-DC-YIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q20,BJ-2025-DC-YIMO-Q20,BJ-2025-DC-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q6,BJ-2025-DC-YIMO-Q6,BJ-2025-DC-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q7,BJ-2025-DC-YIMO-Q7,BJ-2025-DC-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q9,BJ-2025-DC-YIMO-Q9,BJ-2025-DC-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q15,BJ-2025-DC-YIMO-Q15,BJ-2025-DC-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q18#1,BJ-2025-DC-YIMO-Q18,BJ-2025-DC-YIMO,18,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-DC-YIMO-Q18#2,BJ-2025-DC-YIMO-Q18,BJ-2025-DC-YIMO,18,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q4,BJ-2025-FT-YIMO-Q4,BJ-2025-FT-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q5,BJ-2025-FT-YIMO-Q5,BJ-2025-FT-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q6,BJ-2025-FT-YIMO-Q6,BJ-2025-FT-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q7,BJ-2025-FT-YIMO-Q7,BJ-2025-FT-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q9,BJ-2025-FT-YIMO-Q9,BJ-2025-FT-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q14,BJ-2025-FT-YIMO-Q14,BJ-2025-FT-YIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q15,BJ-2025-FT-YIMO-Q15,BJ-2025-FT-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q17#1,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q17#2,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q17#3,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,3,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q19,BJ-2025-FT-YIMO-Q19,BJ-2025-FT-YIMO,19,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q20,BJ-2025-FT-YIMO-Q20,BJ-2025-FT-YIMO,20,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2025-FT-YIMO-Q21,BJ-2025-FT-YIMO-Q21,BJ-2025-FT-YIMO,21,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q17,BJ-2025-YQ-YIMO-Q17,BJ-2025-YQ-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q20#1,BJ-2025-YQ-YIMO-Q20,BJ-2025-YQ-YIMO,20,主观题,1,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q20#2,BJ-2025-YQ-YIMO-Q20,BJ-2025-YQ-YIMO,20,主观题,2,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q1,BJ-2025-YQ-YIMO-Q1,BJ-2025-YQ-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q4,BJ-2025-YQ-YIMO-Q4,BJ-2025-YQ-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q5,BJ-2025-YQ-YIMO-Q5,BJ-2025-YQ-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q7,BJ-2025-YQ-YIMO-Q7,BJ-2025-YQ-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q9,BJ-2025-YQ-YIMO-Q9,BJ-2025-YQ-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q15,BJ-2025-YQ-YIMO-Q15,BJ-2025-YQ-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q18,BJ-2025-YQ-YIMO-Q18,BJ-2025-YQ-YIMO,18,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-YQ-YIMO-Q19,BJ-2025-YQ-YIMO-Q19,BJ-2025-YQ-YIMO,19,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v2
BJ-2025-FS-YIMO-Q17,BJ-2025-FS-YIMO-Q17,BJ-2025-FS-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-FS-YIMO-Q19,BJ-2025-FS-YIMO-Q19,BJ-2025-FS-YIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v2
BJ-2025-FS-YIMO-Q20#2,BJ-2025-FS-YIMO-Q20,BJ-2025-FS-YIMO,20,主观题,2,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-FS-YIMO-Q20#3,BJ-2025-FS-YIMO-Q20,BJ-2025-FS-YIMO,20,主观题,3,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-FS-YIMO-Q1,BJ-2025-FS-YIMO-Q1,BJ-2025-FS-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FS-YIMO-Q2,BJ-2025-FS-YIMO-Q2,BJ-2025-FS-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FS-YIMO-Q3,BJ-2025-FS-YIMO-Q3,BJ-2025-FS-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FS-YIMO-Q4,BJ-2025-FS-YIMO-Q4,BJ-2025-FS-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FS-YIMO-Q6,BJ-2025-FS-YIMO-Q6,BJ-2025-FS-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FS-YIMO-Q9,BJ-2025-FS-YIMO-Q9,BJ-2025-FS-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-FS-YIMO-Q15,BJ-2025-FS-YIMO-Q15,BJ-2025-FS-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2025-CY-YIMO-Q1,BJ-2025-CY-YIMO-Q1,BJ-2025-CY-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
