qid,option_mark,dict_hit_modules,c_prior_top_module,note,rule_version
BJ-2024-CY-ERMO-Q8,②,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q8,③,B2;B3,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q8,④,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q9,①,B3,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q9,②,PH,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q9,③,B3,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q9,④,B3,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q10,A,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q10,B,B3,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q10,C,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q10,D,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q11,①,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q11,②,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q11,③,B2;X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q11,④,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q12,A,X2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q12,B,X2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q12,C,X2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q12,D,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q13,A,X1,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q13,B,B2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q13,C,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q13,D,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q14,A,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q14,B,B2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q14,C,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q14,D,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q15,①,B2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q15,②,B2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q15,③,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2024-CY-ERMO-Q15,④,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q1,①,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q1,②,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q1,③,X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q1,④,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q2,①,,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q2,②,,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q2,③,,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q2,④,B2,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q3,①,B1,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q3,②,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q3,③,B2,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q3,④,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q4,A,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q4,B,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q4,C,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q4,D,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q5,①,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q5,②,MI,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q5,③,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q5,④,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q6,A,PH,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q6,B,PH,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q6,C,B2;PH,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q6,D,PH,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q7,①,CU,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q7,②,PH,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q7,③,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q7,④,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q8,A,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q8,B,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q8,C,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q8,D,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q9,①,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q9,②,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q9,③,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q9,④,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q10,①,B2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q10,②,B2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q10,③,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q10,④,B2;X1,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q11,A,B2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q11,B,B2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q11,C,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q11,D,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q12,A,X1;X2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q12,B,X2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q12,C,X2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q12,D,B3,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q13,A,X2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q13,B,X2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q13,C,X2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q13,D,X2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q14,A,X2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q14,B,X2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q14,C,X2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q14,D,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q15,①,B2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q15,②,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q15,③,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2022-BJ-GAOKAO-Q15,④,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q1,A,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q1,B,B1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q1,C,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q1,D,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q2,A,PH,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q2,B,,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q2,C,,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q2,D,,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q3,①,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q3,②,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q3,③,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q3,④,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q4,①,PH,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q4,②,X1,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q4,③,PH,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q4,④,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q5,①,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q5,②,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q5,③,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q5,④,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q6,①,B2,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q6,②,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q6,③,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q6,④,B2,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q7,A,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q7,B,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q7,C,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q7,D,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q8,A,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q8,B,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q8,C,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q8,D,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q9,①,X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q9,②,X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q9,③,X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q9,④,X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q10,A,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q10,B,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q10,C,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q10,D,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q11,A,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q11,B,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-DC-ERMO-Q11,C,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
