unit_id,qid,canonical_qid,exam_id_canonical,num,type,subq,grain,归属_RE,admission,evidence,evidence_detail,downgrade_notes,script_tier,rule_version
BJ-2024-HD-ERMO-Q17#2,BJ-2024-HD-ERMO-Q17,BJ-2024-HD-ERMO-Q17,BJ-2024-HD-ERMO,17,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q18#1,BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO,18,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q18#2,BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO,18,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q21,BJ-2024-HD-ERMO-Q21,BJ-2024-HD-ERMO-Q21,BJ-2024-HD-ERMO,21,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q16,BJ-2024-HD-ERMO-Q16,BJ-2024-HD-ERMO-Q16,BJ-2024-HD-ERMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q19#1,BJ-2024-HD-ERMO-Q19,BJ-2024-HD-ERMO-Q19,BJ-2024-HD-ERMO,19,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,"关联但不合并(疑似跨卷复用/串题,非duplicate_registration_alias):dup_of=BJ-2026-FT-QIMO-Q19",不明,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q2,BJ-2024-HD-ERMO-Q2,BJ-2024-HD-ERMO-Q2,BJ-2024-HD-ERMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q3,BJ-2024-HD-ERMO-Q3,BJ-2024-HD-ERMO-Q3,BJ-2024-HD-ERMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q4,BJ-2024-HD-ERMO-Q4,BJ-2024-HD-ERMO-Q4,BJ-2024-HD-ERMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q7,BJ-2024-HD-ERMO-Q7,BJ-2024-HD-ERMO-Q7,BJ-2024-HD-ERMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q12,BJ-2024-HD-ERMO-Q12,BJ-2024-HD-ERMO-Q12,BJ-2024-HD-ERMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q13,BJ-2024-HD-ERMO-Q13,BJ-2024-HD-ERMO-Q13,BJ-2024-HD-ERMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,倾向,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO,14,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q4,BJ-2024-SJS-YIMO-Q4,BJ-2024-SJS-YIMO-Q4,BJ-2024-SJS-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q3,BJ-2024-SJS-YIMO-Q3,BJ-2024-SJS-YIMO-Q3,BJ-2024-SJS-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q5,BJ-2024-SJS-YIMO-Q5,BJ-2024-SJS-YIMO-Q5,BJ-2024-SJS-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q12,BJ-2024-SJS-YIMO-Q12,BJ-2024-SJS-YIMO-Q12,BJ-2024-SJS-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q13,BJ-2024-SJS-YIMO-Q13,BJ-2024-SJS-YIMO-Q13,BJ-2024-SJS-YIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q14,BJ-2024-SJS-YIMO-Q14,BJ-2024-SJS-YIMO-Q14,BJ-2024-SJS-YIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q16,BJ-2024-SJS-YIMO-Q16,BJ-2024-SJS-YIMO-Q16,BJ-2024-SJS-YIMO,16,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q19#1,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO,19,主观题,1,小问,MAYBE,收-具名例外,具名例外,具名例外:item_level_no_rubric，只覆盖Q19(1)，不扩张到同卷其他题目 | project-constitution.md:13 special_override：2026-08-27 用户明确特批 2024 石景山一模第19题第（1）问为题级无正式细则例外; project-constitution.md:50 用户于2026-08-27又明确特批必修二2024石景山一模第19题第（1）问为题级例外；该特批只覆盖这一小问，不扩张到同卷其他题目,,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q19#2,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO,19,主观题,2,小问,MAYBE,不收-无E1,缺细则-已核实,该小问不在project-constitution:13/50给Q19(1)的题级例外范围内，且book-xuanbi-1.md独立核验确认Q19(2)只有重复参考答案，最多E3，不落入'待裁决'而是确认负例。 | book-xuanbi-1.md:400 2024石景山一模Q19（2）只有重复参考答案; book-xuanbi-1.md:418 2024石景山一模Q19（2）只有E3参考答案,,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q19#3,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO,19,主观题,3,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q20,BJ-2024-SJS-YIMO-Q20,BJ-2024-SJS-YIMO-Q20,BJ-2024-SJS-YIMO,20,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q17,BJ-2024-XC-YIMO-Q17,BJ-2024-XC-YIMO-Q17,BJ-2024-XC-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q18#1,BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,主观题,1,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q18#2,BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,主观题,2,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,倾向,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q4,BJ-2024-XC-YIMO-Q4,BJ-2024-XC-YIMO-Q4,BJ-2024-XC-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,倾向,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q6,BJ-2024-XC-YIMO-Q6,BJ-2024-XC-YIMO-Q6,BJ-2024-XC-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q7,BJ-2024-XC-YIMO-Q7,BJ-2024-XC-YIMO-Q7,BJ-2024-XC-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q13,BJ-2024-XC-YIMO-Q13,BJ-2024-XC-YIMO-Q13,BJ-2024-XC-YIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,倾向,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q14,BJ-2024-XC-YIMO-Q14,BJ-2024-XC-YIMO-Q14,BJ-2024-XC-YIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-XC-ERMO-Q17,BJ-2024-XC-ERMO-Q17,BJ-2024-XC-ERMO-Q17,BJ-2024-XC-ERMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2024-XC-ERMO-Q19,BJ-2024-XC-ERMO-Q19,BJ-2024-XC-ERMO-Q19,BJ-2024-XC-ERMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v3
BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-XC-ERMO-Q5,BJ-2024-XC-ERMO-Q5,BJ-2024-XC-ERMO-Q5,BJ-2024-XC-ERMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-XC-ERMO-Q6,BJ-2024-XC-ERMO-Q6,BJ-2024-XC-ERMO-Q6,BJ-2024-XC-ERMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,不明,2026-09-24-attribution-v3
BJ-2024-XC-ERMO-Q12,BJ-2024-XC-ERMO-Q12,BJ-2024-XC-ERMO-Q12,BJ-2024-XC-ERMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,倾向,2026-09-24-attribution-v3
BJ-2024-XC-ERMO-Q13,BJ-2024-XC-ERMO-Q13,BJ-2024-XC-ERMO-Q13,BJ-2024-XC-ERMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,倾向,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q16,BJ-2025-DC-YIMO-Q16,BJ-2025-DC-YIMO-Q16,BJ-2025-DC-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q3,BJ-2025-DC-YIMO-Q3,BJ-2025-DC-YIMO-Q3,BJ-2025-DC-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q5,BJ-2025-DC-YIMO-Q5,BJ-2025-DC-YIMO-Q5,BJ-2025-DC-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q17,BJ-2025-DC-YIMO-Q17,BJ-2025-DC-YIMO-Q17,BJ-2025-DC-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q19,BJ-2025-DC-YIMO-Q19,BJ-2025-DC-YIMO-Q19,BJ-2025-DC-YIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q20,BJ-2025-DC-YIMO-Q20,BJ-2025-DC-YIMO-Q20,BJ-2025-DC-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q21,BJ-2025-DC-YIMO-Q21,BJ-2025-DC-YIMO-Q21,BJ-2025-DC-YIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q2,BJ-2025-DC-YIMO-Q2,BJ-2025-DC-YIMO-Q2,BJ-2025-DC-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q6,BJ-2025-DC-YIMO-Q6,BJ-2025-DC-YIMO-Q6,BJ-2025-DC-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q7,BJ-2025-DC-YIMO-Q7,BJ-2025-DC-YIMO-Q7,BJ-2025-DC-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q12,BJ-2025-DC-YIMO-Q12,BJ-2025-DC-YIMO-Q12,BJ-2025-DC-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q14,BJ-2025-DC-YIMO-Q14,BJ-2025-DC-YIMO-Q14,BJ-2025-DC-YIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q18#1,BJ-2025-DC-YIMO-Q18,BJ-2025-DC-YIMO-Q18,BJ-2025-DC-YIMO,18,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-YIMO-Q18#2,BJ-2025-DC-YIMO-Q18,BJ-2025-DC-YIMO-Q18,BJ-2025-DC-YIMO,18,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q2,BJ-2025-FT-YIMO-Q2,BJ-2025-FT-YIMO-Q2,BJ-2025-FT-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q3,BJ-2025-FT-YIMO-Q3,BJ-2025-FT-YIMO-Q3,BJ-2025-FT-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q5,BJ-2025-FT-YIMO-Q5,BJ-2025-FT-YIMO-Q5,BJ-2025-FT-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q6,BJ-2025-FT-YIMO-Q6,BJ-2025-FT-YIMO-Q6,BJ-2025-FT-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q7,BJ-2025-FT-YIMO-Q7,BJ-2025-FT-YIMO-Q7,BJ-2025-FT-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q16,BJ-2025-FT-YIMO-Q16,BJ-2025-FT-YIMO-Q16,BJ-2025-FT-YIMO,16,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q17#1,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q17#2,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q17#3,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,3,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q19,BJ-2025-FT-YIMO-Q19,BJ-2025-FT-YIMO-Q19,BJ-2025-FT-YIMO,19,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q20,BJ-2025-FT-YIMO-Q20,BJ-2025-FT-YIMO-Q20,BJ-2025-FT-YIMO,20,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v3
BJ-2025-FT-YIMO-Q21,BJ-2025-FT-YIMO-Q21,BJ-2025-FT-YIMO-Q21,BJ-2025-FT-YIMO,21,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-YQ-YIMO-Q17,BJ-2025-YQ-YIMO-Q17,BJ-2025-YQ-YIMO-Q17,BJ-2025-YQ-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v3
BJ-2025-YQ-YIMO-Q20#1,BJ-2025-YQ-YIMO-Q20,BJ-2025-YQ-YIMO-Q20,BJ-2025-YQ-YIMO,20,主观题,1,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v3
BJ-2025-YQ-YIMO-Q20#2,BJ-2025-YQ-YIMO-Q20,BJ-2025-YQ-YIMO-Q20,BJ-2025-YQ-YIMO,20,主观题,2,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v3
BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-YQ-YIMO-Q3,BJ-2025-YQ-YIMO-Q3,BJ-2025-YQ-YIMO-Q3,BJ-2025-YQ-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-YQ-YIMO-Q4,BJ-2025-YQ-YIMO-Q4,BJ-2025-YQ-YIMO-Q4,BJ-2025-YQ-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
